GeneName	Expression	enhancer_count	ATAC_count	H3K27ac_count	H3K4me3_count	RE_count	GeneName_MeanExpression
NPNT	2.0	1.0	0.0	0.0	0.0	0.0	NPNT 2.0
NPR1	3.0	16.0	0.0	0.0	0.0	0.0	NPR1 3.0
NPR2	92.25	71.0	5.0	0.0	0.0	5.0	NPR2 92.25
NPRL2	489.0	117.0	12.0	0.0	6.0	12.0	NPRL2 489.0
NPTN	658.0	4.0	0.0	0.0	0.0	0.0	NPTN 658.0
NPTX2	1.5	40.0	0.0	0.0	0.0	0.0	NPTX2 1.5
NPW	4.25	29.0	1.0	0.0	0.0	1.0	NPW 4.25
NQO1	278.0	24.0	0.0	0.0	0.0	0.0	NQO1 278.0
NQO2	505.75	668.0	92.0	14.0	2.0	104.0	NQO2 505.75
NR1I2	4.75	1.0	0.0	0.0	0.0	0.0	NR1I2 4.75
NR1I3	240.75	541.0	16.0	0.0	0.0	16.0	NR1I3 240.75
NR2C1	365.25	63.0	2.0	0.0	0.0	2.0	NR2C1 365.25
NR2C2	2493.75	89.0	8.0	2.0	2.0	9.0	NR2C2 2493.75
NR2C2AP	582.0	13.0	2.0	0.0	0.0	2.0	NR2C2AP 582.0
NR3C1	1596.75	421.0	79.0	0.0	2.0	79.0	NR3C1 1596.75
NR4A1	873.25	54.0	10.0	0.0	1.0	10.0	NR4A1 873.25
NR4A2	1676.5	698.0	67.0	20.0	21.0	80.0	NR4A2 1676.5
NR4A3	608.5	292.0	14.0	2.0	7.0	14.0	NR4A3 608.5
NR5A2	359.0	10.0	0.0	0.0	0.0	0.0	NR5A2 359.0
NR6A1	251.0	113.0	16.0	1.0	6.0	16.0	NR6A1 251.0
NRAS	2511.75	166.0	12.0	2.0	5.0	12.0	NRAS 2511.75
NRBF2	568.25	54.0	16.0	0.0	0.0	16.0	NRBF2 568.25
NRBP1	2942.0	169.0	14.0	0.0	10.0	14.0	NRBP1 2942.0
NRCAM	27.75	116.0	3.0	0.0	0.0	3.0	NRCAM 27.75
NRDC	5267.75	14.0	1.0	1.0	1.0	1.0	NRDC 5267.75
NRDE2	2039.25	101.0	6.0	0.0	0.0	6.0	NRDE2 2039.25
NREP	561.0	24.0	0.0	0.0	0.0	0.0	NREP 561.0
NRF1	487.0	4.0	4.0	0.0	0.0	4.0	NRF1 487.0
NRG1	3.5	5.0	0.0	0.0	0.0	0.0	NRG1 3.5
NRG4	114.5	1.0	0.0	0.0	0.0	0.0	NRG4 114.5
NRGN	16.5	87.0	6.0	0.0	2.0	6.0	NRGN 16.5
NRIP1	1381.75	66.0	7.0	0.0	0.0	7.0	NRIP1 1381.75
NRIP3	228.75	21.0	0.0	0.0	0.0	0.0	NRIP3 228.75
NRL	19.25	15.0	4.0	0.0	0.0	4.0	NRL 19.25
NRM	278.0	42.0	6.0	0.0	0.0	6.0	NRM 278.0
NRN1L	19.0	66.0	15.0	0.0	1.0	15.0	NRN1L 19.0
NRP1	187.5	28.0	6.0	0.0	0.0	6.0	NRP1 187.5
NRP2	293.75	122.0	10.0	0.0	0.0	10.0	NRP2 293.75
NRROS	198.25	19.0	2.0	0.0	0.0	2.0	NRROS 198.25
NRSN1	1874.75	1.0	0.0	0.0	0.0	0.0	NRSN1 1874.75
NRSN2	71.75	125.0	11.0	0.0	0.0	11.0	NRSN2 71.75
NRXN1	93.0	54.0	3.0	0.0	0.0	3.0	NRXN1 93.0
NRXN2	5.75	32.0	5.0	0.0	0.0	5.0	NRXN2 5.75
NRXN3	127.25	17.0	0.0	0.0	0.0	0.0	NRXN3 127.25
NSFL1C	662.75	14.0	0.0	0.0	0.0	0.0	NSFL1C 662.75
NSG1	220.75	1.0	0.0	0.0	0.0	0.0	NSG1 220.75
NSMCE1	1461.5	873.0	95.0	4.0	12.0	95.0	NSMCE1 1461.5
NSMCE3	559.25	46.0	0.0	0.0	0.0	0.0	NSMCE3 559.25
NSUN4	1426.5	18.0	1.0	1.0	1.0	1.0	NSUN4 1426.5
NSUN6	391.0	121.0	12.0	1.0	3.0	11.0	NSUN6 391.0
NSUN7	1.5	1.0	0.0	0.0	0.0	0.0	NSUN7 1.5
NT5C2	927.5	40.0	4.0	0.0	4.0	4.0	NT5C2 927.5
NT5C3A	262.25	529.0	20.0	0.0	6.0	20.0	NT5C3A 262.25
NT5DC2	129.0	1.0	0.0	0.0	0.0	0.0	NT5DC2 129.0
NT5DC4	3.25	253.0	18.0	0.0	2.0	18.0	NT5DC4 3.25
NT5E	76.5	49.0	3.0	0.0	0.0	3.0	NT5E 76.5
NTAN1	1361.25	4.0	0.0	0.0	0.0	0.0	NTAN1 1361.25
NTMT1	238.5	50.0	6.0	0.0	0.0	6.0	NTMT1 238.5
NTN3	2.75	14.0	0.0	0.0	0.0	0.0	NTN3 2.75
NTPCR	344.5	37.0	10.0	0.0	4.0	10.0	NTPCR 344.5
NTRK1	40.0	358.0	24.0	0.0	1.0	24.0	NTRK1 40.0
NTRK2	44.75	2.0	0.0	0.0	0.0	0.0	NTRK2 44.75
NTRK3	158.25	1.0	0.0	0.0	0.0	0.0	NTRK3 158.25
NTSR1	7.0	13.0	0.0	0.0	0.0	0.0	NTSR1 7.0
NUAK2	313.75	44.0	8.0	0.0	0.0	8.0	NUAK2 313.75
NUBP1	848.75	35.0	7.0	0.0	0.0	7.0	NUBP1 848.75
NUBPL	919.5	141.0	15.0	2.0	10.0	14.0	NUBPL 919.5
NUCB1	925.0	190.0	18.0	0.0	15.0	18.0	NUCB1 925.0
NUCB2	575.0	505.0	9.0	0.0	1.0	9.0	NUCB2 575.0
NUDCD1	565.5	6.0	0.0	0.0	0.0	0.0	NUDCD1 565.5
NUDCD3	1637.0	22.0	0.0	0.0	0.0	0.0	NUDCD3 1637.0
NUDT10	14.0	11.0	1.0	0.0	0.0	1.0	NUDT10 14.0
NUDT11	12.75	1.0	0.0	0.0	0.0	0.0	NUDT11 12.75
NUDT12	75.75	1.0	0.0	0.0	0.0	0.0	NUDT12 75.75
NUDT13	230.5	53.0	3.0	0.0	0.0	3.0	NUDT13 230.5
NUDT15	873.75	17.0	2.0	0.0	0.0	2.0	NUDT15 873.75
NUDT16	222.0	38.0	7.0	1.0	1.0	6.0	NUDT16 222.0
NUDT17	90.75	49.0	13.0	0.0	0.0	13.0	NUDT17 90.75
NUDT18	27.0	1.0	0.0	0.0	0.0	0.0	NUDT18 27.0
NUDT2	219.75	151.0	25.0	0.0	9.0	25.0	NUDT2 219.75
NUDT3	3823.25	43.0	1.0	0.0	0.0	1.0	NUDT3 3823.25
NUDT4	6197.75	87.0	6.0	0.0	0.0	6.0	NUDT4 6197.75
NUDT6	128.0	13.0	0.0	0.0	0.0	0.0	NUDT6 128.0
NUDT9	324.5	29.0	3.0	3.0	4.0	6.0	NUDT9 324.5
NUF2	82.25	37.0	1.0	0.0	0.0	1.0	NUF2 82.25
NUFIP2	6896.0	23.0	4.0	0.0	1.0	4.0	NUFIP2 6896.0
NUGGC	412.75	21.0	1.0	0.0	0.0	1.0	NUGGC 412.75
NUMA1	4719.0	890.0	76.0	0.0	4.0	76.0	NUMA1 4719.0
NUMB	3052.75	175.0	11.0	0.0	0.0	11.0	NUMB 3052.75
NUP107	1863.75	175.0	23.0	0.0	1.0	23.0	NUP107 1863.75
NUP153	4363.0	61.0	6.0	0.0	2.0	6.0	NUP153 4363.0
NUP155	2927.0	26.0	3.0	0.0	0.0	3.0	NUP155 2927.0
NUP160	1941.75	21.0	5.0	0.0	0.0	5.0	NUP160 1941.75
NUP205	1613.5	381.0	24.0	1.0	10.0	25.0	NUP205 1613.5
NUP210L	26.75	17.0	2.0	0.0	0.0	2.0	NUP210L 26.75
NUP214	10166.5	97.0	1.0	0.0	0.0	1.0	NUP214 10166.5
NUP35	540.25	238.0	17.0	1.0	4.0	17.0	NUP35 540.25
NUP43	1776.25	99.0	11.0	0.0	7.0	11.0	NUP43 1776.25
NUP58	1736.25	78.0	5.0	0.0	1.0	5.0	NUP58 1736.25
NUP62	2692.25	1.0	2.0	0.0	0.0	2.0	NUP62 2692.25
NUP85	696.75	483.0	75.0	0.0	7.0	75.0	NUP85 696.75
NUP93	2463.75	201.0	7.0	0.0	0.0	7.0	NUP93 2463.75
NUP98	6298.0	510.0	49.0	1.0	0.0	49.0	NUP98 6298.0
NUS1	1929.0	1.0	0.0	0.0	0.0	0.0	NUS1 1929.0
NUTF2	1355.0	28.0	7.0	0.0	2.0	7.0	NUTF2 1355.0
NUTM1	12.5	185.0	9.0	1.0	2.0	10.0	NUTM1 12.5
NVL	1099.75	223.0	21.0	2.0	8.0	21.0	NVL 1099.75
NWD1	138.5	19.0	0.0	0.0	0.0	0.0	NWD1 138.5
NXF1	4206.75	375.0	19.0	1.0	10.0	19.0	NXF1 4206.75
NXPE3	879.75	301.0	42.0	4.0	17.0	44.0	NXPE3 879.75
NXPE4	1.5	7.0	0.0	0.0	0.0	0.0	NXPE4 1.5
NXPH3	32.5	88.0	8.0	0.0	0.0	8.0	NXPH3 32.5
NXT2	178.5	99.0	7.0	0.0	1.0	7.0	NXT2 178.5
NYAP1	3.25	44.0	4.0	0.0	0.0	4.0	NYAP1 3.25
OARD1	774.75	302.0	24.0	0.0	0.0	24.0	OARD1 774.75
OAS2	2259.75	65.0	14.0	0.0	4.0	14.0	OAS2 2259.75
OAZ3	107.25	267.0	6.0	0.0	0.0	6.0	OAZ3 107.25
OBSCN	1424.25	2.0	0.0	0.0	0.0	0.0	OBSCN 1424.25
OCIAD1	1443.75	54.0	9.0	0.0	1.0	9.0	OCIAD1 1443.75
OCIAD2	345.75	72.0	9.0	0.0	0.0	9.0	OCIAD2 345.75
ODC1	15027.75	249.0	28.0	0.0	3.0	28.0	ODC1 15027.75
ODF2	1807.75	59.0	4.0	0.0	9.0	4.0	ODF2 1807.75
ODF2L	1970.25	561.0	29.0	3.0	5.0	32.0	ODF2L 1970.25
ODF3	33.5	100.0	15.0	0.0	2.0	15.0	ODF3 33.5
OGDH	1347.5	54.0	7.0	2.0	6.0	8.0	OGDH 1347.5
OGFR	392.0	159.0	33.0	6.0	0.0	35.0	OGFR 392.0
OGFRL1	940.5	1.0	0.0	0.0	0.0	0.0	OGFRL1 940.5
OGG1	857.0	285.0	12.0	0.0	7.0	12.0	OGG1 857.0
OGT	24942.0	155.0	8.0	2.0	0.0	9.0	OGT 24942.0
OLA1	4989.75	1.0	0.0	0.0	0.0	0.0	OLA1 4989.75
OLFM2	108.5	16.0	0.0	0.0	0.0	0.0	OLFM2 108.5
OLFML1	130.5	27.0	1.0	0.0	0.0	1.0	OLFML1 130.5
OLFML2B	14.75	74.0	4.0	0.0	0.0	4.0	OLFML2B 14.75
OLFML3	8.75	47.0	0.0	0.0	0.0	0.0	OLFML3 8.75
OLR1	65.75	2.0	0.0	0.0	0.0	0.0	OLR1 65.75
OMA1	364.25	123.0	8.0	0.0	0.0	8.0	OMA1 364.25
OMG	67.0	62.0	3.0	0.0	0.0	3.0	OMG 67.0
OOEP	0.25	2.0	0.0	0.0	0.0	0.0	OOEP 0.25
OPA1	2834.75	51.0	7.0	0.0	0.0	7.0	OPA1 2834.75
OPA3	2108.0	28.0	3.0	0.0	0.0	3.0	OPA3 2108.0
OPN1SW	20.75	1.0	0.0	0.0	0.0	0.0	OPN1SW 20.75
OPRK1	16.0	1.0	0.0	0.0	0.0	0.0	OPRK1 16.0
OPTN	1767.0	84.0	12.0	7.0	7.0	13.0	OPTN 1767.0
OR10A2	124.5	1.0	0.0	0.0	0.0	0.0	OR10A2 124.5
OR10A3	184.5	1.0	0.0	0.0	0.0	0.0	OR10A3 184.5
OR10A4	2.5	2.0	0.0	0.0	0.0	0.0	OR10A4 2.5
OR10AD1	34.75	13.0	0.0	0.0	0.0	0.0	OR10AD1 34.75
OR10G2	5.75	19.0	0.0	0.0	0.0	0.0	OR10G2 5.75
OR10G3	1242.75	76.0	2.0	0.0	0.0	2.0	OR10G3 1242.75
OR10G4	101.5	2.0	0.0	0.0	0.0	0.0	OR10G4 101.5
OR10H1	496.5	82.0	6.0	0.0	0.0	6.0	OR10H1 496.5
OR10J1	92.5	121.0	0.0	0.0	0.0	0.0	OR10J1 92.5
OR10K2	21.25	1.0	0.0	0.0	0.0	0.0	OR10K2 21.25
OR11A1	63.5	1.0	0.0	0.0	0.0	0.0	OR11A1 63.5
OR14J1	1588.0	3.0	0.0	0.0	0.0	0.0	OR14J1 1588.0
OR1A1	667.25	81.0	0.0	0.0	0.0	0.0	OR1A1 667.25
OR1C1	8.5	53.0	0.0	0.0	0.0	0.0	OR1C1 8.5
OR1D2	149.75	18.0	0.0	0.0	0.0	0.0	OR1D2 149.75
OR1I1	563.75	120.0	16.0	0.0	0.0	16.0	OR1I1 563.75
OR1J1	7.25	150.0	10.0	0.0	0.0	10.0	OR1J1 7.25
OR1J2	2.5	3.0	0.0	0.0	0.0	0.0	OR1J2 2.5
OR1J4	3.0	8.0	0.0	0.0	0.0	0.0	OR1J4 3.0
OR1K1	0.5	27.0	3.0	0.0	1.0	3.0	OR1K1 0.5
OR1L6	2.5	15.0	0.0	0.0	0.0	0.0	OR1L6 2.5
OR1L8	14.25	38.0	0.0	0.0	0.0	0.0	OR1L8 14.25
OR1M1	167.5	25.0	2.0	0.0	0.0	2.0	OR1M1 167.5
OR1Q1	4.5	34.0	0.0	0.0	0.0	0.0	OR1Q1 4.5
OR2A12	18.25	3.0	0.0	0.0	0.0	0.0	OR2A12 18.25
OR2A25	114.5	1.0	0.0	0.0	0.0	0.0	OR2A25 114.5
OR2A5	253.25	32.0	0.0	0.0	0.0	0.0	OR2A5 253.25
OR2AG1	73.0	2.0	0.0	0.0	0.0	0.0	OR2AG1 73.0
OR2AG2	92.5	125.0	4.0	0.0	0.0	4.0	OR2AG2 92.5
OR2AP1	102.75	82.0	0.0	0.0	0.0	0.0	OR2AP1 102.75
OR2AT4	544.0	5.0	0.0	0.0	0.0	0.0	OR2AT4 544.0
OR2C1	2.5	115.0	11.0	0.0	0.0	11.0	OR2C1 2.5
OR2D2	4.5	4.0	0.0	0.0	0.0	0.0	OR2D2 4.5
OR2G6	484.0	4.0	0.0	0.0	0.0	0.0	OR2G6 484.0
OR2H2	25.75	47.0	4.0	0.0	0.0	4.0	OR2H2 25.75
OR2J2	53.5	12.0	7.0	0.0	0.0	7.0	OR2J2 53.5
OR2L13	2.0	38.0	0.0	0.0	0.0	0.0	OR2L13 2.0
OR2L5	41.75	1.0	0.0	0.0	0.0	0.0	OR2L5 41.75
OR2M4	164.5	36.0	5.0	0.0	0.0	5.0	OR2M4 164.5
OR2T33	88.5	1.0	0.0	0.0	0.0	0.0	OR2T33 88.5
OR2V1	21.0	85.0	0.0	0.0	0.0	0.0	OR2V1 21.0
OR2V2	157.75	217.0	13.0	3.0	4.0	16.0	OR2V2 157.75
OR3A2	97.25	2.0	0.0	0.0	0.0	0.0	OR3A2 97.25
OR3A3	82.75	41.0	0.0	0.0	0.0	0.0	OR3A3 82.75
OR4D1	98.25	35.0	3.0	1.0	1.0	3.0	OR4D1 98.25
OR4E2	22.5	80.0	0.0	0.0	0.0	0.0	OR4E2 22.5
OR4F15	206.0	5.0	0.0	0.0	0.0	0.0	OR4F15 206.0
OR4K2	11.25	220.0	0.0	0.0	0.0	0.0	OR4K2 11.25
OR4P4	63.25	20.0	0.0	0.0	0.0	0.0	OR4P4 63.25
OR4Q3	21.25	89.0	0.0	0.0	0.0	0.0	OR4Q3 21.25
OR51B5	45.25	18.0	0.0	0.0	0.0	0.0	OR51B5 45.25
OR51D1	18.5	31.0	3.0	0.0	0.0	3.0	OR51D1 18.5
OR51E2	89.0	55.0	0.0	0.0	0.0	0.0	OR51E2 89.0
OR51L1	45.5	63.0	0.0	0.0	0.0	0.0	OR51L1 45.5
OR52A1	464.75	22.0	0.0	0.0	0.0	0.0	OR52A1 464.75
OR52B6	4.75	18.0	3.0	0.0	0.0	3.0	OR52B6 4.75
OR52E4	494.5	8.0	0.0	0.0	0.0	0.0	OR52E4 494.5
OR52I1	118.75	31.0	0.0	0.0	0.0	0.0	OR52I1 118.75
OR52K1	92.0	201.0	4.0	0.0	1.0	4.0	OR52K1 92.0
OR52M1	11.25	119.0	5.0	0.0	1.0	5.0	OR52M1 11.25
OR52N2	0.5	51.0	3.0	0.0	0.0	3.0	OR52N2 0.5
OR56A4	969.5	39.0	0.0	0.0	0.0	0.0	OR56A4 969.5
OR56B1	14.75	23.0	2.0	0.0	0.0	2.0	OR56B1 14.75
OR5A1	264.5	2.0	0.0	0.0	0.0	0.0	OR5A1 264.5
OR5A2	353.0	71.0	6.0	0.0	0.0	6.0	OR5A2 353.0
OR5AS1	1647.25	19.0	0.0	0.0	0.0	0.0	OR5AS1 1647.25
OR5AU1	363.0	40.0	0.0	0.0	0.0	0.0	OR5AU1 363.0
OR5K2	1.5	29.0	0.0	0.0	0.0	0.0	OR5K2 1.5
OR5T2	3.75	4.0	0.0	0.0	0.0	0.0	OR5T2 3.75
OR6A2	6.75	8.0	0.0	0.0	0.0	0.0	OR6A2 6.75
OR6C4	109.75	36.0	0.0	0.0	0.0	0.0	OR6C4 109.75
OR6C75	2324.25	60.0	0.0	0.0	0.0	0.0	OR6C75 2324.25
OR6Y1	518.5	18.0	0.0	0.0	0.0	0.0	OR6Y1 518.5
OR7A5	11.5	5.0	0.0	0.0	0.0	0.0	OR7A5 11.5
OR7C1	709.5	3.0	0.0	0.0	0.0	0.0	OR7C1 709.5
OR7D4	214.75	32.0	0.0	0.0	0.0	0.0	OR7D4 214.75
OR7E24	2.5	52.0	0.0	0.0	0.0	0.0	OR7E24 2.5
OR8A1	308.0	1.0	0.0	0.0	0.0	0.0	OR8A1 308.0
OR8B8	126.0	1.0	0.0	0.0	0.0	0.0	OR8B8 126.0
OR8D1	42.25	14.0	0.0	0.0	0.0	0.0	OR8D1 42.25
OR8D4	38.25	34.0	0.0	0.0	0.0	0.0	OR8D4 38.25
OR8G1	10.5	18.0	0.0	0.0	0.0	0.0	OR8G1 10.5
OR8J3	47.75	3.0	0.0	0.0	0.0	0.0	OR8J3 47.75
ORAI2	1640.0	116.0	12.0	0.0	0.0	12.0	ORAI2 1640.0
ORC2	736.75	304.0	19.0	0.0	8.0	19.0	ORC2 736.75
ORC5	365.0	30.0	6.0	2.0	0.0	7.0	ORC5 365.0
ORC6	18576.25	83.0	6.0	0.0	2.0	6.0	ORC6 18576.25
ORMDL2	501.0	113.0	26.0	1.0	11.0	26.0	ORMDL2 501.0
ORMDL3	829.75	419.0	60.0	4.0	10.0	59.0	ORMDL3 829.75
OS9	1356.75	176.0	12.0	0.0	7.0	12.0	OS9 1356.75
OSBP	817.25	219.0	29.0	1.0	5.0	28.0	OSBP 817.25
OSBPL11	395.0	87.0	3.0	1.0	2.0	3.0	OSBPL11 395.0
OSBPL1A	176.75	4.0	0.0	0.0	0.0	0.0	OSBPL1A 176.75
OSBPL2	2606.0	84.0	4.0	0.0	1.0	4.0	OSBPL2 2606.0
OSBPL3	1745.0	956.0	54.0	0.0	0.0	54.0	OSBPL3 1745.0
OSBPL5	90.25	18.0	2.0	0.0	0.0	2.0	OSBPL5 90.25
OSBPL6	82.5	16.0	2.0	0.0	2.0	2.0	OSBPL6 82.5
OSBPL8	4134.0	348.0	14.0	0.0	2.0	14.0	OSBPL8 4134.0
OSBPL9	876.25	31.0	1.0	0.0	1.0	1.0	OSBPL9 876.25
OSER1	568.25	24.0	2.0	0.0	1.0	2.0	OSER1 568.25
OSGEP	1203.25	389.0	52.0	1.0	17.0	51.0	OSGEP 1203.25
OSGEPL1	297.25	270.0	16.0	2.0	10.0	16.0	OSGEPL1 297.25
OSGIN2	293.0	57.0	8.0	0.0	2.0	8.0	OSGIN2 293.0
OSMR	277.25	1.0	0.0	0.0	0.0	0.0	OSMR 277.25
OSR1	9.25	10.0	0.0	0.0	1.0	0.0	OSR1 9.25
OSTC	306.25	13.0	5.0	0.0	0.0	5.0	OSTC 306.25
OTOG	6.0	1.0	1.0	0.0	0.0	1.0	OTOG 6.0
OTUB1	1287.0	38.0	2.0	0.0	0.0	2.0	OTUB1 1287.0
OTUB2	203.25	356.0	49.0	0.0	6.0	49.0	OTUB2 203.25
OTUD3	1284.0	12.0	1.0	0.0	0.0	1.0	OTUD3 1284.0
OTUD4	5014.25	454.0	28.0	3.0	9.0	26.0	OTUD4 5014.25
OTUD6B	1478.0	276.0	21.0	0.0	2.0	21.0	OTUD6B 1478.0
OTUD7B	1803.25	167.0	21.0	2.0	0.0	21.0	OTUD7B 1803.25
OTULIN	3152.5	983.0	70.0	3.0	3.0	73.0	OTULIN 3152.5
OVCA2	0.75	2.0	1.0	0.0	0.0	1.0	OVCA2 0.75
OVCH1	0.75	1.0	0.0	0.0	0.0	0.0	OVCH1 0.75
OXA1L	1297.0	293.0	42.0	6.0	8.0	42.0	OXA1L 1297.0
OXR1	373.5	130.0	2.0	0.0	1.0	2.0	OXR1 373.5
OXSM	96.25	768.0	27.0	0.0	0.0	27.0	OXSM 96.25
OXSR1	2796.0	14.0	1.0	0.0	1.0	1.0	OXSR1 2796.0
OXT	1.5	22.0	2.0	1.0	0.0	2.0	OXT 1.5
OXTR	27.5	1.0	0.0	0.0	0.0	0.0	OXTR 27.5
P2RX3	5.5	78.0	12.0	4.0	4.0	14.0	P2RX3 5.5
P2RY1	28.75	4.0	0.0	0.0	0.0	0.0	P2RY1 28.75
P2RY14	38.5	197.0	23.0	0.0	0.0	23.0	P2RY14 38.5
P2RY6	46.5	2.0	0.0	0.0	0.0	0.0	P2RY6 46.5
P2RY8	2176.75	1068.0	95.0	13.0	11.0	99.0	P2RY8 2176.75
P4HA2	224.5	40.0	0.0	0.0	0.0	0.0	P4HA2 224.5
P4HB	2590.0	22.0	0.0	0.0	0.0	0.0	P4HB 2590.0
P4HTM	444.0	2.0	0.0	0.0	0.0	0.0	P4HTM 444.0
PABPC1	43780.75	1280.0	106.0	12.0	0.0	112.0	PABPC1 43780.75
PABPC4	4886.0	77.0	9.0	0.0	1.0	9.0	PABPC4 4886.0
PACRG	59.25	51.0	10.0	0.0	1.0	10.0	PACRG 59.25
PACRGL	289.75	105.0	4.0	0.0	0.0	4.0	PACRGL 289.75
PACSIN2	529.25	139.0	8.0	0.0	0.0	8.0	PACSIN2 529.25
PACSIN3	98.75	1.0	0.0	0.0	0.0	0.0	PACSIN3 98.75
PAFAH1B2	2652.5	245.0	18.0	0.0	1.0	18.0	PAFAH1B2 2652.5
PAFAH1B3	424.5	30.0	7.0	0.0	0.0	7.0	PAFAH1B3 424.5
PAFAH2	490.0	191.0	7.0	0.0	0.0	7.0	PAFAH2 490.0
PAG1	4945.5	80.0	16.0	0.0	0.0	16.0	PAG1 4945.5
PAGR1	217.0	24.0	7.0	0.0	0.0	7.0	PAGR1 217.0
PAIP1	165.75	72.0	19.0	1.0	7.0	18.0	PAIP1 165.75
PAIP2	1312.0	108.0	19.0	0.0	2.0	19.0	PAIP2 1312.0
PAIP2B	162.25	165.0	15.0	2.0	12.0	15.0	PAIP2B 162.25
PAK1	484.25	59.0	5.0	0.0	0.0	5.0	PAK1 484.25
PAK2	4912.0	71.0	7.0	0.0	0.0	7.0	PAK2 4912.0
PAK3	193.25	1.0	0.0	0.0	0.0	0.0	PAK3 193.25
PALD1	14.75	1.0	0.0	0.0	0.0	0.0	PALD1 14.75
PALLD	531.75	69.0	2.0	0.0	0.0	2.0	PALLD 531.75
PALM3	28.25	111.0	7.0	0.0	0.0	7.0	PALM3 28.25
PALMD	50.75	23.0	0.0	0.0	0.0	0.0	PALMD 50.75
PAM	444.0	685.0	21.0	0.0	5.0	21.0	PAM 444.0
PAN2	1301.0	232.0	15.0	0.0	7.0	15.0	PAN2 1301.0
PAN3	2699.75	226.0	19.0	3.0	9.0	20.0	PAN3 2699.75
PANK2	1431.75	50.0	6.0	0.0	0.0	6.0	PANK2 1431.75
PANK4	523.75	10.0	7.0	0.0	1.0	7.0	PANK4 523.75
PAPOLB	3.75	1.0	0.0	0.0	0.0	0.0	PAPOLB 3.75
PAPOLG	1470.25	16.0	2.0	0.0	0.0	2.0	PAPOLG 1470.25
PAPPA	51.0	2.0	0.0	0.0	0.0	0.0	PAPPA 51.0
PAPPA2	0.25	3.0	0.0	0.0	0.0	0.0	PAPPA2 0.25
PAQR3	300.5	31.0	4.0	0.0	3.0	4.0	PAQR3 300.5
PAQR6	118.75	24.0	3.0	0.0	0.0	3.0	PAQR6 118.75
PAQR7	333.5	17.0	1.0	0.0	0.0	1.0	PAQR7 333.5
PAQR8	1236.0	497.0	86.0	0.0	0.0	86.0	PAQR8 1236.0
PAQR9	4.5	1.0	0.0	0.0	0.0	0.0	PAQR9 4.5
PARK7	2969.25	102.0	16.0	0.0	0.0	16.0	PARK7 2969.25
PARL	375.5	42.0	5.0	0.0	3.0	5.0	PARL 375.5
PARN	1835.25	214.0	20.0	0.0	4.0	20.0	PARN 1835.25
PARP10	173.0	94.0	12.0	0.0	16.0	12.0	PARP10 173.0
PARP11	517.75	26.0	13.0	1.0	9.0	12.0	PARP11 517.75
PARP14	4311.5	15.0	1.0	0.0	0.0	1.0	PARP14 4311.5
PARP15	2800.0	32.0	2.0	0.0	0.0	2.0	PARP15 2800.0
PARP16	260.75	49.0	1.0	0.0	0.0	1.0	PARP16 260.75
PARP3	189.25	13.0	1.0	0.0	0.0	1.0	PARP3 189.25
PARP6	1706.0	129.0	1.0	0.0	0.0	1.0	PARP6 1706.0
PARP8	2541.0	127.0	35.0	0.0	0.0	35.0	PARP8 2541.0
PARS2	75.5	158.0	12.0	0.0	9.0	12.0	PARS2 75.5
PARVA	276.5	15.0	3.0	0.0	0.0	3.0	PARVA 276.5
PARVB	733.75	54.0	7.0	0.0	0.0	7.0	PARVB 733.75
PARVG	805.25	48.0	5.0	0.0	0.0	5.0	PARVG 805.25
PASK	2676.75	33.0	1.0	0.0	0.0	1.0	PASK 2676.75
PATE2	96.0	1.0	0.0	0.0	0.0	0.0	PATE2 96.0
PATE4	134.5	7.0	0.0	0.0	0.0	0.0	PATE4 134.5
PATL2	403.75	518.0	57.0	7.0	12.0	56.0	PATL2 403.75
PAX5	56.5	348.0	23.0	1.0	6.0	23.0	PAX5 56.5
PAX6	286.25	13.0	0.0	0.0	0.0	0.0	PAX6 286.25
PAX8	136.75	118.0	0.0	0.0	0.0	0.0	PAX8 136.75
PAXIP1	1378.5	41.0	11.0	0.0	4.0	11.0	PAXIP1 1378.5
PBLD	323.25	240.0	15.0	0.0	6.0	15.0	PBLD 323.25
PBXIP1	1215.5	65.0	13.0	0.0	9.0	13.0	PBXIP1 1215.5
PC	142.75	19.0	3.0	1.0	1.0	2.0	PC 142.75
PCBD2	553.0	37.0	2.0	0.0	3.0	2.0	PCBD2 553.0
PCBP1	13489.75	268.0	50.0	7.0	3.0	48.0	PCBP1 13489.75
PCBP2	12616.25	498.0	48.0	3.0	9.0	48.0	PCBP2 12616.25
PCBP3	186.0	48.0	2.0	0.0	0.0	2.0	PCBP3 186.0
PCBP4	137.75	14.0	0.0	0.0	1.0	0.0	PCBP4 137.75
PCCA	1801.75	359.0	37.0	1.0	1.0	37.0	PCCA 1801.75
PCCB	869.0	198.0	10.0	2.0	2.0	10.0	PCCB 869.0
PCDH1	7.0	54.0	5.0	0.0	0.0	5.0	PCDH1 7.0
PCDHA10	219.0	3.0	0.0	0.0	0.0	0.0	PCDHA10 219.0
PCDHA4	1054.25	17.0	0.0	0.0	0.0	0.0	PCDHA4 1054.25
PCDHA5	18.0	2.0	0.0	0.0	0.0	0.0	PCDHA5 18.0
PCDHA9	195.5	33.0	0.0	0.0	0.0	0.0	PCDHA9 195.5
PCDHB1	521.75	2.0	0.0	0.0	0.0	0.0	PCDHB1 521.75
