GeneName	Expression	enhancer_count	ATAC_count	H3K27ac_count	H3K4me3_count	RE_count	ATAC_ABC_count	ATAC_CHiCAGO_count	H3K27ac_ABC_count	H3K27ac_CHiCAGO_count	H3K4me3_ABC_count	H3K4me3_CHiCAGO_count	RE_ABC_count	RE_CHiCAGO_count
NMUR1	88.75	3.0	7.0	0.0	0.0	7.0	4.0	3.0	0.0	0.0	0.0	0.0	4.0	3.0
NNAT	10.75													
NNMT	23.0	9.0	7.0	0.0	0.0	7.0	4.0	3.0	0.0	0.0	0.0	0.0	4.0	3.0
NNT	1433.75	17.0	17.0	0.0	4.0	17.0	1.0	16.0	0.0	0.0	1.0	3.0	1.0	16.0
NOA1	779.25													
NOB1	1515.5	2.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
NOC2L	1235.75													
NOC2LP1	7.25													
NOC3L	489.5													
NOC4L	431.5													
NOCT	1318.5	8.0	14.0	2.0	4.0	14.0								
NOD1	150.25	24.0	42.0	0.0	6.0	42.0	9.0	33.0	0.0	0.0	1.0	5.0	9.0	33.0
NOD2	262.75	46.0	67.0	2.0	1.0	67.0	5.0	62.0	0.0	2.0	0.0	1.0	5.0	62.0
NODAL	22.25													
NOG	98.0	27.0	30.0	2.0	3.0	32.0	7.0	23.0	2.0	0.0	3.0	0.0	9.0	23.0
NOL10	1611.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOL11	1689.5	17.0	30.0	0.0	4.0	30.0	2.0	28.0	0.0	0.0	0.0	4.0	2.0	28.0
NOL12	735.75	4.0	8.0	2.0	3.0	6.0	4.0	4.0	2.0	0.0	3.0	0.0	2.0	4.0
NOL3	88.25	15.0	32.0	2.0	3.0	32.0	17.0	15.0	2.0	0.0	2.0	1.0	17.0	15.0
NOL4L	5779.25	19.0	13.0	0.0	2.0	13.0	4.0	9.0	0.0	0.0	2.0	0.0	4.0	9.0
NOL6	2303.75	1.0	3.0	0.0	2.0	3.0	3.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0
NOL7	4903.25	14.0	15.0	0.0	1.0	15.0	2.0	13.0	0.0	0.0	0.0	1.0	2.0	13.0
NOL8	2638.0	30.0	13.0	2.0	4.0	15.0								
NOL8P1	1.5													
NOL9	4444.25													
NOLC1	25635.25	5.0	11.0	2.0	3.0	11.0								
NOM1	2013.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NOMO1	2111.25													
NOMO2	2685.5	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
NOMO3	1130.25	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NONO	17321.0	5.0	18.0	0.0	2.0	18.0								
NONOP2	89.5													
NOP10	884.25	28.0	56.0	0.0	10.0	56.0	40.0	16.0	0.0	0.0	4.0	6.0	40.0	16.0
NOP14	2543.25													
NOP16	3710.5													
NOP2	665.5	8.0	17.0	0.0	2.0	17.0								
NOP53	3747.75													
NOP56	5275.75													
NOP56P1	35.5													
NOP56P3	13.25													
NOP58	3558.25	2.0	8.0	0.0	6.0	8.0	8.0	0.0	0.0	0.0	6.0	0.0	8.0	0.0
NOP9	1994.25													
NOS1	247.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NOS1AP	0.0	1.0	0.0	0.0	0.0	0.0								
NOS2P1	41.25													
NOS2P3	77.25													
NOS3	353.0	8.0	24.0	0.0	2.0	24.0	24.0	0.0	0.0	0.0	2.0	0.0	24.0	0.0
NOSIP	618.0	3.0	8.0	1.0	3.0	9.0								
NOSTRIN	79.75	6.0	11.0	0.0	0.0	11.0	8.0	3.0	0.0	0.0	0.0	0.0	8.0	3.0
NOTCH1	35.5	4.0	16.0	0.0	0.0	16.0	16.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
NOTCH2	3863.25													
NOTCH2NLA	1741.75													
NOTCH2NLB	0.0													
NOTCH2NLC	1197.25													
NOTCH3	69.25													
NOTCH4	217.5	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NOTO	90.75	1.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
NOTUM	2.5	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
NOVA1	1.0	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
NOVA2	38.25	1.0	4.0	0.0	2.0	4.0	4.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0
NOX1	12.0													
NOX4	93.75	14.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
NOX5	98.25													
NOXA1	47.25													
NOXO1	0.0													
NOXRED1	96.0													
NPAP1	153.5	2.0	6.0	0.0	3.0	6.0	6.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0
NPAP1P2	10.75													
NPAP1P3	57.75													
NPAS1	17.25													
NPAS2	1788.25	5.0	5.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
NPAS3	46.0	8.0	7.0	1.0	4.0	6.0	7.0	0.0	1.0	0.0	4.0	0.0	6.0	0.0
NPAT	4214.5	17.0	6.0	0.0	0.0	6.0								
NPB	40.75	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPC1	2817.25	34.0	34.0	6.0	1.0	37.0								
NPC1L1	17.25													
NPC2	105.75													
NPDC1	312.5	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
NPEPL1	693.5	2.0	8.0	1.0	2.0	7.0	8.0	0.0	1.0	0.0	2.0	0.0	7.0	0.0
NPEPPS	3371.5													
NPEPPSP1	161.5													
NPFFR1	511.25	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
NPFFR2	89.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPHP1	127.75													
NPHP3	1714.25	8.0	16.0	0.0	0.0	16.0								
NPHP3-ACAD11	16.0													
NPHP4	294.25													
NPHS1	45.25													
NPIPA1	3218.5	2.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
NPIPA3	12.75													
NPIPA5	16.5	1.0	2.0	1.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
NPIPA7	249.5													
NPIPA9	1042.75													
NPIPB10P	72.0													
NPIPB11	282.25	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
NPIPB12	16951.5													
NPIPB13	314.75	1.0	2.0	3.0	2.0	2.0	2.0	0.0	3.0	0.0	2.0	0.0	2.0	0.0
NPIPB14P	171.5													
NPIPB15	80.75													
NPIPB2	192.25													
NPIPB3	18023.0	1.0	5.0	3.0	2.0	2.0	5.0	0.0	3.0	0.0	2.0	0.0	2.0	0.0
NPIPB4	2816.0	2.0	10.0	4.0	2.0	7.0	10.0	0.0	4.0	0.0	2.0	0.0	7.0	0.0
NPIPB5	15891.0	4.0	15.0	5.0	3.0	12.0	15.0	0.0	5.0	0.0	3.0	0.0	12.0	0.0
NPIPB6	308.75	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
NPIPB8	0.75													
NPIPB9	827.75	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
NPIPP1	135.5													
NPL	106.0	9.0	12.0	1.0	4.0	11.0								
NPLOC4	3326.75													
NPM1	62835.25	1.0	0.0	0.0	0.0	0.0								
NPM1P10	2.75													
NPM1P12	7.75													
NPM1P14	1.5													
NPM1P18	13.0													
NPM1P19	15.5													
NPM1P21	7.0													
NPM1P22	3.5													
NPM1P23	2.5													
NPM1P24	7.25													
NPM1P25	17.5													
NPM1P26	82.75													
NPM1P27	21.0													
NPM1P29	21.25													
NPM1P31	2.0													
NPM1P32	8.25													
NPM1P33	45.0													
NPM1P34	4.25													
NPM1P35	4.75													
NPM1P37	18.75													
NPM1P38	2.25													
NPM1P39	12.25													
NPM1P4	2.75													
NPM1P40	24.0													
NPM1P41	2.25													
NPM1P42	2.5													
NPM1P43	6.25													
NPM1P46	9.0													
NPM1P47	1.75													
NPM1P48	3.5													
NPM1P49	5.25													
NPM1P5	19.25													
NPM1P50	3.75													
NPM1P51	2.25													
NPM1P6	6.75													
NPM1P8	7.5													
NPM1P9	10.0													
NPM2	5.75	4.0	10.0	0.0	1.0	10.0	10.0	0.0	0.0	0.0	1.0	0.0	10.0	0.0
NPM3	472.25	8.0	26.0	0.0	3.0	26.0	10.0	16.0	0.0	0.0	3.0	0.0	10.0	16.0
NPNT	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPPA	7.75	5.0	13.0	1.0	3.0	13.0	13.0	0.0	1.0	0.0	3.0	0.0	13.0	0.0
NPR1	3.0													
NPR2	92.25	8.0	8.0	0.0	0.0	8.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0	4.0
NPR3	7.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NPRL2	489.0	10.0	19.0	1.0	8.0	19.0	3.0	16.0	1.0	0.0	2.0	6.0	3.0	16.0
NPRL3	631.0													
NPTN	658.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NPTX1	183.5	5.0	13.0	1.0	1.0	12.0	13.0	0.0	1.0	0.0	1.0	0.0	12.0	0.0
NPTX2	1.5	7.0	0.0	0.0	0.0	0.0								
NPTXR	164.0	1.0	4.0	1.0	0.0	3.0	4.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0
NPW	4.25	2.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
NPY6R	36.5													
NQO1	278.0	3.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
NQO2	505.75	54.0	87.0	6.0	7.0	89.0	5.0	82.0	2.0	4.0	3.0	4.0	5.0	84.0
NR1D1	822.5	5.0	24.0	3.0	2.0	24.0	6.0	18.0	0.0	3.0	2.0	0.0	6.0	18.0
NR1D2	851.75													
NR1H2	743.0													
NR1H3	31.75	2.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
NR1H4	16.0													
NR1I2	4.75	1.0	4.0	0.0	1.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0
NR1I3	240.75	37.0	28.0	2.0	4.0	26.0	8.0	20.0	2.0	0.0	4.0	0.0	6.0	20.0
NR2C1	365.25	3.0	2.0	0.0	0.0	2.0								
NR2C2	2493.75	6.0	4.0	1.0	1.0	4.0								
NR2C2AP	582.0	1.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
NR2E1	99.75													
NR2E3	4.0	2.0	5.0	1.0	1.0	4.0	5.0	0.0	1.0	0.0	1.0	0.0	4.0	0.0
NR2F1	0.0													
NR2F6	153.5	3.0	9.0	2.0	1.0	8.0	9.0	0.0	2.0	0.0	1.0	0.0	8.0	0.0
NR3C1	1596.75	41.0	62.0	0.0	1.0	62.0								
NR3C2	449.5	1.0	5.0	1.0	1.0	3.0	5.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0
NR4A1	873.25	2.0	8.0	0.0	1.0	8.0	7.0	1.0	0.0	0.0	1.0	0.0	7.0	1.0
NR4A2	1676.5	49.0	78.0	19.0	14.0	84.0	3.0	75.0	2.0	17.0	2.0	12.0	3.0	81.0
NR4A3	608.5	30.0	15.0	2.0	5.0	15.0								
NR5A1	0.0													
NR5A2	359.0													
NR6A1	251.0	8.0	16.0	2.0	4.0	16.0								
NRADDP	14.0	4.0	9.0	0.0	1.0	9.0	9.0	0.0	0.0	0.0	1.0	0.0	9.0	0.0
NRARP	79.25	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
NRAS	2511.75	14.0	12.0	2.0	3.0	10.0								
NRBF2	568.25	2.0	4.0	0.0	0.0	4.0								
NRBF2P4	0.5													
NRBF2P5	33.0													
NRBP1	2942.0	11.0	14.0	0.0	6.0	14.0								
NRBP2	345.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
NRCAM	27.75	15.0	16.0	2.0	3.0	13.0	14.0	2.0	2.0	0.0	3.0	0.0	11.0	2.0
NRDC	5267.75	2.0	1.0	1.0	1.0	1.0								
NRDE2	2039.25	13.0	30.0	8.0	4.0	28.0	10.0	20.0	8.0	0.0	4.0	0.0	8.0	20.0
NREP	561.0	1.0	0.0	0.0	0.0	0.0								
NRF1	487.0	2.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
NRG1	3.5	3.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NRG3	26.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG4	114.5													
NRGN	16.5	7.0	11.0	0.0	2.0	11.0	8.0	3.0	0.0	0.0	1.0	1.0	8.0	3.0
NRIP1	1381.75	6.0	5.0	0.0	2.0	5.0	2.0	3.0	0.0	0.0	2.0	0.0	2.0	3.0
NRIP2	309.25													
NRIP3	228.75													
NRK	7.0	2.0	14.0	0.0	0.0	14.0	14.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
NRL	19.25	2.0	5.0	1.0	1.0	4.0	5.0	0.0	1.0	0.0	1.0	0.0	4.0	0.0
NRM	278.0	5.0	13.0	1.0	6.0	14.0	9.0	4.0	1.0	0.0	6.0	0.0	10.0	4.0
NRN1	16.75	4.0	6.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
NRN1L	19.0	8.0	18.0	0.0	0.0	18.0	8.0	10.0	0.0	0.0	0.0	0.0	8.0	10.0
NRP1	187.5	4.0	10.0	0.0	0.0	10.0	4.0	6.0	0.0	0.0	0.0	0.0	4.0	6.0
NRP2	293.75	7.0	5.0	1.0	0.0	5.0	1.0	4.0	1.0	0.0	0.0	0.0	1.0	4.0
NRROS	198.25	3.0	10.0	0.0	0.0	10.0	8.0	2.0	0.0	0.0	0.0	0.0	8.0	2.0
NRSN1	1874.75	2.0	2.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
NRSN2	71.75	8.0	10.0	0.0	0.0	10.0	3.0	7.0	0.0	0.0	0.0	0.0	3.0	7.0
NRXN1	93.0	8.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
NRXN2	5.75	2.0	4.0	0.0	0.0	4.0								
NRXN3	127.25	10.0	0.0	0.0	0.0	0.0								
NSA2	3951.5													
NSA2P1	5.75													
NSA2P2	1.25													
NSA2P3	3.25													
NSA2P5	15.25													
NSA2P6	23.0													
NSA2P7	9.0													
NSD1	3369.25													
NSD2	2143.25	1.0	4.0	1.0	1.0	3.0	4.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0
NSD3	5840.0													
NSDHL	262.5													
NSF	370.5													
NSFL1C	662.75													
NSFP1	281.0	2.0	6.0	2.0	1.0	6.0	6.0	0.0	2.0	0.0	1.0	0.0	6.0	0.0
NSG1	220.75													
NSL1	217.75													
NSMAF	754.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
NSMCE1	1461.5	97.0	172.0	10.0	19.0	171.0								
NSMCE2	554.75													
NSMCE3	559.25	3.0	0.0	0.0	0.0	0.0								
NSMCE4A	774.5													
NSMF	735.0	2.0	8.0	0.0	1.0	8.0	8.0	0.0	0.0	0.0	1.0	0.0	8.0	0.0
NSRP1	3544.0													
NSRP1P1	172.0													
NSUN2	1445.75													
NSUN3	436.0													
NSUN4	1426.5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NSUN5	722.5	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0
NSUN5P1	4294.5	4.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
NSUN5P2	1873.75	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
NSUN6	391.0	7.0	6.0	2.0	4.0	5.0								
NSUN7	1.5	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NT5C	486.0	1.0	2.0	1.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
NT5C1B	30.75													
NT5C2	927.5													
NT5C3A	262.25	32.0	20.0	0.0	5.0	20.0	2.0	18.0	0.0	0.0	0.0	5.0	2.0	18.0
NT5C3AP1	1.5													
NT5C3AP2	68.0													
NT5C3B	422.75													
NT5CP1	2.25													
NT5CP2	0.25													
NT5DC1	313.25	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
NT5DC2	129.0													
NT5DC3	1403.25													
NT5DC4	3.25	18.0	16.0	0.0	1.0	16.0								
NT5E	76.5	7.0	8.0	0.0	0.0	8.0	5.0	3.0	0.0	0.0	0.0	0.0	5.0	3.0
NT5M	26.75	2.0	8.0	0.0	2.0	8.0	8.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0
NTAN1	1361.25													
NTAN1P2	30.0													
NTHL1	100.25													
NTM	0.0	1.0	0.0	0.0	0.0	0.0								
NTMT1	238.5	3.0	6.0	0.0	0.0	6.0	3.0	3.0	0.0	0.0	0.0	0.0	3.0	3.0
NTN1	79.0	4.0	11.0	2.0	3.0	11.0	11.0	0.0	2.0	0.0	3.0	0.0	11.0	0.0
NTN3	2.75	1.0	5.0	1.0	2.0	4.0	5.0	0.0	1.0	0.0	2.0	0.0	4.0	0.0
NTN4	5.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NTN5	27.25	2.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
NTNG2	75.5													
NTPCR	344.5	4.0	17.0	0.0	6.0	17.0	2.0	15.0	0.0	0.0	0.0	6.0	2.0	15.0
NTRK1	40.0	18.0	16.0	0.0	1.0	16.0	2.0	14.0	0.0	0.0	0.0	1.0	2.0	14.0
NTRK2	44.75	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTRK3	158.25	2.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
NTSR1	7.0	4.0	14.0	2.0	0.0	14.0	10.0	4.0	2.0	0.0	0.0	0.0	10.0	4.0
NUAK2	313.75	7.0	23.0	4.0	2.0	24.0	15.0	8.0	4.0	0.0	2.0	0.0	16.0	8.0
NUB1	2138.0	2.0	6.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
NUBP1	848.75	1.0	3.0	0.0	0.0	3.0								
NUBP2	363.25													
NUBPL	919.5	7.0	25.0	3.0	12.0	22.0								
NUCB1	925.0	10.0	19.0	1.0	4.0	17.0	6.0	13.0	1.0	0.0	1.0	3.0	4.0	13.0
NUCB2	575.0	54.0	20.0	0.0	2.0	20.0	2.0	18.0	0.0	0.0	0.0	2.0	2.0	18.0
NUCKS1	3639.25													
NUDC	3448.25													
NUDCD1	565.5													
NUDCD2	975.0													
NUDCD3	1637.0													
NUDT1	410.75	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NUDT10	14.0	5.0	8.0	0.0	1.0	8.0	7.0	1.0	0.0	0.0	1.0	0.0	7.0	1.0
NUDT11	12.75	2.0	2.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
NUDT12	75.75													
NUDT13	230.5	3.0	3.0	0.0	0.0	3.0								
NUDT14	35.5	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NUDT15	873.75	1.0	0.0	0.0	0.0	0.0								
NUDT16	222.0	2.0	0.0	0.0	0.0	0.0								
NUDT16L1	314.25													
NUDT16P1	5.75	1.0	4.0	1.0	1.0	3.0	4.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0
NUDT17	90.75	4.0	9.0	0.0	0.0	9.0	4.0	5.0	0.0	0.0	0.0	0.0	4.0	5.0
NUDT18	27.0													
NUDT19	1465.75	3.0	9.0	0.0	1.0	9.0	9.0	0.0	0.0	0.0	1.0	0.0	9.0	0.0
NUDT19P4	7.25													
NUDT2	219.75	12.0	35.0	0.0	8.0	35.0								
NUDT21	1982.0													
NUDT22	383.75													
NUDT3	3823.25	4.0	5.0	0.0	1.0	5.0								
NUDT4	6197.75	57.0	66.0	0.0	0.0	66.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	66.0
NUDT5	431.0													
NUDT6	128.0													
NUDT7	35.5													
NUDT8	38.0													
NUDT9	324.5													
NUDT9P1	5.25	2.0	8.0	4.0	4.0	6.0	8.0	0.0	4.0	0.0	4.0	0.0	6.0	0.0
NUF2	82.25	2.0	1.0	0.0	0.0	1.0								
NUFIP1	664.25													
NUFIP2	6896.0	1.0	3.0	0.0	1.0	3.0								
NUGGC	412.75	4.0	12.0	0.0	0.0	12.0	12.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0
NUMA1	4719.0	55.0	46.0	0.0	1.0	46.0								
NUMB	3052.75	10.0	6.0	0.0	0.0	6.0								
NUMBL	670.25													
NUP107	1863.75	82.0	162.0	0.0	8.0	162.0	24.0	138.0	0.0	0.0	0.0	8.0	24.0	138.0
NUP133	517.5													
NUP153	4363.0	3.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
NUP155	2927.0													
NUP160	1941.75	3.0	9.0	0.0	0.0	9.0	5.0	4.0	0.0	0.0	0.0	0.0	5.0	4.0
NUP188	4784.25													
NUP205	1613.5	37.0	29.0	1.0	4.0	30.0								
NUP210	4497.75	3.0	5.0	0.0	4.0	5.0	5.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0
NUP210L	26.75	5.0	9.0	0.0	2.0	9.0	1.0	8.0	0.0	0.0	0.0	2.0	1.0	8.0
NUP210P3	1.5													
NUP214	10166.5													
NUP35	540.25	13.0	10.0	1.0	4.0	10.0								
NUP37	241.5													
NUP42	1082.0													
NUP43	1776.25	11.0	14.0	0.0	4.0	14.0	0.0	14.0	0.0	0.0	0.0	4.0	0.0	14.0
NUP50	7767.0	3.0	9.0	2.0	0.0	8.0	9.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0
NUP54	675.75													
NUP58	1736.25	5.0	4.0	0.0	1.0	4.0								
NUP62	2692.25													
NUP62CL	13.25													
NUP85	696.75	25.0	54.0	0.0	6.0	54.0	1.0	53.0	0.0	0.0	0.0	6.0	1.0	53.0
NUP88	1563.5													
NUP93	2463.75	16.0	13.0	0.0	0.0	13.0								
NUP98	6298.0	23.0	17.0	1.0	0.0	17.0								
NUPR1	505.25	3.0	8.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
NUPR2	0.75													
NUS1	1929.0													
NUS1P1	48.0													
NUSAP1	195.5													
NUTF2	1355.0	1.0	2.0	0.0	1.0	2.0								
NUTF2P5	0.0													
NUTF2P6	0.25													
NUTM1	12.5	12.0	7.0	1.0	4.0	8.0								
NUTM2A	87.0	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
NUTM2B	122.75	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
NUTM2D	282.0	1.0	4.0	1.0	1.0	4.0	4.0	0.0	1.0	0.0	1.0	0.0	4.0	0.0
NUTM2E	104.0													
NUTM2G	125.75	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NUTM2HP	31.5													
NVL	1099.75	12.0	16.0	2.0	3.0	16.0	2.0	14.0	0.0	2.0	0.0	3.0	2.0	14.0
NWD1	138.5													
NXF1	4206.75	18.0	20.0	4.0	6.0	19.0	2.0	18.0	1.0	3.0	1.0	5.0	2.0	17.0
NXF4	0.25													
NXN	134.5	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
NXNL1	6.5													
NXNL2	90.5	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
NXPE3	879.75	31.0	43.0	3.0	6.0	45.0	2.0	41.0	0.0	3.0	0.0	6.0	2.0	43.0
NXPE4	1.5													
NXPH3	32.5	4.0	8.0	0.0	1.0	8.0	5.0	3.0	0.0	0.0	1.0	0.0	5.0	3.0
NXPH4	4.75	3.0	13.0	0.0	0.0	13.0	13.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
NXT1	118.75													
NXT2	178.5	3.0	4.0	0.0	0.0	4.0								
NYAP1	3.25	2.0	3.0	0.0	2.0	3.0	3.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0
NYAP2	105.0	2.0	6.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
NYNRIN	3.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAF	129.75	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OARD1	774.75	22.0	20.0	0.0	0.0	20.0								
OAS1	908.25	2.0	9.0	0.0	0.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0
OAS2	2259.75	7.0	24.0	0.0	4.0	24.0	10.0	14.0	0.0	0.0	2.0	2.0	10.0	14.0
OAS3	2071.0	1.0	5.0	0.0	1.0	5.0	5.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0
OASL	147.5	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
OAT	402.0													
OAZ1	4439.75	3.0	14.0	0.0	2.0	14.0	14.0	0.0	0.0	0.0	2.0	0.0	14.0	0.0
OAZ2	1147.75													
OAZ3	107.25	11.0	5.0	0.0	0.0	5.0								
OBI1	484.0													
OBSCN	1424.25	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
OBSL1	87.0													
OCEL1	219.0													
OCIAD1	1443.75	2.0	12.0	0.0	2.0	12.0								
OCIAD2	345.75	1.0	4.0	0.0	0.0	4.0								
OCLN	775.25	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
OCM	42.5	1.0	4.0	1.0	0.0	4.0	4.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0
OCRL	240.25	1.0	3.0	1.0	0.0	3.0	3.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0
ODAPH	867.75													
ODC1	15027.75	12.0	20.0	0.0	2.0	20.0								
ODCP	383.75													
