GeneName	Expression	enhancer_count	ATAC_count	H3K27ac_count	H3K4me3_count	RE_count	ATAC_ABC_count	ATAC_CHiCAGO_count	H3K27ac_ABC_count	H3K27ac_CHiCAGO_count	H3K4me3_ABC_count	H3K4me3_CHiCAGO_count	RE_ABC_count	RE_CHiCAGO_count	GeneName_MeanExpression
MAD1L1	274.5	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	MAD1L1 274.5
MAD2L1BP	460.0	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	MAD2L1BP 460.0
MAD2L2	231.0	1.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	MAD2L2 231.0
MADCAM1	6.25	3.0	17.0	4.0	6.0	14.0	17.0	0.0	4.0	0.0	6.0	0.0	14.0	0.0	MADCAM1 6.25
MAEL	62.5	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	MAEL 62.5
MAFF	549.5	2.0	5.0	0.0	1.0	5.0	5.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	MAFF 549.5
MAFG	2923.5	2.0	6.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	MAFG 2923.5
MAGEA10	167.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MAGEA10 167.0
MAGEA8	12.5	2.0	5.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	MAGEA8 12.5
MAGEB10	106.5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MAGEB10 106.5
MAGED1	1215.25	1.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	MAGED1 1215.25
MAGEF1	202.25	7.0	6.0	0.0	1.0	6.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	6.0	MAGEF1 202.25
MAGEH1	321.5	3.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	MAGEH1 321.5
MAGI1	24.0	7.0	16.0	1.0	2.0	17.0	16.0	0.0	1.0	0.0	2.0	0.0	17.0	0.0	MAGI1 24.0
MAGI2	550.75	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MAGI2 550.75
MAGI3	116.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	MAGI3 116.0
MAGIX	162.25	4.0	21.0	0.0	1.0	21.0	21.0	0.0	0.0	0.0	1.0	0.0	21.0	0.0	MAGIX 162.25
MAGOH	318.25	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MAGOH 318.25
MAGOH2P	27.25	1.0	2.0	1.0	1.0	3.0	2.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	MAGOH2P 27.25
MAK16	1569.5	1.0	4.0	0.0	2.0	4.0	4.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	MAK16 1569.5
MAL	445.5	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	MAL 445.5
MAL2	3.0	3.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	MAL2 3.0
MALL	79.5	2.0	7.0	1.0	0.0	7.0	7.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	MALL 79.5
MALSU1	309.75	2.0	6.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	MALSU1 309.75
MALT1	701.75	5.0	13.0	0.0	0.0	13.0	1.0	12.0	0.0	0.0	0.0	0.0	1.0	12.0	MALT1 701.75
MAMDC2	1.25	2.0	7.0	2.0	2.0	6.0	7.0	0.0	2.0	0.0	2.0	0.0	6.0	0.0	MAMDC2 1.25
MAML2	3282.0	43.0	79.0	2.0	2.0	79.0	5.0	74.0	0.0	2.0	2.0	0.0	5.0	74.0	MAML2 3282.0
MAML3	140.75	31.0	48.0	2.0	8.0	48.0	12.0	36.0	2.0	0.0	6.0	2.0	12.0	36.0	MAML3 140.75
MAMLD1	164.75	2.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	MAMLD1 164.75
MAMSTR	18.0	3.0	9.0	0.0	3.0	9.0	9.0	0.0	0.0	0.0	3.0	0.0	9.0	0.0	MAMSTR 18.0
MAN1A1	711.75	3.0	3.0	0.0	2.0	3.0	3.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	MAN1A1 711.75
MAN1A2	2697.75	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	MAN1A2 2697.75
MAN1B1	601.75	36.0	44.0	0.0	20.0	44.0	8.0	36.0	0.0	0.0	0.0	20.0	8.0	36.0	MAN1B1 601.75
MAN1C1	1451.0	66.0	133.0	8.0	7.0	131.0	7.0	126.0	0.0	8.0	0.0	7.0	7.0	124.0	MAN1C1 1451.0
MAN2A1	1248.75	2.0	7.0	1.0	2.0	5.0	6.0	1.0	1.0	0.0	2.0	0.0	4.0	1.0	MAN2A1 1248.75
MAN2C1	1246.5	2.0	7.0	0.0	2.0	7.0	1.0	6.0	0.0	0.0	0.0	2.0	1.0	6.0	MAN2C1 1246.5
MANEA	330.75	2.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	MANEA 330.75
MANEAL	61.75	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MANEAL 61.75
MANSC1	1195.75	16.0	28.0	7.0	6.0	27.0	1.0	27.0	0.0	7.0	0.0	6.0	1.0	26.0	MANSC1 1195.75
MANSC4	3.5	5.0	12.0	2.0	2.0	9.0	12.0	0.0	2.0	0.0	2.0	0.0	9.0	0.0	MANSC4 3.5
MAOB	2.0	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	MAOB 2.0
MAP10	36.5	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	MAP10 36.5
MAP1B	183.0	4.0	7.0	0.0	1.0	7.0	7.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	MAP1B 183.0
MAP1LC3B	496.25	2.0	3.0	1.0	1.0	4.0	3.0	0.0	1.0	0.0	1.0	0.0	4.0	0.0	MAP1LC3B 496.25
MAP1LC3B2	52.75	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	MAP1LC3B2 52.75
MAP1LC3C	34.75	6.0	9.0	2.0	1.0	10.0	6.0	3.0	2.0	0.0	1.0	0.0	7.0	3.0	MAP1LC3C 34.75
MAP2	6.25	3.0	2.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	MAP2 6.25
MAP2K2	648.25	3.0	9.0	0.0	0.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	MAP2K2 648.25
MAP2K3	963.5	5.0	18.0	0.0	3.0	18.0	17.0	1.0	0.0	0.0	3.0	0.0	17.0	1.0	MAP2K3 963.5
MAP2K5	740.25	6.0	8.0	1.0	1.0	8.0	2.0	6.0	1.0	0.0	1.0	0.0	2.0	6.0	MAP2K5 740.25
MAP3K14	307.5	1.0	3.0	1.0	0.0	4.0	3.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	MAP3K14 307.5
MAP3K15	175.25	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	MAP3K15 175.25
MAP3K19	5.0	31.0	25.0	9.0	2.0	27.0	9.0	16.0	9.0	0.0	1.0	1.0	11.0	16.0	MAP3K19 5.0
MAP3K2	2701.5	14.0	15.0	0.0	6.0	15.0	1.0	14.0	0.0	0.0	0.0	6.0	1.0	14.0	MAP3K2 2701.5
MAP3K4	3630.0	4.0	7.0	0.0	0.0	7.0	3.0	4.0	0.0	0.0	0.0	0.0	3.0	4.0	MAP3K4 3630.0
MAP3K5	519.25	4.0	8.0	0.0	2.0	8.0	5.0	3.0	0.0	0.0	2.0	0.0	5.0	3.0	MAP3K5 519.25
MAP3K6	39.0	9.0	19.0	0.0	3.0	19.0	5.0	14.0	0.0	0.0	1.0	2.0	5.0	14.0	MAP3K6 39.0
MAP3K7CL	53.5	83.0	39.0	2.0	1.0	40.0	3.0	36.0	1.0	1.0	1.0	0.0	3.0	37.0	MAP3K7CL 53.5
MAP3K8	214.75	22.0	32.0	2.0	4.0	30.0	7.0	25.0	1.0	1.0	1.0	3.0	6.0	24.0	MAP3K8 214.75
MAP4	3179.25	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	MAP4 3179.25
MAP4K1	3835.5	1.0	4.0	1.0	2.0	4.0	4.0	0.0	1.0	0.0	2.0	0.0	4.0	0.0	MAP4K1 3835.5
MAP4K2	2104.5	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	MAP4K2 2104.5
MAP4K4	5347.0	65.0	111.0	1.0	8.0	111.0	12.0	99.0	0.0	1.0	4.0	4.0	12.0	99.0	MAP4K4 5347.0
MAP6D1	29.75	2.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	MAP6D1 29.75
MAP7	92.0	3.0	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	MAP7 92.0
MAP7D1	1497.25	4.0	17.0	3.0	9.0	17.0	17.0	0.0	3.0	0.0	9.0	0.0	17.0	0.0	MAP7D1 1497.25
MAPK1	5844.5	28.0	15.0	0.0	2.0	15.0	2.0	13.0	0.0	0.0	1.0	1.0	2.0	13.0	MAPK1 5844.5
MAPK11	123.0	2.0	10.0	0.0	2.0	10.0	10.0	0.0	0.0	0.0	2.0	0.0	10.0	0.0	MAPK11 123.0
MAPK12	146.25	3.0	8.0	0.0	2.0	8.0	8.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0	MAPK12 146.25
MAPK13	2397.75	6.0	19.0	2.0	2.0	19.0	15.0	4.0	2.0	0.0	1.0	1.0	15.0	4.0	MAPK13 2397.75
MAPK14	1523.25	11.0	27.0	1.0	1.0	27.0	5.0	22.0	1.0	0.0	0.0	1.0	5.0	22.0	MAPK14 1523.25
MAPK6	1864.5	25.0	26.0	2.0	3.0	26.0	3.0	23.0	0.0	2.0	0.0	3.0	3.0	23.0	MAPK6 1864.5
MAPK8IP1	15.75	3.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	MAPK8IP1 15.75
MAPK8IP2	110.5	2.0	7.0	0.0	2.0	7.0	7.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0	MAPK8IP2 110.5
MAPKAPK3	2110.25	8.0	15.0	1.0	3.0	16.0	3.0	12.0	0.0	1.0	1.0	2.0	3.0	13.0	MAPKAPK3 2110.25
MAPKBP1	694.0	14.0	34.0	0.0	0.0	34.0	1.0	33.0	0.0	0.0	0.0	0.0	1.0	33.0	MAPKBP1 694.0
MAPRE1	1697.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MAPRE1 1697.0
MAPRE2	3238.25	48.0	43.0	0.0	2.0	43.0	1.0	42.0	0.0	0.0	1.0	1.0	1.0	42.0	MAPRE2 3238.25
MARCKS	8.75	3.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	MARCKS 8.75
MARCKSL1	327.75	4.0	9.0	1.0	2.0	9.0	9.0	0.0	1.0	0.0	2.0	0.0	9.0	0.0	MARCKSL1 327.75
MARK4	345.75	2.0	6.0	0.0	2.0	6.0	6.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	MARK4 345.75
MARS2	1013.25	2.0	2.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	MARS2 1013.25
MARVELD3	474.0	2.0	4.0	1.0	1.0	3.0	4.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	MARVELD3 474.0
MAS1	79.5	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	MAS1 79.5
MASP1	61.25	1.0	5.0	0.0	4.0	5.0	5.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0	MASP1 61.25
MASP2	500.5	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	MASP2 500.5
MAST1	601.0	3.0	9.0	5.0	2.0	6.0	9.0	0.0	5.0	0.0	2.0	0.0	6.0	0.0	MAST1 601.0
MAST2	510.0	4.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	MAST2 510.0
MAST3	1923.5	4.0	17.0	0.0	1.0	17.0	10.0	7.0	0.0	0.0	0.0	1.0	10.0	7.0	MAST3 1923.5
MAST4	1317.5	9.0	20.0	0.0	0.0	20.0	2.0	18.0	0.0	0.0	0.0	0.0	2.0	18.0	MAST4 1317.5
MASTL	744.0	5.0	15.0	0.0	4.0	15.0	3.0	12.0	0.0	0.0	1.0	3.0	3.0	12.0	MASTL 744.0
MAT2A	7030.0	80.0	114.0	0.0	16.0	114.0	12.0	102.0	0.0	0.0	4.0	12.0	12.0	102.0	MAT2A 7030.0
MATN1	52.25	10.0	20.0	0.0	0.0	20.0	4.0	16.0	0.0	0.0	0.0	0.0	4.0	16.0	MATN1 52.25
MATN3	3.25	4.0	6.0	1.0	1.0	6.0	4.0	2.0	1.0	0.0	1.0	0.0	4.0	2.0	MATN3 3.25
MATN4	2.5	4.0	4.0	0.0	0.0	4.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	MATN4 2.5
MAX	11809.75	1.0	2.0	1.0	1.0	2.0	2.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	MAX 11809.75
MBD2	2246.75	8.0	13.0	1.0	3.0	13.0	3.0	10.0	0.0	1.0	1.0	2.0	3.0	10.0	MBD2 2246.75
MBD3	911.75	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	MBD3 911.75
MBNL2	686.0	34.0	28.0	0.0	0.0	28.0	11.0	17.0	0.0	0.0	0.0	0.0	11.0	17.0	MBNL2 686.0
MBNL3	530.0	4.0	8.0	0.0	3.0	8.0	8.0	0.0	0.0	0.0	3.0	0.0	8.0	0.0	MBNL3 530.0
MBOAT1	201.25	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	MBOAT1 201.25
MBOAT4	33.75	24.0	74.0	19.0	7.0	87.0	7.0	67.0	1.0	18.0	1.0	6.0	6.0	81.0	MBOAT4 33.75
MBP	2289.5	25.0	57.0	5.0	0.0	62.0	15.0	42.0	2.0	3.0	0.0	0.0	17.0	45.0	MBP 2289.5
MC2R	145.75	4.0	4.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	MC2R 145.75
MCAM	76.75	6.0	21.0	1.0	2.0	21.0	21.0	0.0	1.0	0.0	2.0	0.0	21.0	0.0	MCAM 76.75
MCAT	99.0	1.0	4.0	0.0	1.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	MCAT 99.0
MCC	178.75	3.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	MCC 178.75
MCF2	5.25	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MCF2 5.25
MCF2L	842.25	2.0	4.0	0.0	1.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	MCF2L 842.25
MCF2L2	610.0	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	MCF2L2 610.0
MCFD2	1306.5	2.0	6.0	0.0	1.0	6.0	2.0	4.0	0.0	0.0	0.0	1.0	2.0	4.0	MCFD2 1306.5
MCHR1	9.5	2.0	6.0	1.0	0.0	7.0	6.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	MCHR1 9.5
MCHR2	16.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MCHR2 16.5
MCL1	5294.75	15.0	55.0	9.0	10.0	51.0	3.0	52.0	0.0	9.0	3.0	7.0	3.0	48.0	MCL1 5294.75
MCM10	1628.25	13.0	9.0	0.0	3.0	9.0	0.0	9.0	0.0	0.0	0.0	3.0	0.0	9.0	MCM10 1628.25
MCM3	1838.75	84.0	110.0	1.0	4.0	111.0	3.0	107.0	0.0	1.0	0.0	4.0	3.0	108.0	MCM3 1838.75
MCM5	2370.25	1.0	1.0	2.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	MCM5 2370.25
MCM7	3086.0	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	MCM7 3086.0
MCM9	730.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	MCM9 730.0
MCMDC2	306.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MCMDC2 306.0
MCOLN1	222.0	1.0	4.0	0.0	2.0	4.0	4.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	MCOLN1 222.0
MCOLN2	543.0	4.0	5.0	0.0	1.0	5.0	5.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	MCOLN2 543.0
MCOLN3	156.25	4.0	7.0	0.0	1.0	7.0	7.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	MCOLN3 156.25
MCPH1	967.0	16.0	28.0	8.0	12.0	28.0	28.0	0.0	8.0	0.0	12.0	0.0	28.0	0.0	MCPH1 967.0
MCTP2	555.75	3.0	3.0	0.0	2.0	3.0	3.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	MCTP2 555.75
MCU	313.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	MCU 313.0
MDFIC	1782.75	4.0	13.0	0.0	1.0	13.0	13.0	0.0	0.0	0.0	1.0	0.0	13.0	0.0	MDFIC 1782.75
MDGA1	159.25	3.0	9.0	0.0	3.0	9.0	9.0	0.0	0.0	0.0	3.0	0.0	9.0	0.0	MDGA1 159.25
MDH2	1739.75	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	MDH2 1739.75
MDK	48.75	7.0	15.0	0.0	1.0	15.0	15.0	0.0	0.0	0.0	1.0	0.0	15.0	0.0	MDK 48.75
MDM1	256.75	13.0	21.0	1.0	3.0	21.0	3.0	18.0	0.0	1.0	0.0	3.0	3.0	18.0	MDM1 256.75
MDM4	12145.75	24.0	46.0	4.0	5.0	39.0	9.0	37.0	2.0	2.0	3.0	2.0	6.0	33.0	MDM4 12145.75
MDN1	6823.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	MDN1 6823.0
ME1	3.75	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ME1 3.75
ME3	104.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ME3 104.0
MEAF6	1027.75	30.0	47.0	4.0	17.0	51.0	18.0	29.0	3.0	1.0	12.0	5.0	21.0	30.0	MEAF6 1027.75
MECOM	193.75	4.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	MECOM 193.75
MECP2	1489.5	35.0	62.0	0.0	2.0	62.0	0.0	62.0	0.0	0.0	1.0	1.0	0.0	62.0	MECP2 1489.5
MED11	249.75	6.0	7.0	0.0	2.0	7.0	1.0	6.0	0.0	0.0	1.0	1.0	1.0	6.0	MED11 249.75
MED12L	443.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	MED12L 443.0
MED13	20846.5	2.0	2.0	1.0	1.0	3.0	2.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	MED13 20846.5
MED14	2382.0	6.0	8.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	MED14 2382.0
MED15	4042.5	29.0	58.0	4.0	2.0	60.0	5.0	53.0	0.0	4.0	0.0	2.0	5.0	55.0	MED15 4042.5
MED16	473.0	5.0	15.0	6.0	0.0	12.0	3.0	12.0	0.0	6.0	0.0	0.0	3.0	9.0	MED16 473.0
MED18	640.0	1.0	5.0	1.0	0.0	5.0	5.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	MED18 640.0
MED22	1581.75	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MED22 1581.75
MED27	483.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	MED27 483.0
MED30	289.25	5.0	6.0	2.0	5.0	6.0	3.0	3.0	2.0	0.0	2.0	3.0	3.0	3.0	MED30 289.25
MED6	1219.0	6.0	6.0	2.0	1.0	6.0	3.0	3.0	2.0	0.0	0.0	1.0	3.0	3.0	MED6 1219.0
MEF2A	1370.5	5.0	22.0	0.0	1.0	22.0	2.0	20.0	0.0	0.0	1.0	0.0	2.0	20.0	MEF2A 1370.5
MEF2B	36.75	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	MEF2B 36.75
MEF2D	5105.75	26.0	31.0	8.0	10.0	32.0	3.0	28.0	3.0	5.0	2.0	8.0	4.0	28.0	MEF2D 5105.75
MEGF11	126.25	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	MEGF11 126.25
MEGF9	545.75	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	MEGF9 545.75
MEI1	422.0	4.0	9.0	0.0	0.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	MEI1 422.0
MEI4	1.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MEI4 1.5
MEIKIN	3.0	3.0	4.0	2.0	0.0	6.0	4.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	MEIKIN 3.0
MEIOB	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	MEIOB 2.0
MEIOC	376.5	1.0	2.0	1.0	2.0	1.0	2.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	MEIOC 376.5
MEIS1	2.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MEIS1 2.25
MEIS3	20.0	5.0	13.0	0.0	0.0	13.0	6.0	7.0	0.0	0.0	0.0	0.0	6.0	7.0	MEIS3 20.0
MELK	110.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MELK 110.25
MELTF	20.0	3.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	MELTF 20.0
MEP1B	1.75	3.0	9.0	1.0	1.0	9.0	9.0	0.0	1.0	0.0	1.0	0.0	9.0	0.0	MEP1B 1.75
MERTK	22.25	6.0	8.0	0.0	0.0	8.0	3.0	5.0	0.0	0.0	0.0	0.0	3.0	5.0	MERTK 22.25
MESP2	8.75	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	MESP2 8.75
METRN	143.75	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	METRN 143.75
METRNL	99.0	11.0	5.0	0.0	0.0	5.0	2.0	3.0	0.0	0.0	0.0	0.0	2.0	3.0	METRNL 99.0
METTL21C	1.5	2.0	4.0	3.0	0.0	5.0	4.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	METTL21C 1.5
METTL2A	980.5	1.0	4.0	0.0	1.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	METTL2A 980.5
METTL2B	2637.25	2.0	4.0	1.0	3.0	3.0	4.0	0.0	1.0	0.0	3.0	0.0	3.0	0.0	METTL2B 2637.25
METTL5	882.25	11.0	6.0	0.0	2.0	6.0	2.0	4.0	0.0	0.0	1.0	1.0	2.0	4.0	METTL5 882.25
METTL9	976.5	27.0	88.0	16.0	17.0	68.0	52.0	36.0	16.0	0.0	16.0	1.0	32.0	36.0	METTL9 976.5
MEX3A	21.0	6.0	7.0	0.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	MEX3A 21.0
MFAP2	8.0	4.0	10.0	3.0	1.0	6.0	10.0	0.0	3.0	0.0	1.0	0.0	6.0	0.0	MFAP2 8.0
MFAP4	5.75	2.0	5.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	MFAP4 5.75
MFAP5	145.5	10.0	19.0	0.0	1.0	19.0	9.0	10.0	0.0	0.0	1.0	0.0	9.0	10.0	MFAP5 145.5
MFGE8	779.5	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	MFGE8 779.5
MFHAS1	1576.25	6.0	20.0	0.0	1.0	20.0	20.0	0.0	0.0	0.0	1.0	0.0	20.0	0.0	MFHAS1 1576.25
MFN2	8619.25	2.0	9.0	0.0	3.0	9.0	9.0	0.0	0.0	0.0	3.0	0.0	9.0	0.0	MFN2 8619.25
MFNG	1100.75	1.0	2.0	3.0	1.0	2.0	2.0	0.0	3.0	0.0	1.0	0.0	2.0	0.0	MFNG 1100.75
MFSD10	352.75	1.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	MFSD10 352.75
MFSD12	906.75	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	MFSD12 906.75
MFSD13B	48.75	5.0	14.0	4.0	5.0	11.0	14.0	0.0	4.0	0.0	5.0	0.0	11.0	0.0	MFSD13B 48.75
MFSD14A	492.25	1.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	MFSD14A 492.25
MFSD4A	307.0	1.0	5.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	MFSD4A 307.0
MGA	3861.25	4.0	3.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	MGA 3861.25
MGARP	1.25	6.0	13.0	2.0	2.0	13.0	12.0	1.0	2.0	0.0	2.0	0.0	12.0	1.0	MGARP 1.25
MGAT4B	335.75	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	MGAT4B 335.75
MGAT4C	897.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	MGAT4C 897.0
MGAT4EP	49.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	MGAT4EP 49.0
