ATAC_count	Gene_Name	Mean_Gene_Expression
1	CABP7	35.75
1	CACNA1G	19.5
1	CACNA1H	52.0
1	CAMKV	15.0
1	CANT1	425.25
1	CAPN14	15.25
1	CBR1	304.75
1	CCDC71L	197.75
1	CCNF	235.25
1	CCSER2	4883.5
1	CD59	614.0
1	CD70	9.5
1	CD99L2	213.0
1	CDC42	6510.0
1	CDC42EP4	6.75
1	CDH15	38.5
1	CDH23	221.75
1	CDK5RAP2	1464.25
1	CDYL	807.5
1	CDYL2	479.5
1	CELSR2	152.0
1	CEP112	1104.0
1	CEP170P1	33.5
1	CEP295	1469.25
1	CEP97	1368.0
1	CERK	1655.25
1	CFAP69	713.75
1	CFAP74	506.25
1	CHGB	378.5
1	CHRAC1	3697.75
1	CHRD	62.0
1	CHRND	12.75
1	CKB	25.0
1	CLCC1	2807.0
1	CLDN11	187.5
1	CLDN16	52.5
1	CLEC16A	1374.0
1	CLEC18B	2.0
1	CLRN1	3.75
1	CMPK1	489.75
1	CNKSR1	66.5
1	CNKSR2	1563.25
1	CNOT11	1210.75
1	CNR2	550.5
1	COL16A1	4.25
1	COL5A3	20.25
1	COL9A1	219.5
1	COMMD4	481.75
1	COMMD5	356.75
1	COMP	108.75
1	COPS6	693.5
1	COX10	482.25
1	COX6B2	596.75
1	CPB1	17.5
1	CPNE5	8.5
1	CRELD2	436.5
1	CSF2RA	521.0
1	CSRNP1	1050.0
1	CTSE	2.75
1	CTSL	154.0
1	CTSV	151.5
1	CUX2	3.75
1	CXADR	81.75
1	CXADRP3	1.0
1	CXCL16	482.0
1	CXCR2	52.25
1	CYB5R4	848.5
1	CYP24A1	3.75
1	CYP2A7	2.0
1	CYP2F1	20.25
1	DAAM1	802.75
1	DAB2IP	2.0
1	DAGLB	788.0
1	DALRD3	627.0
1	DBIL5P2	31.5
1	DCAF10	2345.0
1	DCAF6	353.25
1	DDX11L1	5.5
1	DDX4	7.0
1	DENND1C	3908.5
1	DEXI	403.5
1	DGAT1	1197.75
1	DIAPH2	473.5
1	DISP2	587.5
1	DLX4	7.0
1	DMAP1	631.0
1	DNAAF5	669.75
1	DNMT1	4462.0
1	DVL1	270.75
1	E2F7	53.0
1	EDEM2	198.0
1	EFCAB1	3.5
1	EIF2AK2	1374.0
1	EIF2S2	1607.0
1	EIF4EBP2	3062.25
1	EIF4H	10533.0
1	EMCN	87.75
1	ENOSF1	2624.5
1	ENOX1	2.75
1	ENPP5	27.0
1	ENTPD3	10.5
1	EPB41L4A	1018.25
1	EPS15	2510.75
1	EPX	3.75
1	ERICH5	2.0
1	ERVMER34-1	46.25
1	ETV7	44.5
1	EVA1C	110.0
1	EVC	89.25
1	EVC2	36.0
1	EXOC1	430.5
1	EXT2	562.25
1	FA2H	24.0
1	FAAH	36.5
1	FADS1	1092.5
1	FADS6	71.5
1	FAM122B	653.5
1	FAM122C	1704.0
1	FAM135A	561.5
1	FAM221A	1710.25
1	FAM83F	663.75
1	FAM8A1	306.5
1	FAM91A1	2348.5
1	FASTK	418.5
1	FBXL12	427.75
1	FBXO40	102.5
1	FCHO1	450.75
1	FERMT1	5.5
1	FGF19	2.5
1	FGFRL1	1366.0
1	FLT1	1212.5
1	FMN2	9.75
1	FMNL2	140.75
1	FNBP1L	163.25
1	FTH1	3313.5
1	FUT11	748.0
1	FZR1	490.5
1	GAL	5.0
1	GAL3ST1	11.5
1	GAMT	156.25
1	GET4	723.5
1	GFER	86.75
1	GGNBP2	2462.75
1	GGT1	304.25
1	GIPC2	2.0
1	GJA1	12.0
1	GLTP	1382.75
1	GLUD2	26.0
1	GNAZ	27.75
1	GNGT1	49.25
1	GNPTAB	3141.25
1	GOLGA6D	2.25
1	GOLM1	374.25
1	GPC1	41.0
1	GPC3	10.25
1	GPR160	160.5
1	GPR161	208.5
1	GPR63	99.0
1	GPRC5C	52.5
1	GRAMD1B	1056.5
1	GRHL2	20.0
1	GRID2IP	4.5
1	GRM2	117.25
1	GRM4	14.5
1	GTF2IRD2B	948.75
1	GTPBP3	618.0
1	H6PD	1287.5
1	HACD4	755.25
1	HAUS2	751.5
1	HCN3	23.25
1	HDAC10	224.25
1	HELZ	3678.5
1	HERC6	621.25
1	HHLA2	497.0
1	HIP1	288.25
1	HLA-C	15653.5
1	HMGB3	163.5
1	HMOX1	64.75
1	HOMER3	247.5
1	HOXB13	126.0
1	HS3ST1	86.75
1	HUNK	222.0
1	HYAL2	170.25
1	IFI27L2	78.75
1	IGF2BP1	75.5
1	IGLON5	4.5
1	IL11	197.75
1	IL13RA1	55.0
1	IL17RD	214.0
1	IL17RE	101.0
1	IL18	73.25
1	INTS5	175.5
1	IPP	380.5
1	ITCH	1912.5
1	ITPRIPL2	340.0
1	JDP2	40.25
1	JRK	984.25
1	KCNG3	12.75
1	KCNJ2	24.0
1	KCNK2	17.25
1	KCNQ3	66.0
1	KCNV2	10.0
1	KDM5C	4458.75
1	KDM6A	1204.75
1	KHDRBS1	5001.0
1	KHDRBS3	17.25
1	KIAA1586	189.5
1	KIF1A	119.0
1	KIRREL3	155.75
1	KLF10	407.0
1	KLHDC4	2207.75
1	KLHL11	898.75
1	KLHL2	786.5
1	KLHL33	211.25
1	KLHL35	300.75
1	KLHL36	1540.0
1	KMT5C	255.75
1	KNSTRN	330.25
1	KRI1	2673.5
1	KRT2	7.25
1	KRTAP5-11	11.5
1	KYNU	1285.25
1	L1TD1	58.75
1	LAIR2	100.25
1	LAMA5	41.0
1	LAMC1	11.5
1	LAMC2	62.25
1	LAPTM4B	517.0
1	LCA5L	176.75
