GeneName	SRX5797708	SRX5797709	SRX5797712	SRX5797713	SRX5797716	SRX5797717	SRR4290846	SRR4290852	SRR4290853	SRR4290854
NSMAF	294	790	524	546	2	771	547	631	1051	787
NSMCE1	11573	14195	7414	6238	4380	7199	1089	1361	1515	1881
NSMCE2	849	954	530	658	79	658	473	459	603	684
NSMCE3	237	449	237	417	5	245	887	630	472	248
NSMCE4A	300	250	375	136	19	120	675	639	937	847
NSMF	0	32	2	4	10	4	670	269	979	1022
NSRP1	2761	4256	2370	2488	1271	2744	2890	2709	4279	4298
NSRP1P1	34	43	17	46	193	39	194	163	157	174
NSUN2	141	520	264	300	482	365	813	912	1967	2091
NSUN3	321	739	246	459	14	486	371	383	400	590
NSUN4	988	2220	2207	2016	1901	1843	1461	1160	1540	1545
NSUN5	1060	1152	421	592	1157	886	608	456	874	952
NSUN5P1	27	997	760	617	82	549	5181	6959	1959	3079
NSUN5P2	141	558	443	267	506	391	2026	2416	1738	1315
NSUN6	690	767	430	734	432	620	416	385	394	369
NSUN7	7	4	0	0	0	4	4	0	0	2
NT5C	17	160	12	65	12	65	135	243	759	807
NT5C1B	0	11	0	0	0	16	56	54	4	9
NT5C2	3528	5826	2596	3000	4692	4040	947	878	819	1066
NT5C3A	311	539	381	360	3	602	260	268	189	332
NT5C3AP1	9	14	6	5	0	8	0	0	0	6
NT5C3AP2	0	287	219	96	0	124	136	115	8	13
NT5C3B	185	253	276	200	73	240	322	210	652	507
NT5CP1	0	72	18	38	0	63	1	6	1	1
NT5CP2	0	5	3	12	0	11	0	1	0	0
NT5DC1	2669	1366	90	1190	669	1453	261	342	301	349
NT5DC2	117	145	138	17	0	24	7	23	197	289
NT5DC3	997	884	512	598	130	768	906	690	1651	2366
NT5DC4	242	1	0	0	0	0	0	0	10	3
NT5E	262	1077	378	208	143	200	73	50	55	128
NT5M	0	12	20	10	2	9	25	17	44	21
NTAN1	521	827	755	498	536	551	1465	1238	1304	1438
NTAN1P2	89	65	2	39	0	21	39	13	22	46
NTHL1	157	73	29	40	1	107	64	14	244	79
NTM	0	61	268	65	418	0	0	0	0	0
NTMT1	1589	1205	638	805	1274	1097	115	132	372	335
NTN1	0	2	0	0	0	1	78	150	32	56
NTN3	0	0	0	0	0	0	0	0	11	0
NTN4	0	0	0	0	0	0	13	2	4	1
NTN5	1	9	4	5	1	3	28	41	14	26
NTNG2	1	9	3	7	28	6	67	119	23	93
NTPCR	3921	3229	1085	2432	1359	2720	201	214	547	416
NTRK1	1	7	14	1	0	6	33	13	9	105
NTRK2	12	31	0	16	1	0	12	2	73	92
NTRK3	28	140	66	82	36	79	113	151	160	209
NTSR1	0	0	0	0	0	0	9	18	0	1
NUAK2	127	350	409	288	89	238	463	484	115	193
NUB1	2948	4050	1323	2528	147	2465	2600	2451	2020	1481
NUBP1	180	536	173	272	242	388	307	337	1497	1254
NUBP2	287	417	225	307	16	373	306	299	429	419
NUBPL	88	689	369	389	243	464	897	894	974	913
NUCB1	5612	5554	2620	3273	815	3434	884	1295	783	738
NUCB2	2928	5569	2206	3427	1497	2922	770	678	373	479
NUCKS1	10680	9991	5304	8295	2375	6460	2499	2273	6356	3429
NUDC	1237	1347	1079	740	461	927	1158	877	6838	4920
NUDCD1	385	1014	525	655	825	756	170	210	941	941
NUDCD2	1343	2999	2357	1768	648	2306	299	641	1723	1237
NUDCD3	2325	3234	1368	1867	2916	2927	1912	1625	1183	1828
NUDT1	261	264	62	175	6	207	180	192	784	487
NUDT10	0	0	0	0	0	0	22	19	9	6
NUDT11	0	0	0	0	0	0	8	4	28	11
NUDT12	0	85	33	68	2	43	35	13	161	94
NUDT13	143	86	22	74	0	42	145	172	244	361
NUDT14	656	620	164	276	242	215	18	41	22	61
NUDT15	78	582	151	303	541	463	778	802	828	1087
NUDT16	1062	924	521	370	28	617	259	285	183	161
NUDT16L1	99	125	324	84	291	90	369	290	296	302
NUDT16P1	520	259	21	140	1	36	5	11	3	4
NUDT17	0	97	58	57	0	54	90	64	93	116
NUDT18	1	58	132	71	1	34	27	41	29	11
NUDT19	4109	4242	3636	3084	1274	2068	847	855	2255	1906
NUDT19P4	0	0	0	0	0	0	3	1	23	2
NUDT2	570	880	674	530	1138	470	83	64	509	223
NUDT21	1306	1889	1494	1321	620	1084	1150	1122	3559	2097
NUDT22	477	830	536	587	651	622	368	281	533	353
NUDT3	6509	6348	2365	3691	1573	3631	2778	2380	6203	3932
NUDT4	2088	2710	1809	1557	463	1989	4453	4309	8514	7515
NUDT5	2523	3112	1524	1803	1621	2012	166	162	826	570
NUDT6	1086	255	233	189	6	332	87	96	109	220
NUDT7	937	1247	262	769	24	1222	46	25	28	43
NUDT8	0	10	10	4	1	4	5	1	99	47
NUDT9	928	985	474	624	927	728	222	259	412	405
NUDT9P1	0	0	0	0	1	1	11	8	2	0
NUF2	7	114	4	16	1	12	13	22	231	63
NUFIP1	384	510	113	237	96	280	288	133	1147	1089
NUFIP2	2177	4327	1120	1958	360	3083	4772	4851	9925	8036
NUGGC	304	331	577	293	155	196	402	452	347	450
NUMA1	1054	3804	1262	1544	1464	2131	4630	4555	5893	3798
NUMB	1281	3031	1188	1374	1162	2250	2710	2890	3275	3336
NUMBL	13	39	37	31	8	39	460	368	961	892
NUP107	1997	3440	1932	1856	942	1888	948	1051	3204	2252
NUP133	705	687	672	466	341	478	421	380	574	695
NUP153	930	1489	712	798	152	926	1789	1541	7642	6480
NUP155	1328	1790	811	1407	1976	1373	1233	1199	5718	3558
NUP160	2005	1631	1038	1314	180	1503	1303	1384	2535	2545
NUP188	583	2184	1225	1324	448	2256	2013	1950	8120	7054
NUP205	19	944	384	477	21	640	1008	1091	2441	1914
NUP210	778	1923	886	1072	49	1107	4134	4821	4660	4376
NUP210L	74	54	5	45	3	23	19	33	21	34
NUP210P3	0	1	4	3	0	0	4	0	1	1
NUP214	1937	1964	1014	1070	1044	889	5618	4806	15486	14756
NUP35	901	676	132	619	6	371	229	275	796	861
NUP37	971	892	192	668	348	667	164	156	410	236
NUP42	485	2343	954	1449	168	1438	1119	1120	1077	1012
NUP43	962	1924	1264	929	420	891	887	1280	2346	2592
NUP50	1618	3385	1369	2012	953	1992	5427	5194	11196	9251
NUP54	1095	1152	656	828	516	1022	708	420	694	881
NUP58	639	1245	407	830	1108	1485	737	607	3210	2391
NUP62	4647	6858	1633	3027	940	4181	599	663	5081	4426
NUP62CL	0	47	2	5	0	45	15	21	7	10
NUP85	38	1508	741	583	527	856	350	473	1063	901
NUP88	1056	2176	1037	1233	240	1311	908	930	2274	2142
NUP93	2630	2377	1742	1183	2674	1130	868	744	5019	3224
NUP98	1545	1361	775	733	1982	842	4252	3205	8688	9047
NUPR1	407	740	444	478	445	555	462	493	485	581
NUPR2	0	17	5	9	0	6	0	0	2	1
NUS1	63	559	138	370	76	423	529	468	3220	3499
NUS1P1	0	0	0	0	0	0	25	0	96	71
NUSAP1	103	259	117	109	125	83	175	171	277	159
NUTF2	5332	10005	2543	5122	628	4863	365	283	2661	2111
NUTF2P5	0	0	19	0	0	0	0	0	0	0
NUTF2P6	1	0	10	3	0	0	0	1	0	0
NUTM1	0	0	0	5	0	8	0	0	20	30
NUTM2A	0	9	1	0	0	0	110	107	23	108
NUTM2B	3	0	0	0	0	4	189	152	62	88
NUTM2D	0	30	67	22	4	7	179	239	276	434
NUTM2E	0	0	0	0	0	0	135	130	59	92
NUTM2G	0	12	1	1	0	7	131	132	88	152
NUTM2HP	0	0	0	0	0	0	22	43	20	41
NVL	2514	1505	757	792	370	991	722	797	1441	1439
NWD1	41	92	61	65	70	47	141	122	124	167
NXF1	4245	12732	4089	7588	2340	10354	3909	3475	4603	4840
NXF4	0	14	0	0	0	0	0	1	0	0
NXN	58	184	124	103	98	98	150	121	133	134
NXNL1	0	2	0	3	0	1	2	3	1	20
NXNL2	31	105	91	112	30	76	125	101	50	86
NXPE3	2801	1379	349	473	550	872	972	1066	590	891
NXPE4	0	8	0	0	0	0	2	4	0	0
NXPH3	0	10	0	0	0	0	3	63	37	27
NXPH4	2	0	0	0	0	0	16	0	1	2
NXT1	240	680	204	257	151	453	55	22	232	166
NXT2	775	1007	313	418	2	495	93	68	363	190
NYAP1	0	0	0	0	0	0	0	13	0	0
NYAP2	17	68	28	30	15	37	121	84	95	120
NYNRIN	0	0	0	33	0	7	0	6	0	8
OAF	69	74	76	60	13	89	114	96	145	164
OARD1	1030	1773	543	1278	1090	1156	756	598	1138	607
OAS1	1024	1266	642	1068	42	676	647	945	413	1628
OAS2	1004	1315	594	1181	2677	1534	1697	1650	1746	3946
OAS3	430	792	414	575	145	523	2136	2390	1006	2752
OASL	557	433	168	258	6	177	19	210	121	240
OAT	1209	2262	1544	987	643	1129	354	213	545	496
OAZ1	13674	19513	8856	9733	7245	11132	1027	1558	9023	6151
OAZ2	5761	7589	4766	4993	612	3916	2159	855	770	807
OAZ3	206	322	83	126	23	319	112	145	62	110
OBI1	1173	1125	683	689	140	744	179	201	899	657
OBSCN	0	285	126	199	4	178	2409	1838	1229	221
OBSL1	13	106	32	59	6	43	95	140	59	54
OCEL1	215	202	139	153	338	140	203	265	220	188
OCIAD1	3598	5164	2053	2868	2016	3005	1236	1368	1682	1489
OCIAD2	2314	5371	3269	2868	1345	3080	285	446	512	140
OCLN	90	421	1051	755	112	569	1108	673	614	706
OCM	0	6	0	14	0	10	79	89	0	2
OCRL	0	35	0	58	0	17	248	99	403	211
ODAPH	13	211	118	41	51	68	810	868	600	1193
ODC1	1	338	122	262	109	211	2281	2529	32365	22936
ODCP	20	37	19	34	20	24	422	433	271	409
ODF2	1232	2941	1278	1318	17	1719	1036	1207	2786	2202
ODF2L	1788	3914	1741	3263	1980	3175	2562	2749	1202	1368
ODF3	0	13	0	4	0	0	19	110	5	0
ODF3B	2	39	51	6	0	13	28	67	38	87
ODF3L1	0	13	0	4	0	10	0	0	0	0
ODR4	968	1535	326	1003	4	1247	547	473	660	716
OFCC1	0	10	1	2	0	13	1	1	3	3
OFD1	1811	3335	1811	1214	2242	1827	530	724	543	527
OFD1P17	1	11	0	0	0	0	18	21	12	23
OFD1P1Y	0	0	16	0	0	0	0	0	0	0
OFD1P2Y	0	0	16	8	0	0	0	0	0	0
OGA	2207	9384	4756	5846	1650	5955	7541	7619	2514	3047
OGDH	1285	2001	668	1103	315	1502	1112	1631	1321	1326
OGDHL	0	0	0	0	0	0	0	1	3	16
OGFOD1	3011	3164	1576	2040	1093	2275	634	710	2432	1926
OGFOD1P1	0	11	1	11	0	9	14	121	22	64
OGFOD2	161	616	583	294	33	360	354	328	142	166
OGFOD3	549	209	243	201	35	159	373	262	478	522
OGFR	15	98	120	65	4	81	327	551	336	354
OGFRL1	58	951	587	759	813	609	1021	1256	722	763
OGG1	1626	2632	768	1567	1490	1673	452	799	1361	816
OGN	0	10	93	16	0	47	32	16	102	183
OGT	2649	4542	2559	2686	1293	2820	26918	29642	20817	22391
OIP5	4	24	45	22	0	15	5	5	60	15
OLA1	2254	2216	1582	1504	915	1470	1288	1670	9555	7446
OLA1P1	1	0	0	0	0	0	2	6	1	24
OLA1P2	47	160	84	147	61	115	100	88	93	123
OLA1P3	89	387	221	196	164	246	824	923	775	1066
OLAH	30	62	31	34	12	21	379	352	155	224
OLFM2	10	7	18	10	0	24	142	194	28	70
OLFM4	0	138	0	150	0	0	0	0	0	0
OLFM5P	0	0	0	0	0	2	8	2	0	0
OLFML1	38	51	26	27	8	18	427	28	46	21
OLFML2A	65	142	55	72	82	92	105	104	103	129
OLFML2B	0	0	123	4	2	21	7	22	30	0
OLFML3	0	0	0	0	0	6	3	2	5	25
OLR1	9	40	12	27	19	25	44	65	74	80
OMA1	1415	992	796	1112	447	852	491	574	196	196
OMD	86	39	1	11	273	46	25	25	88	56
OMG	0	25	0	28	0	38	76	28	81	83
ONECUT3	38	115	71	90	49	90	142	174	146	221
OOEP	1	26	0	11	6	0	0	0	0	1
OOSP1	0	0	1	0	1	0	1	4	0	3
OOSP1P2	0	1	0	0	0	2	0	8	2	0
OOSP4B	0	9	3	12	0	0	17	37	3	15
OPA1	1204	557	555	350	504	525	1605	1636	4694	3404
OPA3	381	1440	625	918	582	849	1346	1664	2565	2857
OPCML	30	298	748	62	0	221	0	0	0	0
OPHN1	556	1548	2026	743	776	965	1339	1037	1030	1309
OPLAH	1	0	0	0	0	0	0	1	11	65
OPN1SW	13	27	0	4	0	12	9	11	20	43
OPN3	362	190	14	72	28	95	40	63	182	107
OPRD1	164	363	224	232	146	240	295	261	269	352
OPRK1	5	39	19	12	7	17	19	17	19	9
OPRL1	0	63	225	13	0	25	7	5	0	0
OPRM1	30	36	11	27	34	24	201	213	100	114
OPTN	1473	3303	1608	1484	1641	1524	1835	2580	1266	1387
OR10A2	24	59	39	41	29	46	64	107	217	110
OR10A3	56	112	66	99	47	100	236	191	158	153
OR10A4	0	0	1	0	0	0	0	0	10	0
OR10A6	3	2	0	4	0	2	30	20	11	24
OR10AC1	3	2	6	1	13	3	55	36	11	14
OR10AD1	0	1	0	0	0	1	43	14	42	40
OR10AH1P	59	106	60	77	92	61	320	329	146	178
OR10G2	0	0	0	0	0	0	5	7	10	1
OR10G3	79	210	119	193	145	153	1434	1475	910	1152
OR10G4	34	69	50	55	36	44	103	112	71	120
OR10H1	142	419	237	274	200	179	484	488	425	589
OR10H5	186	439	166	310	167	263	456	453	432	554
OR10J1	33	94	41	67	16	30	91	88	79	112
OR10K1	36	165	60	85	82	97	234	273	236	241
OR10K2	16	19	10	12	7	9	19	23	23	20
OR10V3P	16	14	13	3	11	12	35	28	20	34
OR10Z1	1	1	7	2	3	1	12	9	13	12
OR11A1	16	14	29	44	1	13	77	55	56	66
OR11G2	14	35	21	31	10	19	29	28	29	49
OR11H7	0	0	0	0	0	0	17	1	6	0
OR13I1P	6	36	27	42	18	7	25	25	24	47
OR13K1P	12	3	1	5	2	2	6	3	2	5
OR14A2	0	23	0	0	0	0	0	0	0	0
OR14J1	472	733	468	587	344	529	1723	1643	1254	1732
OR14L1P	0	6	3	2	1	3	1	3	2	1
OR1A1	282	511	355	403	386	401	634	760	567	708
OR1AB1P	14	43	24	19	20	23	87	90	132	132
OR1C1	0	0	1	1	0	1	7	13	10	4
OR1D2	80	143	118	96	23	93	124	169	108	198
OR1D4	43	22	10	1	0	4	4	4	0	0
OR1F12	0	5	0	2	398	9	0	4	0	4
OR1F2P	0	0	0	3	0	4	54	40	12	2
OR1H1P	0	0	0	0	0	3	0	10	0	0
OR1I1	170	466	246	287	243	341	550	558	452	695
OR1J1	1	0	0	1	0	0	3	9	6	11
OR1J2	0	0	0	0	0	0	0	10	0	0
OR1J4	0	0	0	0	0	0	1	1	0	10
OR1K1	0	8	0	6	0	2	0	2	0	0
OR1L6	0	10	0	6	0	0	0	5	4	1
OR1L8	0	9	0	4	1	4	21	26	3	7
OR1M1	53	117	72	58	55	72	158	135	190	187
OR1Q1	0	0	0	0	0	0	1	11	0	6
OR1X1P	0	0	0	0	0	0	6	30	0	3
OR1X5P	0	0	0	0	0	0	3	19	3	12
OR2A1	0	15	0	0	2	16	189	146	11	79
OR2A12	16	4	0	15	5	14	3	16	16	38
OR2A20P	1	4	18	14	0	10	125	74	60	49
OR2A25	19	18	20	16	20	17	186	112	53	107
OR2A3P	4	4	2	3	0	2	30	26	6	13
OR2A4	0	0	66	2	0	10	0	0	0	10
OR2A42	2	0	8	9	0	0	248	256	96	182
OR2A5	64	114	93	117	56	126	261	235	267	250
OR2A7	0	2	54	8	0	11	163	233	88	166
OR2A9P	0	0	63	0	0	11	165	299	89	197
OR2AE1	0	0	0	0	0	0	1	7	0	5
OR2AG1	23	31	12	23	27	20	89	54	85	64
OR2AG2	26	36	18	27	7	23	92	97	91	90
OR2AK2	0	0	0	0	0	0	1	0	2	15
OR2AP1	4	10	9	9	3	9	159	115	58	79
OR2AT4	125	216	145	175	112	122	506	555	473	642
OR2B11	42	164	80	101	48	89	145	147	110	103
OR2C1	0	0	0	3	0	1	3	2	5	0
OR2C3	0	12	0	3	0	5	0	12	2	12
OR2D2	0	0	0	0	0	0	0	0	18	0
OR2F1	10	35	37	11	19	44	66	79	76	93
OR2G6	56	149	97	94	45	84	481	509	417	529
OR2H2	3	7	3	4	0	10	57	10	20	16
OR2I1P	2	33	8	11	2	8	13	33	30	56
OR2J2	9	35	16	17	20	17	53	55	39	67
OR2J3	1	2	1	2	2	4	18	9	28	36
OR2L13	0	3	0	28	0	13	2	6	0	0
OR2L1P	0	0	0	0	0	3	11	23	0	15
OR2L2	57	163	85	121	62	95	436	557	327	392
OR2L3	0	1	0	3	3	1	9	14	0	17
OR2L5	0	2	1	2	0	3	58	62	17	30
OR2L6P	0	0	0	0	0	0	8	8	0	8
OR2L8	0	1	0	0	0	2	5	0	0	7
OR2L9P	0	0	0	1	0	0	6	5	1	2
OR2M3	150	397	259	272	190	268	862	947	683	1089
OR2M4	36	66	61	49	43	55	188	176	111	183
OR2R1P	0	0	0	0	0	0	34	1	0	0
OR2S1P	5	6	1	5	5	2	36	10	27	25
OR2T11	0	0	0	0	3	3	34	20	17	41
OR2T12	156	301	203	189	156	191	659	817	515	716
OR2T2	0	0	0	0	0	0	7	14	0	0
OR2T3	0	0	0	0	0	0	47	5	0	0
OR2T33	40	66	38	42	45	33	74	87	85	108
OR2T7	1	3	2	1	0	1	35	36	7	11
OR2V1	0	12	7	4	1	5	22	15	18	29
OR2V2	30	107	70	53	34	58	160	170	118	183
OR2W3	0	10	0	15	0	0	0	0	0	1
OR2X1P	0	0	26	5	0	5	2	2	0	0
OR3A1	344	70	81	204	0	71	1	4	5	0
OR3A2	231	101	76	221	8	70	99	88	116	86
OR3A3	53	70	67	81	41	57	104	90	50	87
OR4D1	15	79	71	67	17	48	101	139	61	92
OR4D9	172	546	327	362	260	348	757	706	509	723
OR4E1	4	12	5	3	0	10	38	27	18	30
OR4E2	6	7	7	3	0	3	14	19	29	28
OR4F13P	0	2	3	1	1	0	9	20	21	22
OR4F15	17	45	23	41	21	20	193	230	161	240
OR4F17	333	1073	837	751	424	827	1159	895	929	1019
OR4F21	0	0	0	0	0	0	0	11	12	3
OR4G1P	0	0	0	0	1	1	0	8	0	7
OR4K13	12	64	33	42	7	32	96	97	82	159
OR4K16P	2	2	6	0	3	7	24	64	26	32
OR4K17	117	175	93	114	75	102	258	264	193	207
OR4K2	2	4	1	3	1	3	2	10	12	21
OR4P4	2	15	6	11	6	3	98	67	27	61
OR4Q3	2	3	2	3	1	6	23	16	23	23
OR51B5	29	31	25	33	16	21	33	29	29	90
OR51D1	0	18	10	13	2	6	18	24	19	13
OR51E2	19	58	51	37	26	49	91	85	72	108
OR51I2	0	0	1	1	0	3	5	0	1	0
OR51L1	12	22	31	13	18	11	55	47	27	53
OR51M1	57	78	50	63	39	71	1624	1559	971	1139
OR52A1	30	50	37	51	36	43	454	569	412	424
OR52B5P	11	33	16	40	11	20	155	147	47	81
OR52B6	0	0	0	0	0	0	18	1	0	0
OR52E4	7	32	16	11	27	20	487	523	425	543
OR52I1	71	150	127	140	78	124	117	149	92	117
OR52I2	0	0	0	2	0	0	6	9	7	3
OR52K1	8	49	31	41	23	45	95	106	61	106
OR52K3P	0	0	0	0	0	0	2	0	0	12
OR52M1	0	0	0	0	0	0	0	0	3	42
OR52N1	11	26	12	11	17	15	62	53	48	72
OR52N2	0	24	0	24	0	2	1	0	1	0
OR52N3P	0	0	0	0	0	0	15	3	0	0
OR52N4	0	0	0	5	0	2	18	11	8	3
OR52P1P	0	27	0	3	0	7	19	11	0	0
OR52U1P	2	0	0	0	0	0	12	16	0	10
OR52V1P	0	0	0	0	0	0	9	7	0	0
OR55B1P	0	21	6	9	49	10	41	1	11	13
OR56A1	19	52	40	53	28	40	100	94	56	89
OR56A4	66	136	104	103	82	82	934	1097	739	1108
OR56B1	0	3	0	0	0	0	46	13	0	0
OR5A1	47	168	128	133	28	128	284	290	190	294
OR5A2	64	166	93	132	98	106	340	386	314	372
OR5AN1	0	13	6	3	0	8	9	7	12	18
OR5AS1	444	1089	625	743	369	729	1680	1721	1386	1802
OR5AU1	79	159	86	141	38	114	315	328	314	495
OR5B21	0	1	0	4	0	0	6	2	4	16
OR5BA1P	128	289	209	186	163	229	478	442	390	611
OR5H1	1	17	2	6	2	5	48	39	26	55
OR5H14	77	113	57	60	23	55	87	86	71	83
OR5K2	0	5	0	0	0	0	1	0	5	0
OR5M2P	12	46	14	28	24	21	95	121	98	129
OR5T2	0	1	0	0	0	1	7	3	2	3
OR6A2	0	0	0	0	0	0	4	13	4	6
OR6B1	0	6	6	2	4	9	45	47	54	56
OR6C4	21	34	40	40	27	33	98	100	107	134
OR6C6	15	32	14	13	12	18	57	64	52	40
OR6C66P	17	65	32	46	33	61	152	103	105	135
OR6C75	20	49	45	39	41	54	3559	3152	921	1665
OR6D1P	21	44	29	20	11	21	444	478	463	546
OR6J1	70	187	109	124	42	135	344	419	299	462
OR6K1P	21	30	16	29	7	15	14	9	12	14
OR6K3	25	47	25	36	24	30	225	199	140	134
OR6L2P	0	0	0	0	0	0	10	35	4	0
OR6R2P	4	9	0	9	0	9	9	5	3	3
OR6U2P	9	18	11	14	8	8	18	31	22	31
OR6Y1	88	217	113	130	88	142	561	617	338	558
OR7A17	107	220	133	172	89	142	625	548	441	683
OR7A19P	0	0	0	0	0	0	7	16	0	0
OR7A2P	2	5	0	5	0	2	1	1	1	0
OR7A5	5	13	1	1	2	5	10	8	13	15
OR7C1	143	267	159	182	112	158	768	742	575	753
OR7D2	65	214	146	197	701	163	473	448	438	553
OR7D4	46	117	91	99	57	78	205	194	222	238
OR7E100P	0	0	0	0	0	0	1	4	6	20
OR7E104P	0	14	3	3	0	0	14	31	9	10
OR7E117P	0	5	8	1	1	7	14	33	24	20
OR7E122P	77	145	95	98	22	112	171	224	203	283
OR7E125P	0	0	0	7	0	0	0	6	0	0
OR7E126P	0	27	0	8	16	5	27	32	44	19
OR7E128P	0	23	60	10	0	11	40	115	55	120
OR7E148P	0	0	0	1	4	4	0	0	1	0
OR7E14P	2	13	1	5	0	3	60	76	70	82
OR7E156P	0	9	0	0	0	2	5	22	10	11
OR7E162P	2	1	0	1	0	0	8	7	5	7
OR7E19P	0	3	0	0	0	1	2	2	2	1
OR7E21P	0	0	0	0	0	0	29	11	27	16
OR7E24	0	0	0	0	0	0	2	4	0	4
OR7E25P	126	317	188	244	144	207	412	403	337	439
OR7E38P	35	69	47	24	273	46	292	192	370	513
OR7E46P	0	4	0	1	9	0	0	0	0	0
OR7E47P	0	0	0	0	0	0	13	0	1	0
OR7E7P	0	0	0	4	0	0	133	117	140	130
OR7E84P	0	10	0	0	11	0	33	14	26	19
OR7E91P	0	0	0	0	0	0	6	7	9	15
OR7E94P	111	159	74	105	41	107	175	189	188	247
OR7G2	69	221	104	136	161	85	151	177	161	208
OR7M1P	0	12	23	19	0	13	2	49	1	1
OR8A1	59	132	91	80	69	92	239	240	287	466
OR8B8	36	22	7	20	17	17	116	126	120	142
OR8B9P	37	168	107	138	98	118	311	335	311	429
OR8D1	15	8	6	10	1	3	48	44	27	50
OR8D4	4	10	14	20	3	11	34	50	29	40
OR8G1	4	6	3	5	2	6	16	14	8	4
OR8H1	16	17	19	19	21	25	97	89	145	143
OR8H2	3	9	3	3	9	3	24	19	33	20
OR8J3	5	3	4	5	1	5	53	46	40	52
OR8S21P	17	0	0	0	0	0	0	0	0	0
OR8T1P	0	13	0	4	0	0	1	0	0	0
OR9H1P	102	131	93	94	84	123	848	927	918	1189
OR9K1P	18	52	34	52	21	25	107	103	121	123
OR9M1P	0	2	3	1	0	1	8	7	3	2
ORAI1	228	704	325	304	24	461	1219	1342	1491	1408
ORAI2	3547	10498	3390	5761	2863	5187	1270	1725	1851	1714
ORAI3	591	910	279	416	376	632	86	34	21	22
ORC1	14	335	15	35	12	104	150	121	1220	626
ORC2	2312	1812	1060	1201	2197	1266	341	372	1167	1067
ORC3	1367	2291	418	1378	2	1433	401	426	1070	825
ORC4	1346	4470	2058	2288	5017	3846	2583	2671	4968	6239
ORC5	1433	1233	511	683	33	764	99	179	732	450
ORC6	84	363	200	152	540	169	19136	20222	15126	19821
ORM1	0	2	20	0	0	3	2	10	0	0
ORM2	0	19	19	4	0	4	32	25	4	5
ORMDL1	1321	2182	574	1055	482	842	1939	1482	1245	988
ORMDL2	2051	2972	727	1519	460	1592	211	315	702	776
ORMDL3	1493	1459	1404	1512	200	1113	664	871	702	1082
OS9	3903	7433	2711	3138	2208	4712	1202	1489	1305	1431
OSBP	366	1023	284	471	1398	616	640	545	1072	1012
OSBP2	77	111	51	48	0	102	68	125	69	48
OSBPL10	42	359	226	241	475	540	798	446	931	735
OSBPL11	513	435	373	345	146	400	346	295	494	445
OSBPL1A	90	162	88	114	530	124	162	186	165	194
OSBPL2	1116	1710	1421	935	609	1231	3613	3570	1429	1812
OSBPL3	574	531	227	326	66	365	940	1075	2811	2154
OSBPL5	0	46	3	4	2	8	49	197	30	85
OSBPL6	62	240	46	124	58	161	71	113	61	85
OSBPL7	2	286	192	112	1	204	673	646	78	275
OSBPL8	1588	1903	1042	879	3898	1352	4022	4046	5483	2985
OSBPL9	646	1105	849	649	354	690	774	906	973	852
OSBPL9P4	0	0	0	0	0	0	2	1	1	10
OSCAR	0	4	7	2	10	1	26	44	14	39
OSCP1	0	62	60	84	0	30	2	11	31	2
OSER1	874	1599	414	936	325	1201	1013	647	332	281
OSGEP	1883	4761	1534	1871	204	2299	762	561	1881	1609
OSGEPL1	717	419	178	401	0	264	208	344	374	263
OSGIN1	0	9	0	14	1	4	51	83	34	35
OSGIN2	267	263	220	299	2	411	163	99	455	455
OSM	1	65	1	34	1	44	44	42	166	188
OSMR	11	38	10	38	3	180	410	487	105	107
OSR1	0	1	0	0	0	0	35	0	1	1
OST4	6881	11770	4519	6961	2735	6038	2514	1881	3863	2403
OSTC	5581	8038	3223	5004	1687	4702	105	187	513	420
OSTCP1	1	2	2	0	0	0	4	12	10	9
OSTCP8	0	1	23	3	0	5	1	6	11	28
OSTF1	8936	8208	2986	3292	2271	4720	685	705	882	686
OSTF1P1	38	43	0	0	1	0	0	0	0	0
OSTM1	660	835	764	496	288	510	823	901	1089	1259
OTOA	16	49	24	42	200	36	39	32	57	49
OTOAP1	0	23	0	6	134	19	1	1	0	5
OTOG	2	13	4	12	16	11	5	4	9	6
OTUB1	5053	7316	2445	4165	1981	4153	1124	1089	1546	1389
OTUB2	0	46	0	12	117	14	318	175	183	137
OTUD1	396	596	165	318	1	499	1721	1316	1418	1215
OTUD3	33	644	365	280	286	313	366	998	1613	2159
OTUD4	618	1182	667	773	350	758	3396	3141	6312	7208
OTUD4P1	5	0	0	1	0	0	37	33	20	17
OTUD5	18663	23834	9420	9546	8858	12116	2572	2796	2182	3066
OTUD6A	17	43	37	38	23	55	252	201	66	71
OTUD6B	736	942	72	432	1	393	611	832	2555	1914
OTUD7A	61	41	674	20	70	22	94	164	93	241
OTUD7B	371	1027	834	760	379	652	682	768	2365	3398
OTULIN	431	421	407	331	3	331	2756	2080	3875	3899
OTULINL	272	213	159	286	71	440	307	398	131	57
OVCA2	133	60	77	0	0	67	1	2	0	0
OVCH1	0	7	0	5	0	1	0	0	2	1
OVGP1	0	42	0	17	0	4	124	210	51	46
OVOL1	0	0	53	0	0	0	0	0	0	0
OVOL2	0	9	1	0	0	1	0	0	0	0
OVOL3	0	0	0	1	0	0	10	3	27	40
OXA1L	1837	2503	1150	1836	812	1516	1550	1175	1321	1142
OXCT1	1112	2173	1080	1295	4	1149	889	783	3517	2799
OXCT2	0	30	0	2	0	7	2	13	91	118
OXCT2P1	0	7	0	0	0	0	0	0	4	0
OXLD1	79	101	81	77	282	131	118	117	232	335
