CD4_enhancer_counts_bins	Gene_Name	Mean_Gene_Expression
31	RBMX	3167.5
31	RC3H2	2097.75
31	SH2D1A	385.75
31	SPINK4	8.75
31	STAT6	7684.75
31	TMF1	1177.0
31	TTN	18219.5
31	UGP2	1697.0
32	APBA2	802.75
32	BCAP29	422.0
32	BPNT1	1460.25
32	BRAF	2512.5
32	BRSK1	20.25
32	CDK6	17407.0
32	COL28A1	183.75
32	CSGALNACT2	804.5
32	EEF1A1	112645.25
32	EIF4E	3182.75
32	FBXL22	74.25
32	FGF11	52.75
32	FRS2	1308.75
32	GGCT	249.75
32	KMT2E	4852.75
32	MAN1B1	601.75
32	METTL21A	7701.5
32	NAP1L4	3178.75
32	NFATC2	8074.5
32	PDE7A	4088.0
32	PLEKHA2	2483.25
32	PRR7	25.75
32	RPL34	5250.25
32	SAMD3	575.25
32	SOD1	2272.25
32	SSRP1	5098.75
32	STK17A	1653.25
32	TAF4B	656.5
32	TMPRSS13	47.75
32	TTC24	4.5
32	USP33	3837.5
32	ZC3HAV1	6079.5
32	ZNF143	444.25
32	ZNF24	946.75
33	ADD1	3684.25
33	ATG9A	1521.0
33	BRD1	1632.0
33	C14orf28	8.25
33	CALD1	80.25
33	CHD3	23592.5
33	CNOT1	5543.5
33	EML2	1054.75
33	FH	588.5
33	HLA-DQB2	97.75
33	IKZF3	16682.0
33	KAT7	3177.5
33	KMO	58.25
33	LPAR6	619.5
33	MEST	253.0
33	MUCL1	0.5
33	NCOR1	6303.75
33	NT5C3A	262.25
33	PCBP2	12616.25
33	PDP1	1169.0
33	PIGV	103.25
33	RFX5	788.25
33	RGS2	327.5
33	RIMKLB	202.0
33	RNASEK	745.75
33	RPF1	1786.0
33	SEC14L1	876.5
33	SLC9B2	593.25
33	SP100	3286.75
33	TMED7	1237.75
33	TNFRSF1A	1810.0
33	TSHZ1	666.75
33	TUBD1	1217.75
33	USF1	214.25
33	UTRN	3685.25
33	VAMP1	1057.0
33	VPS13D	3430.5
33	ZMYM5	1387.5
34	ANP32E	14317.25
34	ARL6	115.25
34	ATAD1	1328.5
34	AXDND1	4.0
34	CEP350	2346.0
34	COQ10B	1269.75
34	DOCK11	729.25
34	DYNLT1	1252.5
34	EVI2A	817.25
34	EZR	6588.75
34	FBXO34	726.5
34	FHL1	250.0
34	HINT1	1475.25
34	IL6	23.25
34	ITK	8149.25
34	LIX1L	3649.0
34	MPZL3	1254.5
34	NCSTN	1109.5
34	NPC1	2817.25
34	NR1I3	240.75
34	OSBPL8	4134.0
34	OTUB2	203.25
34	PCNX4	1553.0
34	PDCD4	3564.5
34	PIK3CG	523.25
34	PPM1B	1878.0
34	PTPN4	1462.5
34	RNF43	1589.25
34	RPL23A	5800.25
34	RPS10-NUDT3	8305.25
34	RREB1	2791.5
34	SLFN13	811.0
34	SNAPC3	2717.75
34	ST7	281.75
35	ADIPOQ	164.5
35	CCDC125	1875.25
35	CLPTM1L	3937.0
35	CNNM3	628.25
35	CXCR5	1078.75
35	GPR22	47.25
35	HBS1L	1661.75
35	HTRA4	201.0
35	IKZF1	16666.5
35	LMBR1L	1226.25
35	MARK2	2195.75
35	MDC1	2179.75
35	MED24	904.5
35	MRPS33	546.5
35	RPS20	4294.0
35	TC2N	2477.75
35	TM2D2	420.75
35	TNFRSF10D	209.0
35	TRIM23	864.0
35	TRIM35	771.0
35	TSC22D2	1242.5
35	TSG101	1745.25
35	TSPAN14	3496.5
35	TUBB	23160.5
35	UTP14A	3024.25
36	ATP1A1	35459.75
36	BLCAP	1257.25
36	CCR4	3127.0
36	DNAJC7	4776.5
36	ETNK1	4012.25
36	HLA-DMA	179.25
36	IL1R2	157.75
36	INO80B	898.75
36	MECP2	1489.5
36	MICAL2	1707.0
36	MYC	7961.5
36	NDUFAF6	544.75
36	PHC1	3029.0
36	PIK3R1	4982.25
36	PPP1R21	553.0
36	PRELID3B	2255.25
36	RAD23B	4681.25
36	RORC	120.75
36	SENP3	736.5
36	SLC14A1	422.5
36	SMYD2	946.25
36	SPTY2D1	901.25
36	STAG2	2683.25
36	TFAM	2101.0
36	TMCO2	19.25
36	TMEM106B	1414.5
36	ZNF75A	566.0
37	AKAP5	789.25
37	CENPH	593.5
37	CGGBP1	1169.25
37	CUBN	486.5
37	HERC1	7983.75
37	HOXB4	30.0
37	HSD11B1	16.75
37	ITGB1	2912.0
37	MRPS18B	573.25
37	NDRG2	595.75
37	PHF12	3668.0
37	POLR2K	477.25
37	PRMT5	1456.25
37	PTPN2	2657.5
37	RCAN3	21623.0
37	SF3B5	303.75
37	SLC30A5	1713.0
37	SLU7	719.25
37	SPOP	2025.5
37	SRGN	2022.25
37	TBL1XR1	9895.75
37	TRABD2A	3360.25
37	UCP3	247.75
37	VIM	5958.5
38	AHSA1	2324.5
38	ALPK2	66.5
38	ANKHD1	3823.5
38	ATG16L1	1234.75
38	ATXN7L1	2279.5
38	BAG2	523.0
38	BDH2	90.0
38	BPGM	179.5
38	CCNT2	1957.25
38	CD200R1	368.75
38	CNOT6L	7363.25
38	DCTN4	1463.75
38	EIF5A	12733.25
38	EXTL2	48.25
38	GIMAP4	3454.25
38	HAX1	1526.5
38	KRT1	25.25
38	LRMP	671.25
38	MRPL37	1194.0
38	MTSS1	689.75
38	MTUS1	44.5
38	MX2	1129.5
38	NUP205	1613.5
38	PTPRC	30713.5
38	RGS1	897.75
38	RNF157	3204.5
38	RPP30	947.25
38	RPS26	4579.0
38	S100A10	1114.0
38	SIAE	852.25
38	TESPA1	3717.5
38	TET3	4906.5
38	TNRC6C	5537.75
39	ABCD2	209.75
39	CHMP4A	896.5
39	EMC3	479.75
39	ITPRIPL1	825.0
39	KDM8	156.0
39	LRRC8B	3359.75
39	PAM	444.0
39	PRRG2	3.0
39	PTK2B	2549.25
39	PTP4A2	3644.5
39	RAP1B	3617.25
39	RB1	570.25
39	RHOG	4061.75
39	RSU1	1582.0
39	SELL	4288.25
39	STXBP6	16.5
39	TMEM126A	363.0
40	ATP6V0A1	1405.25
40	C4BPB	804.25
40	CASP10	1189.5
40	CCDC89	10.25
40	CD40LG	4241.0
40	CYTIP	4884.25
40	EIF2A	1444.25
40	FUBP1	6161.5
40	G3BP2	4188.75
40	GMEB1	2026.0
40	PIK3C2B	1313.75
40	PLAC8	1389.75
40	PPHLN1	5641.75
40	RAB17	6.0
40	RIOK2	433.0
40	S100B	28.0
40	SH3RF3	58.75
40	SNAPC1	421.25
40	STRADA	1447.5
40	TCF7	11007.5
40	TSFM	144.25
40	TXNDC11	852.0
40	YWHAZ	10769.25
41	AP1AR	875.25
41	ARHGAP15	1290.5
41	CD226	4638.0
41	CPEB4	1352.25
41	GNG2	1444.5
41	GPR107	3580.5
41	IQGAP1	8474.0
41	MAML2	3282.0
41	NR3C1	1596.75
41	PATL2	403.75
41	POU2F2	9810.0
41	RAPH1	336.75
41	SESN1	282.0
41	SPG11	2235.25
41	TXNIP	11837.75
41	UCP2	6880.5
41	ZNF266	1060.5
41	ZNF821	42.0
42	ABHD2	2812.25
42	ANAPC15	1343.0
42	ATP2B1	1391.0
42	C21orf91	862.25
42	C4BPA	10.5
42	CD3D	2946.25
42	CSDE1	11024.0
42	EIF1B	96.75
42	ERP27	651.25
42	HAUS6	1069.75
42	KLF13	1704.75
42	MSL2	2816.75
42	OTUD4	5014.25
42	PAQR8	1236.0
42	PPP1R12A	3522.5
42	PTK2	1052.5
42	RBPJ	4806.75
42	RUFY3	262.0
42	TMEM139	23.5
42	VMP1	4013.75
42	VPS45	552.75
43	BRD2	9207.5
43	GATAD2A	14195.5
43	GPR174	1212.0
43	ID2	2022.0
43	ITGB7	3692.25
43	LANCL2	705.25
43	LPXN	1354.0
43	NEURL4	517.0
43	PDE4B	3511.0
43	PKM	16657.5
43	RASA1	872.0
43	RNF19A	2525.5
43	SEC23A	1217.5
43	SP140	1776.5
43	TOR2A	148.25
43	TRA2B	3938.75
43	UBE2F	824.5
44	ACSL6	941.0
44	ADTRP	442.0
44	ASXL1	3958.5
44	ATP2B4	2634.25
44	CACYBP	1830.0
44	DDX18	6613.75
44	DNAJB6	1928.75
44	EEF1E1	424.0
44	FAM184A	363.75
44	FAM71B	3.0
44	FAXDC2	444.5
44	FBXW2	4111.0
44	HMGN4	225.75
44	IFIH1	549.75
44	KCTD6	368.75
44	LCMT1	381.5
44	NOD2	262.75
44	PRCC	881.0
44	PRPF39	625.0
44	PSMD6	3579.75
44	RACK1	9912.0
44	RNF125	2745.0
44	RUNX1	4233.5
44	SC5D	438.0
44	SRSF7	4726.75
44	SSR3	1554.75
44	STIM2	3292.5
44	TRAPPC6B	224.5
44	UBR4	8145.0
44	ZBED4	742.25
44	ZNF397	2282.25
44	ZNRD1	472.0
45	ANKRD46	555.5
45	CCR5	391.0
45	CD69	3695.0
45	COPB1	2313.5
45	COPS4	564.0
45	DKK4	1.75
45	DPAGT1	885.5
45	GIMAP6	721.75
45	GOLGA1	427.0
45	IVNS1ABP	2903.5
45	KDSR	916.5
45	KIF2A	3356.75
45	ODF2L	1970.25
45	RABGAP1L	3402.0
45	SMARCAL1	831.5
45	SP110	6528.25
45	SPON2	270.5
45	SYTL3	1447.0
45	TET2	2531.25
45	TM7SF3	768.5
45	TMEM30A	605.75
45	TNIP1	4595.25
46	ANKRD12	2838.75
46	AP3M2	2043.25
46	ARGLU1	3322.5
46	BMI1	1017.75
46	C2CD5	1483.25
46	EGLN1	546.25
46	GBP4	4350.25
46	SPECC1	864.0
46	TBC1D7	237.75
46	ZBTB14	1953.5
46	ZNF219	107.25
47	AKAP7	524.25
47	ARID1B	6652.0
47	CCDC88C	3081.25
47	CCNB1IP1	588.25
47	ERCC1	713.0
47	HOMER2	232.25
47	MAPRE2	3238.25
47	MDP1	74.5
47	MLLT3	3435.75
47	MSMO1	1804.0
47	PPP2R5A	493.25
47	RBMS1	2790.0
47	SPATA5L1	227.0
47	SYNE2	9141.5
47	TMEM71	326.5
47	ZMAT3	962.0
48	CXCR4	8612.75
48	DCK	508.25
48	HERC4	3767.0
48	ITGA4	3865.75
48	KIAA1324L	104.75
48	MPZL2	546.25
48	PMM2	1437.5
48	RALY	1486.25
48	SENP6	2797.0
48	SESN3	4049.75
48	STPG1	429.75
48	SUN3	273.75
48	TMED10	2425.5
48	TMEM245	2435.5
48	TSC22D1	430.5
48	TTC39C	4781.25
48	USP49	800.75
49	ARID1A	12452.0
49	CKLF-CMTM1	25.75
49	JAK1	7274.5
49	NR4A2	1676.5
49	RSAD2	217.5
49	ZC3H7A	1220.75
50	AVIL	267.75
50	BTN3A3	1397.5
50	CEP85L	1908.5
50	CTDSP2	4665.75
50	GATAD2B	14871.0
50	GMPR2	1303.0
50	MAT2B	1336.0
50	MXD1	629.75
50	OTUD6B	1478.0
50	PFDN5	1802.0
50	PIH1D1	251.25
50	PITHD1	756.5
50	RBM39	6845.0
50	SART3	3865.25
50	SLAMF6	1991.5
50	SPEN	6561.75
51	BTN3A2	1677.5
51	COL17A1	28.0
51	EXO1	588.0
51	GBP2	7451.0
51	LRRFIP2	989.5
51	RBM17	1434.0
51	RNF144A	1407.25
51	RWDD1	1206.75
51	ST8SIA4	1597.0
51	TMED4	3558.25
51	TRIM69	1710.0
51	UXS1	1249.5
52	BAZ1A	4214.5
52	BTG2	5507.25
52	CDKL4	2.0
52	DLG2	34.5
52	GBP5	6802.75
52	GRK5	351.5
52	HNRNPK	20953.25
52	KCTD20	2186.25
52	LTB4R2	164.25
52	NFKB1	6663.75
52	PHF19	1080.25
52	PLXDC1	482.0
52	PMEL	201.75
52	SETD5	11738.25
52	WDR5B	332.5
53	AMZ2	1129.75
53	CEP70	108.75
53	FOS	1650.25
53	SH3BP5	1609.0
53	SLC33A1	159.5
53	STK17B	8933.0
53	TMEM140	858.5
53	TNFAIP8	1767.75
54	AP1G1	4830.5
54	C5orf58	70.25
54	CDKL3	68.75
54	CUL1	1693.75
54	EVL	4709.25
54	FCRL6	7.25
54	GNAQ	1342.5
54	MND1	112.25
54	PHF3	2254.5
54	RBM4B	881.5
54	SLC7A7	333.0
54	SLFN12	164.25
54	TMCO1	488.5
54	TRAPPC3L	93.75
55	ADNP	1315.25
55	ARHGAP25	4519.25
55	BCL11B	5429.5
55	CAPZB	1338.75
55	CARHSP1	1055.25
55	CORO1C	418.5
55	EMC4	2506.25
55	LCP1	21299.0
55	MFN1	451.75
55	NQO2	505.75
55	NUCB2	575.0
55	NUMA1	4719.0
55	SGK1	1278.25
55	SLC39A10	2665.0
55	SMARCA2	7030.25
56	ARHGAP5	898.0
56	ARMC12	5.25
56	CASP1	317.0
56	CDC14A	3845.25
56	LTB4R	731.0
56	MMACHC	779.25
56	MYCBP2	15290.25
56	PCF11	5545.0
56	RGS3	594.75
56	STAM	1182.5
56	TTK	82.75
57	ADD3	8211.5
57	PLCL1	281.5
57	POGZ	7487.75
57	PRKCQ	830.25
57	PSIP1	4518.5
57	PSMA1	1313.5
57	RASSF3	2098.75
57	SRSF11	7825.25
57	TLE4	2190.0
58	ARHGAP21	1468.25
58	BTN2A2	477.25
58	FNIP2	544.0
58	NFE2L2	2236.5
58	OXSM	96.25
58	PTPRK	249.75
58	REL	9642.0
59	ARID5B	7021.0
59	DDX39B	11465.75
59	ILF3	13214.0
59	RAPGEF6	2435.75
59	SEC31A	5075.25
59	SLC3A2	2811.25
59	WNK1	19520.75
59	ZNF384	3309.75
60	ABCG1	1156.5
60	ATP6V1G1	386.75
60	EEF1G	24422.5
60	IFI16	3264.25
60	LCLAT1	1837.75
60	NANS	670.0
60	RPA3	80.5
60	RTN2	15.5
60	SEMA4A	560.75
60	SIAH1	700.5
60	YPEL3	543.75
61	AP2B1	3628.75
61	BTN3A1	2976.25
61	CDC16	1427.75
61	CSNK1G3	940.5
61	MED7	143.5
61	TXLNB	26.25
62	IL18RAP	141.25
62	IPCEF1	1450.25
62	IST1	2320.5
62	RPL21	8444.75
62	SLC12A6	4784.5
62	SLFN14	10.75
62	ST6GAL1	5080.0
62	TRDMT1	1059.75
62	USP22	4811.5
63	ATXN7	13587.5
63	CD2	6794.25
63	CLASP2	2176.5
63	ERBIN	1729.5
63	FOXN2	1481.5
63	MAP4K4	5347.0
64	ARL2	630.5
64	BRWD1	2771.0
64	CHD7	4382.5
64	EED	2945.5
64	KCNJ1	53.75
64	RASGEF1B	1034.75
64	SLFN5	4502.25
64	SPAG16	85.25
65	EFCAB5	87.75
65	GAD1	18.5
65	MAN1C1	1451.0
65	PSMA3	2228.0
65	SIK3	2059.25
65	SNRK	2776.25
65	SORL1	8774.0
65	TMBIM1	2050.0
66	ALDH3A2	763.0
66	CHD2	11724.75
66	FCMR	7757.0
66	SAMSN1	2374.0
66	USP24	5706.25
66	ZNF559-ZNF177	59.25
67	ANKRD42	374.0
67	ARPP19	3337.75
67	ELF1	3459.5
67	FRYL	4956.25
67	TMEM109	1185.0
68	LETM2	297.5
68	RFFL	1573.25
68	ZNF230	460.25
69	ABLIM1	6742.75
69	INTS6	7115.5
69	OTULIN	3152.5
70	BTG1	2294.25
70	PDE4D	2370.0
70	SPATS2L	1209.5
70	ZFAND6	413.5
71	CLP1	141.5
71	GIMAP8	458.5
71	GPR183	4101.75
71	SLC16A7	2139.75
71	SRPK2	609.75
72	LYRM7	3170.0
72	MICAL3	2286.75
72	NEMF	1384.25
72	RAPGEF1	3387.75
73	ASAP1	5155.5
73	DNAH6	42.75
73	HIPK1	3918.75
73	RTN4	943.5
73	UBAC2	747.75
74	BCL6	1188.75
74	PMF1-BGLAP	17.0
74	SMAD3	4035.25
75	FAM13B	1112.0
76	DYRK1A	6252.5
76	MAT2A	7030.0
76	NUP107	1863.75
76	SFT2D1	278.0
77	PRIM2	464.5
77	RERE	3413.0
78	ATM	11059.5
78	CYFIP2	18356.25
78	INPP4B	11354.25
78	PABPC1	43780.75
78	PRKACB	1131.0
79	BCL2	10518.5
79	DMTF1	5178.5
80	BACH1	583.25
81	CCND2	42824.75
81	ERMN	135.25
81	GPBP1	2687.0
81	JMJD1C	2153.25
81	MAP3K7CL	53.5
81	TMPRSS3	197.0
82	MLH1	1029.75
82	MXI1	1340.0
82	NAB1	843.75
82	NCK2	3070.75
82	TIMM10B	709.5
83	DDX6	10221.5
83	SMG6	1210.75
85	ASCC1	567.5
85	CNDP2	2569.0
85	MCM3	1838.75
85	THEMIS	716.75
86	GIMAP2	2873.0
86	GIMAP5	3636.75
86	GIMAP7	1244.25
86	IFT74	411.0
86	P2RY8	2176.75
86	ZNF639	2188.0
87	FAM111A	1194.0
87	HIF1A	9895.75
88	CD6	4673.25
88	KBTBD2	1741.5
88	PEX11B	481.5
88	PPIL4	684.75
89	DOCK10	15149.5
90	RTCA	2636.5
91	MACF1	15347.0
92	CHD8	4085.25
92	HNRNPC	11548.25
92	PRDM2	3957.75
94	CCDC82	602.5
94	NCOA2	7704.25
94	PYGO2	576.75
94	SLFN12L	1283.0
94	TBCCD1	1266.5
95	EIF4G2	28704.0
95	RFC4	446.75
97	CYLD	5835.0
97	GPR18	551.25
97	NSMCE1	1461.5
97	SECISBP2	2354.0
97	UBE4A	5188.25
98	BIRC3	1957.25
98	NCOA7	2196.5
98	OSBPL3	1745.0
100	C8orf44-SGK3	6.0
100	LRRC8D	895.75
101	PPP2R5C	6367.25
102	CDK17	1277.5
102	CHI3L2	121.75
102	HNRNPUL2	3843.25
103	RHOH	3807.75
104	CFLAR	13142.0
104	ELMO1	5598.5
104	GLCCI1	1190.25
104	SH3GLB1	750.0
104	WIPF1	13873.25
105	M6PR	5677.75
106	ARAP2	1499.0
106	AZIN1	1140.25
106	CDHR3	330.5
106	HOXB3	162.0
106	IL7R	9067.5
107	ARHGEF3	5602.75
107	BNIP3L	461.5
108	ARID4A	919.5
108	EPB41L2	639.0
108	OSGEP	1203.25
108	TGIF1	536.0
109	DYNC1LI2	1093.25
109	PRDM1	13954.25
111	UBQLN1	7508.5
112	ARHGDIB	15178.25
112	KANSL1	9039.5
114	AKTIP	785.75
114	TWF2	340.25
115	ERAP2	3543.25
116	FOXN3	7711.75
116	SMAD4	4206.25
117	AFTPH	2607.25
117	MSANTD2	385.25
119	LDLRAD4	948.75
120	SEMA4D	16480.75
122	ZHX3	1247.0
122	ZMYND8	2258.25
123	TIPARP	958.0
124	CSGALNACT1	462.75
124	SATB1	12114.0
125	DGKA	28417.0
126	CRLS1	368.75
127	NHEJ1	223.0
128	CREM	1017.5
131	DSE	98.25
134	AGPAT5	1024.0
139	COX7A2	657.75
139	ST3GAL5	1225.25
142	DUSP16	5347.0
143	ATF7IP	4225.25
143	DDIAS	341.0
143	MKLN1	2482.75
143	PICALM	4904.5
144	CNTRL	4767.25
146	TTF2	1019.25
147	NFKBIZ	9886.25
147	PIK3CA	1249.25
151	HNRNPA1	26081.0
163	SH3KBP1	14088.75
170	DPH5	500.0
174	TMEM123	4702.25
194	MBNL1	18603.0
195	RAB30	544.75
208	SYTL2	1127.5
214	FAM107B	2848.75
304	ZBTB38	880.75
411	FOXP1	21622.5
466	FYN	5506.75
483	CD44	24542.5
