CD4_ABC_H3K27ac_count_bins	Gene_Name	Mean_Gene_Expression
0	KIAA1522	55.5
0	KIAA1549	104.0
0	KIAA1586	189.5
0	KIAA1614	346.5
0	KIAA1671	448.5
0	KIAA1755	18.25
0	KIAA1958	695.75
0	KIAA2013	431.25
0	KIDINS220	2484.5
0	KIF11	299.25
0	KIF13A	103.75
0	KIF13B	637.5
0	KIF14	97.25
0	KIF16B	608.0
0	KIF17	12.5
0	KIF19	23.0
0	KIF1A	119.0
0	KIF1C	1525.75
0	KIF21A	1971.0
0	KIF21B	2732.5
0	KIF22	1358.0
0	KIF23	252.75
0	KIF24	175.25
0	KIF26B	31.25
0	KIF27	234.25
0	KIF2A	3356.75
0	KIF3A	549.75
0	KIF3B	2614.25
0	KIF3C	551.5
0	KIF5A	53.0
0	KIF5B	2186.25
0	KIF6	377.75
0	KIF7	11.25
0	KIF9	52.25
0	KIFC3	106.25
0	KIR3DL1	1.5
0	KIR3DX1	807.75
0	KIRREL2	8.25
0	KIRREL3	155.75
0	KIT	25.5
0	KIZ	288.25
0	KL	7.5
0	KLB	270.25
0	KLC1	3643.0
0	KLC3	195.0
0	KLF10	407.0
0	KLF12	1957.0
0	KLF2	3434.5
0	KLF4	7.75
0	KLF8	671.25
0	KLHDC10	842.75
0	KLHDC4	2207.75
0	KLHDC8B	11.25
0	KLHL11	898.75
0	KLHL13	2.0
0	KLHL2	786.5
0	KLHL20	575.0
0	KLHL21	2300.75
0	KLHL22	364.0
0	KLHL24	1586.5
0	KLHL25	122.0
0	KLHL26	343.5
0	KLHL28	641.5
0	KLHL3	895.0
0	KLHL30	45.5
0	KLHL31	10.5
0	KLHL33	211.25
0	KLHL34	30.25
0	KLHL35	300.75
0	KLHL36	1540.0
0	KLHL4	2.75
0	KLHL6	3796.25
0	KLHL9	453.75
0	KLKB1	39.75
0	KLRC4	4.5
0	KLRD1	701.75
0	KLRF1	3.0
0	KLRK1	527.25
0	KMO	58.25
0	KMT2B	1186.75
0	KMT2C	7443.75
0	KMT5B	3435.5
0	KMT5C	255.75
0	KNSTRN	330.25
0	KPNA1	1435.25
0	KPNA2	873.0
0	KPNA4	6467.75
0	KPNA5	3651.75
0	KPNA6	2428.75
0	KPNB1	6644.0
0	KRBA1	185.0
0	KREMEN2	9.25
0	KRI1	2673.5
0	KRT18P55	2.0
0	KRT42P	100.5
0	KRT8	248.25
0	KRT80	4.0
0	KRTAP5-11	11.5
0	KRTAP5-2	6.5
0	KRTCAP3	22.25
0	KSR1	1962.0
0	KTN1	2801.75
0	KY	12.25
0	KYNU	1285.25
0	L1TD1	58.75
0	L3MBTL2	809.5
0	L3MBTL3	1070.75
0	L3MBTL4	105.75
0	LACTB	604.5
0	LACTB2	215.5
0	LAG3	1320.25
0	LAGE3	120.25
0	LAIR1	1322.5
0	LAIR2	100.25
0	LAMA2	42.5
0	LAMA4	71.5
0	LAMA5	41.0
0	LAMB3	17.5
0	LAMB4	51.0
0	LAMC1	11.5
0	LAMC2	62.25
0	LAMP2	2459.5
0	LAMP3	1125.75
0	LAMTOR1	403.0
0	LAMTOR5	960.75
0	LANCL1	609.75
0	LAPTM4B	517.0
0	LARP4B	4177.5
0	LARP6	36.0
0	LAS1L	2726.0
0	LASP1	3886.5
0	LAT	6193.75
0	LAT2	386.25
0	LAYN	60.75
0	LBHD1	598.5
0	LCA5	3.5
0	LCA5L	176.75
0	LCAT	192.75
0	LCK	2352.75
0	LCN12	32.25
0	LCNL1	6.5
0	LCOR	2990.0
0	LCORL	925.0
0	LCP1	21299.0
0	LCP2	11966.0
0	LCTL	302.75
0	LDAH	393.5
0	LDB2	1.75
0	LDHAL6A	166.0
0	LDHB	8066.25
0	LDHC	6.25
0	LDHD	9.25
0	LDLRAD4	948.75
0	LDOC1	159.5
0	LECT2	9.5
0	LEF1	13621.25
0	LEMD2	891.25
0	LEMD3	1772.25
0	LENEP	9.0
0	LENG1	257.75
0	LEP	41.0
0	LETMD1	1162.25
0	LEXM	4.5
0	LGALS12	1.0
0	LGALS3	96.25
0	LGALS3BP	350.5
0	LGALS8	5378.75
0	LGALS9	1011.0
0	LGALSL	21.25
0	LGI1	167.75
0	LGMN	931.0
0	LGR4	18.5
0	LGR6	13.5
0	LHFPL1	4.25
0	LHFPL4	29.25
0	LHFPL5	154.5
0	LHPP	227.0
0	LHX4	771.25
0	LIF	4233.25
0	LIFR	16.75
0	LILRA4	363.0
0	LILRA5	44.25
0	LILRB1	94.0
0	LILRB3	92.75
0	LIMCH1	1.5
0	LIMD1	1871.0
0	LIME1	262.0
0	LIMK1	480.5
0	LIMS1	1948.75
0	LIMS2	168.25
0	LIN28A	294.5
0	LIN37	126.5
0	LIN7A	5.25
0	LINC00475	3.75
0	LINC00674	164.25
0	LINC00933	37.5
0	LINC01529	33.25
0	LINC01881	79.0
0	LINGO3	4.25
0	LINGO4	17.75
0	LINS1	1362.75
0	LIPC	119.0
0	LIPE	402.75
0	LIPG	398.0
0	LIPH	112.0
0	LIPJ	3.0
0	LIX1	55.0
0	LLGL1	628.75
0	LLGL2	299.75
0	LLPH	658.0
0	LMAN1	2289.0
0	LMAN1L	2.75
0	LMAN2	937.25
0	LMBR1	1970.25
0	LMBRD1	882.0
0	LMF1	292.5
0	LMNA	441.0
0	LMNB1	2396.5
0	LMNTD2	44.75
0	LMO2	21.0
0	LMO3	1.5
0	LMO4	104.0
0	LMOD2	71.5
0	LMOD3	219.5
0	LMX1B	77.25
0	LNP1	50.5
0	LONRF1	232.25
0	LONRF2	71.5
0	LOX	23.75
0	LOXL1	27.0
0	LOXL2	216.0
0	LOXL3	28.75
0	LOXL4	135.75
0	LPAL2	71.75
0	LPAR2	774.5
0	LPAR3	60.25
0	LPAR5	322.5
0	LPCAT2	291.0
0	LPCAT4	468.25
0	LPGAT1	2563.25
0	LPIN3	128.75
0	LPO	184.25
0	LPP	4482.75
0	LRCH1	606.5
0	LRFN2	11.75
0	LRFN3	168.5
0	LRFN4	126.0
0	LRGUK	21.75
0	LRIG1	1165.25
0	LRIG2	1688.0
0	LRIT3	20.25
0	LRP10	3291.75
0	LRP12	389.75
0	LRP2	74.75
0	LRP4	6.0
0	LRP5L	180.25
0	LRP8	2443.0
0	LRRC1	63.0
0	LRRC10	32.0
0	LRRC14	539.75
0	LRRC17	2.0
0	LRRC18	9.5
0	LRRC20	75.75
0	LRRC25	124.75
0	LRRC32	711.5
0	LRRC34	328.25
0	LRRC37A11P	14.25
0	LRRC37A6P	15.5
0	LRRC39	36.5
0	LRRC4	415.75
0	LRRC47	815.75
0	LRRC57	4346.0
0	LRRC58	4580.25
0	LRRC63	6.5
0	LRRC66	3.25
0	LRRC69	884.25
0	LRRC71	3.0
0	LRRC73	3.25
0	LRRC74B	239.5
0	LRRC75A	925.5
0	LRRC75B	43.75
0	LRRC8C	4490.0
0	LRRC8E	112.75
0	LRRD1	359.25
0	LRRIQ1	126.25
0	LRRK1	5410.5
0	LRRK2	12.75
0	LRRN4	6.5
0	LRRN4CL	110.25
0	LRRTM2	43.25
0	LRRTM3	5.0
0	LRRTM4	393.25
0	LRTOMT	1349.75
0	LSM10	174.75
0	LSM11	260.5
0	LSM12	4217.5
0	LSM14A	6732.0
0	LSM14B	355.25
0	LSM5	239.25
0	LSMEM2	87.75
0	LSP1	742.5
0	LST1	106.75
0	LTA	14565.5
0	LTA4H	2188.75
0	LTB	2502.75
0	LTBP2	59.25
0	LTBP4	1353.75
0	LTC4S	2.25
0	LTK	4.5
0	LUC7L	3983.0
0	LUC7L3	2716.0
0	LUZP1	745.25
0	LUZP2	147.75
0	LXN	70.5
0	LY6E	1310.0
0	LY6G5C	170.5
0	LY6K	32.0
0	LY9	1414.5
0	LY96	7.0
0	LYG1	24.5
0	LYN	324.25
0	LYPD5	1067.25
0	LYPLA1	1476.5
0	LYPLAL1	96.75
0	LYRM2	1344.0
0	LYRM4	1231.5
0	LYRM9	82.75
0	LYSMD1	92.5
0	LYSMD2	81.0
0	LYSMD3	434.5
0	LYSMD4	249.25
0	LYST	2486.5
0	LYVE1	2.0
0	LZTFL1	407.0
0	LZTR1	915.25
0	LZTS1	126.75
0	M1AP	41.0
0	MAB21L3	141.5
0	MACC1	421.75
0	MACF1	15347.0
0	MAD1L1	274.5
0	MAD2L1BP	460.0
0	MAD2L2	231.0
0	MAEA	974.75
0	MAEL	62.5
0	MAFF	549.5
0	MAFG	2923.5
0	MAGEA10	167.0
0	MAGEA8	12.5
0	MAGEB10	106.5
0	MAGED1	1215.25
0	MAGEF1	202.25
0	MAGI2	550.75
0	MAGI3	116.0
0	MAGIX	162.25
0	MAGOH	318.25
0	MAGT1	1444.75
0	MAK16	1569.5
0	MAL	445.5
0	MAL2	3.0
0	MALSU1	309.75
0	MALT1	701.75
0	MAMLD1	164.75
0	MAMSTR	18.0
0	MAN1A1	711.75
0	MAN1A2	2697.75
0	MAN1B1	601.75
0	MAN2C1	1246.5
0	MANEA	330.75
0	MANEAL	61.75
0	MAOB	2.0
0	MAP10	36.5
0	MAP1A	136.75
0	MAP1B	183.0
0	MAP1LC3B2	52.75
0	MAP2K2	648.25
0	MAP2K3	963.5
0	MAP2K4	895.5
0	MAP3K1	2146.0
0	MAP3K12	2872.75
0	MAP3K13	1023.75
0	MAP3K15	175.25
0	MAP3K2	2701.5
0	MAP3K4	3630.0
0	MAP3K5	519.25
0	MAP3K6	39.0
0	MAP3K7	1349.75
0	MAP4	3179.25
0	MAP4K2	2104.5
0	MAP6D1	29.75
0	MAP7	92.0
0	MAPK1	5844.5
0	MAPK10	1251.25
0	MAPK11	123.0
0	MAPK12	146.25
0	MAPK1IP1L	7945.75
0	MAPK7	379.75
0	MAPK8	1067.75
0	MAPK8IP1	15.75
0	MAPK8IP2	110.5
0	MAPKAP1	4175.5
0	MAPKAPK2	1988.75
0	MAPKBP1	694.0
0	MAPRE1	1697.0
0	MAPRE2	3238.25
0	MAPRE3	73.75
0	MARCKS	8.75
0	MARK2	2195.75
0	MARK3	2303.25
0	MARK4	345.75
0	MARS2	1013.25
0	MARVELD2	605.5
0	MAS1	79.5
0	MASP1	61.25
0	MASP2	500.5
0	MAST2	510.0
0	MAST3	1923.5
0	MAST4	1317.5
0	MASTL	744.0
0	MAT2A	7030.0
0	MATN1	52.25
0	MATN2	132.0
0	MATN4	2.5
0	MATR3	9177.75
0	MAU2	2545.25
0	MB21D2	86.5
0	MBD1	2581.0
0	MBD3	911.75
0	MBD5	1772.0
0	MBIP	811.5
0	MBNL1	18603.0
0	MBNL2	686.0
0	MBNL3	530.0
0	MBOAT1	201.25
0	MBTPS1	2890.0
0	MC1R	580.5
0	MC2R	145.75
0	MCAT	99.0
0	MCC	178.75
0	MCCC1	917.5
0	MCCD1	11.75
0	MCEE	63.25
0	MCF2	5.25
0	MCF2L	842.25
0	MCF2L2	610.0
0	MCFD2	1306.5
0	MCHR2	16.5
0	MCM10	1628.25
0	MCM4	2517.5
0	MCM7	3086.0
0	MCM8	2023.75
0	MCM9	730.0
0	MCMDC2	306.0
0	MCOLN1	222.0
0	MCOLN2	543.0
0	MCOLN3	156.25
0	MCRS1	609.0
0	MCTP1	107.5
0	MCTP2	555.75
0	MCU	313.0
0	MDFIC	1782.75
0	MDGA1	159.25
0	MDH2	1739.75
0	MDK	48.75
0	MDM2	8630.25
0	MDN1	6823.0
0	ME1	3.75
0	ME3	104.0
0	MECOM	193.75
0	MECP2	1489.5
0	MED10	975.75
0	MED11	249.75
0	MED12L	443.0
0	MED14	2382.0
0	MED22	1581.75
0	MED27	483.0
0	MEF2A	1370.5
0	MEF2B	36.75
0	MEF2C	86.0
0	MEFV	383.25
0	MEGF11	126.25
0	MEGF8	278.5
0	MEGF9	545.75
0	MEI1	422.0
0	MEI4	1.5
0	MEIG1	5.5
0	MEIOB	2.0
0	MEIS1	2.25
0	MEIS3	20.0
0	MELK	110.25
0	MELTF	20.0
0	MERTK	22.25
0	MESP2	8.75
0	MEST	253.0
0	METAP1	2524.25
0	METAP1D	109.25
0	METAP2	2673.75
0	METRN	143.75
0	METRNL	99.0
0	METTL1	372.0
0	METTL15	618.25
0	METTL21A	7701.5
0	METTL2A	980.5
0	METTL5	882.25
0	METTL6	313.0
0	METTL8	1285.5
0	MEX3A	21.0
0	MFAP3L	121.0
0	MFAP4	5.75
0	MFAP5	145.5
0	MFGE8	779.5
0	MFHAS1	1576.25
0	MFN2	8619.25
0	MFSD1	435.5
0	MFSD10	352.75
0	MFSD12	906.75
0	MFSD13A	433.5
0	MFSD14A	492.25
0	MFSD4A	307.0
0	MGA	3861.25
0	MGAT4A	1193.0
0	MGAT4B	335.75
0	MGAT4C	897.0
0	MGAT4EP	49.0
0	MGAT5	4454.5
0	MGAT5B	11.5
0	MGLL	132.0
0	MGMT	278.5
0	MGP	759.0
0	MGST2	23.25
0	MGST3	591.75
0	MIA	0.75
0	MIB1	1397.25
0	MICAL2	1707.0
0	MICAL3	2286.75
0	MICALL1	467.0
0	MICALL2	10.25
0	MICB	597.25
0	MICU1	471.75
0	MICU3	96.75
0	MID1	10.25
0	MID1IP1	1118.25
0	MID2	170.25
0	MIDN	965.0
0	MIEF1	2209.25
0	MIER3	793.0
0	MIF	1618.25
0	MILR1	190.5
0	MINK1	715.25
0	MINPP1	256.25
0	MIOS	780.5
0	MIOX	98.75
0	MIP	6.25
0	MIS18BP1	744.25
0	MKI67	766.5
0	MKKS	163.25
0	MKNK1	1291.75
0	MKRN1	1646.5
0	MKRN3	79.75
0	MKRN9P	345.25
0	MKS1	264.25
0	MKX	5.25
0	MLANA	643.0
0	MLC1	0.5
0	MLF2	2091.5
0	MLH3	589.25
0	MLIP	42.0
0	MLKL	984.5
0	MLLT10P1	6.5
0	MLXIP	6910.25
0	MLXIPL	335.0
0	MMACHC	779.25
0	MMD	289.5
0	MME	55.0
0	MMP15	20.75
0	MMP17	5.75
0	MMP19	6.5
0	MMP21	7.0
0	MMP23B	1.75
0	MMP24	161.75
0	MMP25	326.0
0	MMP28	15.25
0	MMP9	8.25
0	MMRN1	5.5
0	MMRN2	30.75
0	MMS19	1507.0
0	MMS22L	2272.75
0	MN1	11.5
0	MNAT1	271.75
0	MNDA	12.5
0	MNX1	2.5
0	MOB1A	8816.0
0	MOCS1	22.5
0	MOCS2	323.0
0	MOG	274.0
0	MON1A	346.0
0	MON1B	2044.0
0	MON2	1018.75
0	MORC2	1242.5
0	MORF4L1	3921.5
0	MORF4L2	672.25
0	MOSPD1	88.75
0	MOV10L1	134.5
0	MPC1	149.0
0	MPC2	359.0
0	MPDU1	883.25
0	MPEG1	188.75
0	MPHOSPH9	1050.0
0	MPI	1206.5
0	MPL	5.0
0	MPND	97.75
0	MPO	1.25
0	MPP1	141.5
0	MPP2	24.0
0	MPP4	209.25
0	MPP6	1144.75
0	MPPE1	1251.0
0	MPV17L2	1189.75
0	MPZL1	607.5
0	MR1	1027.5
0	MRAP2	2.75
0	MRAS	73.0
0	MRC2	97.25
0	MREG	560.5
0	MRGPRD	5.75
0	MRLN	62.75
0	MRM1	117.25
0	MRM2	929.0
0	MROH1	652.5
0	MROH6	74.75
0	MROH7	109.25
0	MRPL1	245.25
0	MRPL11	167.75
0	MRPL14	298.75
0	MRPL15	243.25
0	MRPL17	1086.0
0	MRPL19	286.5
0	MRPL23	303.75
0	MRPL27	245.5
0	MRPL28	351.5
0	MRPL3	2711.5
0	MRPL33	154.75
0	MRPL35	754.5
0	MRPL36	353.75
0	MRPL37	1194.0
0	MRPL39	163.0
0	MRPL4	1866.75
0	MRPL41	221.75
0	MRPL48	867.25
0	MRPL53	341.0
0	MRPS10	2019.75
0	MRPS15	1257.25
0	MRPS17	1445.5
0	MRPS18A	190.0
0	MRPS21	1952.75
0	MRPS22	779.0
0	MRPS23	915.5
0	MRPS25	954.25
0	MRPS28	248.5
0	MRPS30	2283.5
0	MRPS31	943.0
0	MRPS5	2184.25
0	MRS2	1630.25
0	MRVI1	6.5
0	MS4A1	6.5
0	MS4A10	449.5
0	MS4A2	167.5
0	MS4A3	3.0
0	MS4A4A	8.75
0	MS4A4E	30.0
0	MS4A5	14.25
0	MS4A6A	116.75
0	MSANTD1	80.5
0	MSANTD3	332.25
0	MSANTD3-TMEFF1	11.5
0	MSANTD4	427.5
0	MSC	96.5
0	MSH4	13.75
0	MSH5	1619.5
0	MSMO1	1804.0
0	MSN	19178.25
0	MSR1	74.25
0	MSRA	143.0
0	MSRB2	23.75
0	MSX1	187.0
0	MSX2P1	11.5
0	MT1E	109.25
0	MT1F	64.5
0	MT1G	20.25
0	MT1H	2.25
0	MT1JP	3.25
0	MT1L	4.25
0	MT1M	1.25
0	MT2A	1311.75
0	MTA2	3079.25
0	MTAP	1615.5
0	MTCH2	635.25
0	MTCL1	15.75
0	MTERF1	1213.25
0	MTFMT	1654.25
0	MTFR1L	537.75
0	MTG1	675.75
0	MTHFD1	1948.25
0	MTHFD1L	1129.0
0	MTHFD2L	535.75
0	MTHFD2P1	150.5
0	MTHFSD	241.5
0	MTM1	306.75
0	MTMR1	1408.5
0	MTMR10	1418.25
0	MTMR11	20.75
0	MTMR14	1631.5
0	MTMR4	1370.0
0	MTMR6	876.0
0	MTMR9	1125.5
0	MTMR9LP	48.25
0	MTO1	1684.25
0	MTOR	2551.25
0	MTPN	1514.25
0	MTR	4114.25
0	MTRF1	561.5
0	MTRF1L	1309.0
0	MTRNR2L1	1079828.25
0	MTRNR2L11	211008.75
0	MTRNR2L5	22.75
0	MTRNR2L8	1302509.25
0	MTRR	1570.0
0	MTSS1	689.75
0	MTX1	866.25
0	MUC1	114.0
0	MUC12	91.5
0	MUC15	27.5
0	MUC16	37.5
0	MUC19	10.0
0	MUC20	307.5
0	MUC3A	17.25
0	MUC4	39.5
0	MUC5B	61.75
0	MUC6	991.75
0	MUS81	609.75
0	MUSTN1	1.25
0	MUTYH	516.5
0	MVB12A	427.75
0	MVB12B	107.25
0	MXD3	279.75
0	MXI1	1340.0
0	MXRA8	19.0
0	MYADM	7531.0
0	MYB	784.25
0	MYBPC3	4.5
0	MYC	7961.5
0	MYCBPAP	292.25
0	MYCL	5.75
0	MYD88	2158.0
0	MYEF2	807.25
0	MYEOV	14.75
0	MYH15	3.75
0	MYH7B	521.0
0	MYL5	53.0
0	MYL6	3932.75
0	MYL6B	159.25
0	MYLIP	1988.75
0	MYLK	342.5
0	MYO10	298.0
0	MYO15A	246.75
0	MYO15B	513.75
0	MYO18A	3042.25
0	MYO18B	4.75
0	MYO19	2403.5
0	MYO1C	393.0
0	MYO1E	64.25
0	MYO1F	815.75
0	MYO1G	2466.75
0	MYO3B	84.25
0	MYO5A	1996.25
0	MYO5C	79.0
0	MYO6	106.5
0	MYOM1	126.75
0	MYOM2	31.0
0	MYOT	22.0
0	MYOZ2	2.0
0	MYOZ3	52.5
0	MYPN	89.25
0	MYT1	5.5
0	MZB1	138.25
0	MZT2A	843.0
0	N4BP2	895.5
0	N6AMT1	347.25
0	NAA15	3482.75
0	NAA20	240.25
0	NAA25	5186.25
0	NAA30	1212.0
0	NAA40	1164.5
0	NAA60	2509.75
0	NAAA	940.5
0	NAALADL1	74.75
0	NABP1	3350.75
0	NACA2	1.25
0	NACAD	4.5
0	NACC1	3094.25
0	NACC2	469.5
0	NADK	874.0
0	NADK2	1376.5
0	NAF1	928.25
0	NAGK	1007.75
0	NAGLU	123.0
0	NAIP	1543.0
0	NANOS1	219.5
0	NANP	329.0
0	NAP1L2	34.75
0	NAP1L4	3178.75
0	NAPA	881.75
0	NAPEPLD	440.0
0	NAPRT	349.25
0	NASP	5770.75
0	NAT1	50.75
0	NAT10	4291.5
0	NAT16	25.5
0	NAT9	349.75
0	NATD1	245.0
0	NAV1	802.0
0	NAV2	84.5
0	NAV3	500.0
0	NBEAL1	1645.0
0	NBEAL2	2240.5
0	NBN	652.5
0	NBPF1	532.75
0	NBPF13P	28.25
0	NBPF6	3.0
0	NCALD	329.75
0	NCAM1	37.5
0	NCAPD3	1297.25
0	NCAPG	118.0
0	NCAPG2	926.5
0	NCBP2L	5.0
0	NCBP3	2481.25
0	NCDN	1128.75
0	NCEH1	152.0
0	NCF1	51.25
0	NCF2	171.0
0	NCF4	152.25
0	NCKAP1	544.25
0	NCKAP1L	5968.75
0	NCKIPSD	172.5
0	NCL	71791.5
0	NCOA1	3478.5
0	NCOA2	7704.25
0	NCOA3	8368.5
0	NCOA4	3711.0
0	NCOR2	4988.0
0	NCR3	110.5
0	NCR3LG1	315.5
0	NCSTN	1109.5
0	NDFIP2	1197.75
0	NDNF	14.25
0	NDRG1	1610.5
0	NDRG2	595.75
0	NDRG4	149.0
0	NDST1	80.25
0	NDST2	895.25
0	NDST4	11.75
0	NDUFA1	241.0
0	NDUFA12	609.25
0	NDUFA4	838.75
0	NDUFA4L2	77.25
0	NDUFA5	424.75
0	NDUFA6	491.75
0	NDUFAF3	1748.0
0	NDUFAF6	544.75
0	NDUFB10	331.75
0	NDUFB2	1291.5
0	NDUFB8	1521.0
0	NDUFS5	523.75
0	NEB	417.75
0	NEBL	19.0
0	NECAB1	54.25
0	NECAB3	71.0
0	NECTIN3	230.75
0	NECTIN4	47.75
0	NEDD1	443.25
0	NEDD4	567.75
0	NEDD4L	313.25
0	NEFL	64.25
0	NEFM	65.75
0	NEGR1	633.25
0	NEIL1	301.0
0	NEIL2	478.0
0	NEIL3	207.25
0	NEK11	59.5
0	NEK2	632.0
0	NEK4	1064.5
0	NEK6	216.0
0	NEK8	262.0
0	NEK9	1831.25
0	NEMP2	626.75
0	NETO2	4258.5
0	NEU4	4.25
0	NEURL1	89.0
0	NEUROD1	10.25
0	NF2	1878.5
0	NFAM1	94.25
0	NFASC	120.75
0	NFAT5	4044.5
0	NFATC3	4392.25
0	NFE2	9.25
0	NFE2L3	1093.25
0	NFIA	725.0
0	NFIB	15.25
0	NFIC	1662.5
0	NFIL3	479.75
0	NFKBIE	166.75
0	NFKBIL1	55.25
0	NFYA	1455.0
0	NFYC	1700.75
0	NGDN	744.5
0	NGEF	3.5
0	NHLRC1	25.0
0	NHS	200.0
0	NHSL2	833.0
0	NID1	8.75
0	NIF3L1	674.75
0	NIN	5619.0
0	NIPA1	2372.75
0	NIPA2	3017.25
0	NIPAL4	225.75
0	NIPBL	3054.0
0	NIPSNAP1	448.75
0	NIT2	954.0
0	NKAP	3954.0
0	NKG7	744.5
0	NKIRAS2	1254.25
0	NKPD1	41.0
0	NKRF	1168.75
0	NLGN3	94.25
0	NLK	1200.25
0	NLRC3	1199.25
0	NLRC5	4222.25
0	NLRP1	7613.0
0	NLRP12	247.0
0	NLRP3	87.25
0	NLRX1	128.5
0	NMD3	1122.25
0	NME1	1084.0
0	NME2	1506.25
0	NME4	852.75
0	NME6	1180.25
0	NME9	174.0
0	NMNAT2	22.5
0	NMRAL1	415.25
0	NMT2	1883.5
0	NMUR1	88.75
0	NNMT	23.0
0	NNT	1433.75
0	NOB1	1515.5
0	NOD1	150.25
0	NOL10	1611.25
0	NOL11	1689.5
0	NOL4L	5779.25
0	NOL6	2303.75
0	NOL7	4903.25
0	NOM1	2013.0
0	NOMO2	2685.5
0	NOMO3	1130.25
0	NONO	17321.0
0	NOP10	884.25
0	NOP2	665.5
0	NOP58	3558.25
0	NOS1	247.0
0	NOS3	353.0
0	NOSTRIN	79.75
0	NOTCH1	35.5
0	NOTCH4	217.5
0	NOTO	90.75
0	NOTUM	2.5
0	NOVA1	1.0
0	NOVA2	38.25
0	NOX4	93.75
0	NPAP1	153.5
0	NPAS2	1788.25
0	NPAT	4214.5
0	NPB	40.75
0	NPDC1	312.5
0	NPFFR1	511.25
0	NPFFR2	89.0
0	NPHP3	1714.25
0	NPIPA1	3218.5
0	NPIPB11	282.25
0	NPIPB9	827.75
0	NPM1	62835.25
0	NPM2	5.75
0	NPM3	472.25
0	NPNT	2.0
0	NPR2	92.25
0	NPR3	7.0
0	NPTN	658.0
0	NPTX2	1.5
0	NPW	4.25
0	NQO1	278.0
0	NR1H3	31.75
0	NR1I2	4.75
0	NR2C1	365.25
0	NR2C2AP	582.0
0	NR3C1	1596.75
0	NR4A1	873.25
0	NRADDP	14.0
0	NRARP	79.25
0	NRBF2	568.25
0	NRBP1	2942.0
0	NREP	561.0
0	NRF1	487.0
0	NRG1	3.5
0	NRG3	26.25
0	NRGN	16.5
0	NRIP1	1381.75
0	NRK	7.0
0	NRN1	16.75
0	NRN1L	19.0
0	NRP1	187.5
0	NRROS	198.25
0	NRSN2	71.75
0	NRXN1	93.0
0	NRXN2	5.75
0	NRXN3	127.25
0	NSMAF	754.0
0	NSMCE3	559.25
0	NSMF	735.0
0	NSUN4	1426.5
0	NSUN5	722.5
0	NSUN5P1	4294.5
0	NSUN5P2	1873.75
0	NSUN7	1.5
0	NT5C3A	262.25
0	NT5DC1	313.25
0	NT5DC4	3.25
0	NT5E	76.5
0	NT5M	26.75
0	NTMT1	238.5
0	NTN4	5.0
0	NTN5	27.25
0	NTPCR	344.5
0	NTRK1	40.0
0	NTRK2	44.75
0	NTRK3	158.25
0	NUB1	2138.0
0	NUBP1	848.75
0	NUCB2	575.0
0	NUDT1	410.75
0	NUDT10	14.0
0	NUDT13	230.5
0	NUDT14	35.5
0	NUDT15	873.75
0	NUDT16	222.0
0	NUDT17	90.75
0	NUDT19	1465.75
0	NUDT2	219.75
0	NUDT3	3823.25
0	NUDT4	6197.75
0	NUF2	82.25
0	NUFIP2	6896.0
0	NUGGC	412.75
0	NUMA1	4719.0
0	NUMB	3052.75
0	NUP107	1863.75
0	NUP153	4363.0
0	NUP160	1941.75
0	NUP210	4497.75
0	NUP210L	26.75
0	NUP43	1776.25
0	NUP58	1736.25
0	NUP85	696.75
0	NUP93	2463.75
0	NUPR1	505.25
0	NUTF2	1355.0
0	NUTM2A	87.0
0	NUTM2B	122.75
0	NUTM2G	125.75
0	NXN	134.5
0	NXNL2	90.5
0	NXPH3	32.5
0	NXPH4	4.75
0	NXT2	178.5
0	NYAP1	3.25
0	NYAP2	105.0
0	NYNRIN	3.5
0	OAF	129.75
0	OARD1	774.75
0	OAS1	908.25
0	OAS2	2259.75
0	OAS3	2071.0
0	OASL	147.5
0	OAZ1	4439.75
0	OAZ3	107.25
0	OBSCN	1424.25
0	OCIAD1	1443.75
0	OCIAD2	345.75
0	OCLN	775.25
0	ODC1	15027.75
0	ODF2	1807.75
0	ODF3	33.5
0	ODF3B	55.0
0	OGDHL	5.0
0	OGFRL1	940.5
0	OGG1	857.0
0	OGN	83.25
0	OLAH	277.5
0	OLFM2	108.5
0	OLFML1	130.5
0	OLFML2B	14.75
0	OLFML3	8.75
0	OLR1	65.75
0	OMA1	364.25
0	OMD	48.5
0	OMG	67.0
0	OPA1	2834.75
0	OPA3	2108.0
0	OPLAH	19.25
0	OPN1SW	20.75
0	OPRK1	16.0
0	OPTN	1767.0
0	OR10A2	124.5
0	OR10A4	2.5
0	OR10G2	5.75
0	OR10G3	1242.75
0	OR10G4	101.5
0	OR10J1	92.5
0	OR11G2	33.75
0	OR14J1	1588.0
0	OR1A1	667.25
0	OR1C1	8.5
0	OR1I1	563.75
0	OR1J2	2.5
0	OR1J4	3.0
0	OR1L6	2.5
0	OR1L8	14.25
0	OR1Q1	4.5
0	OR2A4	2.5
0	OR2AG1	73.0
0	OR2AG2	92.5
0	OR2AK2	4.5
0	OR2AP1	102.75
0	OR2B11	126.25
0	OR2C1	2.5
0	OR2D2	4.5
0	OR2H2	25.75
0	OR2L13	2.0
0	OR2L5	41.75
0	OR2M3	895.25
0	OR2M4	164.5
0	OR2T11	28.0
0	OR2T12	676.75
0	OR2T2	5.25
0	OR2T3	13.0
0	OR2T33	88.5
0	OR2V1	21.0
0	OR3A2	97.25
0	OR3A3	82.75
0	OR4D9	673.75
