GeneName	CD4_mean
CNPPD1	986.5
CNPY1	105.5
CNPY2	1104.5
CNPY3	1047.0
CNPY4	546.0
CNR2	550.5
CNRIP1	1.5
CNST	2241.75
CNTD1	184.0
CNTD2	17.5
CNTF	90.5
CNTLN	124.25
CNTN1	37.0
CNTN2	334.25
CNTN4	13.5
CNTN5	0.0
CNTNAP1	203.5
CNTNAP2	165.25
CNTNAP3	92.25
CNTNAP3B	115.75
CNTNAP5	8.25
CNTRL	4767.25
CNTROB	526.5
COA1	1913.25
COA3	179.5
COA4	816.0
COA5	533.75
COA6	317.5
COA7	807.5
COA8	687.25
COASY	1004.25
COBL	0.0
COBLL1	177.5
COCH	51.75
COG1	886.0
COG2	836.25
COG3	1156.25
COG4	892.75
COG5	1750.75
COG6	377.5
COG7	463.0
COG8	1011.5
COIL	386.0
COL10A1	422.5
COL11A2	21.25
COL14A1	1.75
COL15A1	22.25
COL16A1	4.25
COL17A1	28.0
COL18A1	219.25
COL19A1	88.75
COL1A1	149.25
COL1A2	32.25
COL20A1	17.25
COL21A1	0.0
COL23A1	17.25
COL24A1	15.0
COL27A1	300.75
COL28A1	183.75
COL2A1	6.25
COL3A1	0.5
COL4A1	99.5
COL4A2	30.0
COL4A3	7.0
COL4A4	85.75
COL4A5	36.0
COL4A6	0.25
COL5A1	12.0
COL5A2	1.75
COL5A3	20.25
COL6A1	36.0
COL6A2	76.25
COL6A3	1158.25
COL6A4P2	3.75
COL6A6	11.0
COL7A1	8.5
COL8A1	344.25
COL8A2	16.25
COL9A1	219.5
COL9A2	25.5
COL9A3	0.5
COLEC11	23.5
COLEC12	1107.0
COLGALT1	1719.25
COLGALT2	74.75
COLQ	186.75
COMMD1	215.0
COMMD10	177.75
COMMD2	793.0
COMMD3	176.0
COMMD3-BMI1	94.75
COMMD4	481.75
COMMD4P1	1.0
COMMD5	356.75
COMMD6	86.75
COMMD7	537.5
COMMD8	57.5
COMMD9	410.5
COMP	108.75
COMT	634.25
COMTD1	57.0
COP1	614.5
COPA	5097.75
COPB1	2313.5
COPB2	2690.75
COPE	1565.25
COPG1	2543.0
COPG2	485.25
COPRS	125.5
COPS2	1829.0
COPS3	1025.25
COPS4	564.0
COPS5	1286.25
COPS6	693.5
COPS7A	732.75
COPS7B	1714.75
COPS8	480.75
COPS8P2	11.75
COPS9	464.75
COPZ1	647.5
COPZ2	12.75
COQ10A	531.75
COQ10B	1269.75
COQ10BP2	10.25
COQ2	326.75
COQ3	230.25
COQ4	1283.25
COQ5	454.0
COQ6	1330.75
COQ7	133.0
COQ8A	2834.5
COQ8B	206.25
COQ9	306.5
CORIN	193.25
CORO1A	6955.75
CORO1B	690.0
CORO1C	418.5
CORO2A	458.25
CORO6	84.75
CORO7	1791.75
CORO7-PAM16	111.25
CORT	4.25
COTL1	2777.25
COX10	482.25
COX11	2028.0
COX14	318.75
COX15	1592.25
COX16	334.5
COX17	320.75
COX18	970.5
COX19	711.5
COX20	1250.5
COX20P1	2.0
COX20P2	3.0
COX4I1	3869.75
COX4I1P2	2.75
COX5A	1398.5
COX5B	375.5
COX5BP2	4.0
COX5BP3	34.25
COX5BP6	16.75
COX6A1	976.0
COX6A1P2	0.0
COX6A2	0.0
COX6B1	77.5
COX6B1P3	3.75
COX6B1P4	0.25
COX6B1P5	45.25
COX6B2	596.75
COX6C	635.5
COX6CP1	36.75
COX6CP10	2.75
COX6CP17	5.5
COX7A1	12.0
COX7A2	657.75
COX7A2L	371.0
COX7B	58.75
COX7B2	9.75
COX7BP2	4.25
COX7C	2935.75
COX7CP1	2.5
COX8A	551.25
CP	68.5
CPA2	2.75
CPA3	12.25
CPA4	182.25
CPA5	17.0
CPA6	0.5
CPAMD8	233.75
CPB1	17.5
CPD	1942.75
CPEB1	8.25
CPEB2	474.5
CPEB3	210.0
CPEB4	1352.25
CPED1	29.5
CPHL1P	11.25
CPLANE1	342.25
CPLANE2	5.0
CPLX1	13.0
CPLX2	34.0
CPLX3	5.25
CPLX4	5.5
CPM	636.0
CPN2	28.0
CPNE1	2968.5
CPNE2	168.5
CPNE3	576.0
CPNE5	8.5
CPNE6	132.25
CPNE7	83.25
CPNE8	352.5
CPNE9	4.5
CPO	1.0
CPOX	392.25
CPPED1	401.5
CPQ	199.25
CPS1	201.75
CPSF1	4022.25
CPSF1P1	8.5
CPSF2	2347.5
CPSF3	1536.0
CPSF4	1111.0
CPSF6	2259.0
CPSF7	4776.5
CPT1A	440.5
CPT1B	337.5
CPT1C	195.25
CPT2	567.75
CPTP	83.0
CPVL	3.75
CPXM1	7.0
CPXM2	23.0
CR1	615.5
CR1L	0.0
CR2	25.5
CR381653.2	2.75
CR381670.1	11.5
CR382285.1	57.25
CR383656.1	3.5
CR383656.13	225.75
CR383658.2	1.25
CR388220.1	2.25
CR391992.1	10.5
CR392039.2	13.0
CR545473.1	6.75
CR589904.2	3.5
CR753309.1	0.0
CR753818.2	20.0
CR759747.2	5.5
CR759762.1	10.5
CR759763.1	13.5
CR759837.1	0.0
CR759913.1	3.5
CR788268.1	14.5
CR848007.2	9.25
CRABP2	6.75
CRACR2A	911.0
CRACR2B	29.5
CRADD	251.5
CRAMP1	633.0
CRAT	77.0
CRB1	19.75
CRB2	78.75
CRB3	22.5
CRBN	1267.75
CRCP	927.25
CREB1	3594.25
CREB3	326.25
CREB3L1	35.75
CREB3L2	1971.25
CREB3L4	95.25
CREB5	20.25
CREBBP	7325.5
CREBL2	624.75
CREBRF	2144.25
CREBZF	4644.5
CREG1	528.25
CREG2	119.5
CRELD1	232.5
CRELD2	436.5
CREM	1017.5
CRHR2	3.0
CRIM1	664.25
CRIP1	504.5
CRIP2	52.75
CRIP3	6.75
CRIPT	410.0
CRISPLD1	2.5
CRISPLD2	443.0
CRK	559.5
CRKL	6310.0
CRLF1	75.25
CRLF2	33.0
CRLF3	3889.25
CRLS1	368.75
CRMP1	35.25
CRNKL1	1102.75
CRNN	0.0
CROCC	844.5
CROCCP2	918.0
CROCCP3	724.25
CROT	120.25
CRPPA	575.25
CRTAM	288.5
CRTAP	1429.75
CRTC1	838.25
CRTC2	4050.25
CRTC3	4595.5
CRX	742.5
CRY1	424.25
CRY2	518.75
CRYBA1	8.75
CRYBA4	2.25
CRYBB1	0.0
CRYBB2	0.0
CRYBB2P1	1492.75
CRYBG1	2045.75
CRYBG2	226.0
CRYBG3	163.25
CRYGS	45.0
CRYL1	111.75
CRYM-AS1	1112.0
CRYZ	517.0
CRYZL1	1364.5
CRYZL2P	268.75
CRYZP1	28.25
CS	4315.25
CSAD	809.0
CSAG3	2.5
CSDC2	9.0
CSDE1	11024.0
CSE1L	3545.75
CSF1	2099.5
CSF1R	51.25
CSF2	192.0
CSF2RA	521.0
CSF2RB	617.25
CSF3R	94.25
CSGALNACT1	462.75
CSGALNACT2	804.5
CSK	2043.5
CSKMT	244.5
CSMD1	17.0
CSMD2	86.0
CSMD3	236.75
CSNK1A1	7163.5
CSNK1A1P1	14.0
CSNK1D	3182.75
CSNK1E	1629.75
CSNK1G1	1719.5
CSNK1G2	994.5
CSNK1G2P1	15.75
CSNK1G3	940.5
CSNK2A1	5558.75
CSNK2A2	6113.25
CSNK2A3	5.0
CSNK2B	1590.5
CSPG4	6.75
CSPG4P10	6.75
CSPG4P11	6.25
CSPG4P12	513.75
CSPG5	12.0
CSPP1	596.75
CSRNP1	1050.0
CSRNP2	668.75
CSRNP3	9.0
CSRP1	914.5
CSRP2	265.0
CSRP3	2.25
CST3	21.0
CST7	354.75
CSTA	0.0
CSTB	2017.75
CSTF1	1237.75
CSTF2	747.0
CSTF2T	771.75
CSTF3	3142.25
CSTL1	50.25
CT009496.1	1.75
CT009517.1	2.25
CT55	0.0
CT75	13.5
CTAGE1	4.0
CTAGE11P	0.0
CTAGE15	0.0
CTAGE4	13.25
CTAGE6	48.25
CTAGE7P	16.25
CTAGE8	8.75
CTAGE9	10.25
CTBP1	1229.25
CTBP2	293.0
CTBP2P10	5.5
CTBP2P4	0.5
CTBP2P6	0.75
CTBS	594.75
CTC1	1975.5
CTCF	5848.25
CTCFL	358.5
CTDNEP1	2601.5
CTDP1	521.25
CTDSP1	645.5
CTDSP2	4665.75
CTDSPL	57.0
CTDSPL2	1991.25
CTF1	55.0
CTH	133.5
CTHRC1	16.0
CTHRC1P1	6.25
CTIF	191.75
CTLA4	1617.75
CTNNA1	452.75
CTNNA2	33.0
CTNNAL1	30.5
CTNNB1	5608.5
CTNNBIP1	30.25
CTNNBL1	403.75
CTNND1	271.5
CTNND2	7.25
CTNS	278.75
CTPS1	4540.0
CTPS2	81.5
CTR9	2049.5
CTRB1	23.5
CTRC	301.25
CTRL	86.0
CTSA	2194.75
CTSB	1760.5
CTSC	1179.0
CTSD	789.5
CTSE	2.75
CTSF	70.0
CTSH	287.0
CTSK	145.75
CTSL	154.0
CTSLP3	14.0
CTSO	91.0
CTSS	1591.25
CTSV	151.5
CTSW	551.75
CTSZ	102.5
CTTN	862.0
CTTNBP2NL	123.75
CTU1	47.0
CTU2	309.75
CTXND1	43.75
CU151838.2	115.25
CU457734.2	23.5
CU633906.5	0.25
CU639417.1	420.25
CUBN	486.5
CUEDC1	2.5
CUEDC2	130.5
CUL1	1693.75
CUL1P1	0.0
CUL2	986.75
CUL3	1397.25
CUL4A	5636.5
CUL4B	1957.5
CUL5	701.0
CUL7	334.5
CUL9	1235.25
CUTA	459.0
CUTALP	757.5
CUTC	674.0
CUX1	2072.25
CUX2	3.75
CUZD1	17.25
CWC15	1088.25
CWC22	830.75
CWC25	1277.0
CWC27	601.75
CWF19L1	675.5
CWF19L2	1166.75
CX3CL1	141.25
CX3CR1	48.75
CXADR	81.75
CXADRP3	1.0
CXCL10	19.75
CXCL11	9.0
CXCL13	13.0
CXCL14	98.0
CXCL16	482.0
CXCL17	5.5
CXCL2	2.75
CXCL5	1.0
CXCL8	8.5
CXCL9	118.5
CXCR2	52.25
CXCR2P1	2.5
CXCR3	1442.25
CXCR4	8612.75
CXCR5	1078.75
CXCR6	211.25
CXorf21	89.75
CXorf38	2619.75
CXorf49	4.25
CXorf56	926.5
CXorf58	14.25
CXorf65	278.5
CXXC1	853.0
CXXC5	190.0
CYB561	253.25
CYB561A3	913.75
CYB561D1	429.0
CYB561D2	122.5
CYB5A	596.5
CYB5AP2	142.75
CYB5B	1379.5
CYB5D1	646.75
CYB5D2	217.75
CYB5R1	359.5
CYB5R2	153.75
CYB5R3	4577.75
CYB5R4	848.5
CYB5RL	1107.75
CYBA	476.75
CYBB	8.5
CYBC1	1963.0
CYBRD1	239.75
CYC1	370.25
CYCS	7695.75
CYCSP10	9.0
CYCSP2	14.75
CYCSP24	10.0
CYCSP34	5.0
CYCSP38	56.0
CYCSP40	2.5
CYCSP45	10.75
CYCSP52	5.25
CYFIP1	246.5
CYFIP2	18356.25
CYGB	7.0
CYHR1	230.25
CYLC2	80.0
CYLD	5835.0
CYP11A1	29.0
CYP11B1	2.5
CYP17A1	190.5
CYP1A1	0.75
CYP1A2	126.5
CYP1B1	20.75
CYP20A1	1217.75
CYP21A1P	55.0
CYP21A2	14.75
CYP24A1	3.75
CYP26A1	0.0
CYP26C1	2.0
CYP27A1	0.75
CYP27B1	250.25
CYP27C1	272.75
CYP2A6	7.5
CYP2A7	2.0
CYP2AB1P	2.0
CYP2B6	172.0
CYP2B7P	96.5
CYP2C19	97.5
CYP2C8	10.0
CYP2C9	42.5
CYP2D6	253.25
CYP2D7	43.25
CYP2D8P	106.5
CYP2E1	46.75
CYP2F1	20.25
CYP2F2P	18.5
CYP2J2	5.75
CYP2R1	261.25
CYP2S1	1.75
CYP2T1P	367.5
CYP2T3P	6.5
CYP2U1	221.0
CYP2W1	40.5
CYP39A1	0.0
CYP3A4	47.5
CYP3A43	565.5
CYP3A5	1980.25
CYP3A7	22.25
CYP46A1	143.75
CYP4A11	64.0
CYP4A22	9.5
CYP4B1	66.0
CYP4F11	74.5
CYP4F12	17.75
CYP4F22	5.0
CYP4F25P	9.0
CYP4F29P	19.25
CYP4F3	112.0
CYP4F30P	25.0
CYP4F35P	16.75
CYP4F60P	2.0
CYP4F8	320.25
CYP4V2	2084.0
CYP51A1	2367.25
CYP7B1	1.25
CYP8B1	71.75
CYREN	1917.25
CYRIA	14.5
CYRIB	1368.75
CYSLTR1	2300.75
CYSLTR2	97.75
CYSRT1	10.75
CYSTM1	243.25
CYTH1	6014.25
CYTH2	936.5
CYTH3	104.5
CYTH4	1097.5
CYTIP	4884.25
CYTL1	0.0
CYYR1	0.0
CZIB	677.75
D2HGDH	488.25
DAAM1	802.75
DAAM2	238.5
DAB1	11.0
DAB2	51.75
DAB2IP	2.0
DACH1	14.5
DACH2	39.0
DACT1	217.5
DACT3	700.5
DAD1	1275.0
DAG1	897.0
DAGLA	32.0
DAGLB	788.0
DALRD3	627.0
DAND5	675.75
DAP	681.0
DAP3	1382.0
DAP3P1	0.25
DAP3P2	0.75
DAPK1	99.75
DAPK2	523.5
DAPK3	228.5
DAPL1	78.0
DAPP1	821.5
DARS1	1947.0
DARS2	852.0
DAW1	75.75
DAXX	1957.25
DAZAP1	1373.25
DAZAP2	2872.0
DBF4	258.75
DBF4B	628.75
DBF4P1	3.25
DBH	28.5
DBI	661.75
DBIL5P	42.0
DBIL5P2	31.5
DBN1	180.75
DBNDD1	59.75
DBNDD2	31.5
DBNL	1613.5
DBP	493.75
DBR1	1109.0
DBT	2254.25
DCAF1	2070.5
DCAF10	2345.0
DCAF11	855.25
DCAF12	1682.5
DCAF13	1270.25
DCAF13P3	15.25
DCAF15	581.5
DCAF16	1913.25
DCAF17	682.5
DCAF4	344.5
DCAF4L1	27.0
DCAF5	1376.25
DCAF6	353.25
DCAF7	3088.75
DCAF8	1684.25
DCAF8L2	2.25
DCAKD	990.0
DCBLD1	245.75
DCBLD2	120.75
DCC	89.75
DCDC1	325.0
DCDC2	74.75
DCDC2B	100.0
DCHS1	209.5
DCHS2	63.25
DCK	508.25
DCLK1	30.75
DCLK2	16.5
DCLRE1A	263.75
DCLRE1B	930.75
DCLRE1C	579.25
DCLRE1CP1	2.0
DCN	133.25
DCP1A	2353.0
DCP1B	796.75
DCP2	968.0
DCPS	351.75
DCST1	8.0
DCST2	38.0
DCT	6.0
DCTD	648.0
DCTN1	1509.0
DCTN2	1104.5
DCTN3	491.0
DCTN4	1463.75
DCTN5	2436.5
DCTN6	583.75
DCTPP1	767.0
DCUN1D1	2290.25
DCUN1D2	983.75
DCUN1D3	834.75
DCUN1D4	1153.5
DCUN1D5	439.5
DCX	32.75
DCXR	609.75
DDA1	795.75
DDAH1	2.75
DDAH2	29.75
DDB1	7788.0
DDB2	1011.0
DDC	0.25
DDHD1	1893.75
DDHD2	2505.0
DDI2	5270.0
DDIAS	341.0
DDIT3	62.75
DDIT4	2274.0
DDIT4L	1.25
DDN	16.5
DDO	24.0
DDOST	2046.75
DDR1	117.75
DDR2	53.75
DDRGK1	504.0
DDT	206.0
DDTL	312.5
DDTP1	27.25
DDX1	3213.0
DDX10	1850.25
DDX10P1	11.75
DDX11	2184.75
DDX11L1	5.5
DDX11L10	3.75
DDX11L16	6.25
DDX11L2	54.75
DDX11L9	9.25
DDX12P	66.75
DDX17	45476.5
DDX18	6613.75
DDX18P1	77.5
DDX18P4	2.75
DDX18P5	38.75
DDX19A	2897.0
DDX19B	1390.0
DDX20	777.75
DDX21	6575.0
DDX23	1595.25
DDX24	4038.75
DDX25	249.75
DDX27	1558.0
DDX28	160.75
DDX31	650.5
DDX39A	2540.75
DDX39B	11465.75
DDX3P1	20.0
DDX3X	25454.5
DDX3Y	2233.25
DDX4	7.0
DDX41	1503.5
DDX42	3201.5
DDX43	63.25
DDX46	5788.0
DDX47	1801.25
DDX49	382.75
DDX5	19588.25
DDX50	703.25
DDX50P1	286.0
DDX50P2	5.25
DDX51	1802.75
DDX52	1633.75
DDX54	4173.0
DDX55	1910.0
DDX55P1	0.0
DDX56	1706.0
DDX58	355.5
DDX59	369.0
DDX6	10221.5
DDX60	195.25
DDX60L	982.75
DEAF1	957.5
DECR1	291.5
DECR2	163.25
DEDD	902.0
DEDD2	1106.5
DEF6	1944.75
DEF8	366.0
DEFA3	17.0
DEFB109F	1.0
DEFB122	0.0
DEFB133	4.75
DEGS1	2239.0
DEGS2	340.0
DEK	3289.25
DELE1	1245.25
DELEC1	162.5
DENND10	729.25
DENND10P1	2.25
DENND11	2468.5
DENND1A	450.5
DENND1B	622.25
DENND1C	3908.5
DENND2A	342.75
DENND2B	295.25
DENND2C	312.5
DENND2D	2027.25
DENND3	569.5
DENND4A	1368.5
DENND4B	5122.75
DENND4C	823.0
DENND5A	937.5
DENND5B	115.25
DENND6A	975.0
DENND6B	62.5
DENR	1966.5
DEPDC1	8.0
DEPDC1B	103.0
DEPDC4	322.0
DEPDC5	2702.75
DEPDC7	52.25
DEPP1	0.75
DEPTOR	49.0
DERA	104.75
DERL1	4247.25
DERL2	405.75
DERL3	35.25
DERPC	23.75
DESI1	12534.25
DESI2	1351.75
DET1	267.0
DEXI	403.5
DFFA	1849.0
DFFB	709.25
DFFBP1	16.25
DGAT1	1197.75
DGAT2	104.0
DGCR2	451.5
DGCR5	33.5
DGCR6	27.5
DGCR6L	38.75
DGCR8	1714.75
DGKA	28417.0
DGKB	184.5
DGKD	2448.0
DGKE	1844.75
DGKG	32.0
DGKH	1825.0
DGKI	3.5
DGKQ	173.5
DGKZ	1511.25
DGLUCY	747.5
DGUOK	713.25
DHCR24	867.0
DHCR7	298.0
DHDDS	1136.75
DHDH	1.25
DHFR	986.75
DHFR2	335.5
DHH	28.0
DHODH	1406.75
DHPS	667.25
DHRS1	522.0
DHRS11	221.5
DHRS12	164.25
DHRS13	177.75
DHRS2	252.5
DHRS3	798.75
DHRS4	154.0
DHRS4L1	9.5
DHRS4L2	255.25
DHRS7	770.75
DHRS7B	365.0
DHRS9	88.25
DHRSX	437.5
DHTKD1	570.75
DHX15	4913.75
DHX16	1388.25
DHX29	234.25
DHX30	2885.75
DHX32	322.5
DHX33	3381.25
DHX34	487.0
DHX35	876.5
DHX36	1302.5
DHX37	397.0
DHX38	2326.0
DHX40	650.25
DHX40P1	2.0
DHX57	915.5
DHX58	151.25
DHX8	1304.5
DHX9	6762.5
DIABLO	1424.25
DIAPH1	6861.25
DIAPH2	473.5
DIAPH3	656.0
DICER1	9749.0
DIDO1	5169.5
DIMT1	588.25
DIO1	18.5
DIO2	37.75
DIP2A	2843.75
DIP2B	3250.75
DIP2C	201.5
DIPK1A	299.75
DIPK1B	40.75
DIPK1C	0.0
DIPK2A	481.0
DIPK2B	63.25
DIRAS2	388.5
DIRAS3	0.0
DIRC1	97.75
DIS3	4152.25
DIS3L	1116.25
DIS3L2	1296.25
DISC1	833.5
DISP1	85.25
DISP2	587.5
DISP3	16.75
DIXDC1	862.0
DKC1	4319.5
DKK3	47.0
DKK4	1.75
DLAT	1531.25
DLC1	115.75
DLD	1432.25
DLEC1	250.75
DLEU7	27.25
DLG1	1746.0
DLG2	34.5
DLG3	344.75
DLG4	574.5
DLG5	155.0
DLGAP1	46.75
DLGAP3	5.5
DLGAP4	772.25
DLGAP5	64.0
DLK2	217.5
DLL1	13.25
DLL3	18.75
DLST	1956.75
DLSTP1	72.75
DLX3	3.75
DLX4	7.0
DMAC1	338.75
DMAC2	1007.5
DMAC2L	1454.25
DMAP1	631.0
DMBT1L1	58.25
DMBX1	41.5
DMC1	1423.25
DMD	897.5
DMGDH	102.75
DMKN	69.25
DMPK	178.5
DMRT1	11.75
DMRTC1	0.25
DMRTC1B	8.0
DMTF1	5178.5
DMTN	382.0
DMWD	435.25
DMXL1	878.0
DMXL2	321.25
DNA2	305.0
DNAAF1	806.0
DNAAF2	233.75
DNAAF3	6.0
DNAAF4	397.0
DNAAF5	669.75
DNAH1	2079.75
DNAH10	36.25
DNAH11	92.0
DNAH12	53.75
DNAH14	361.0
DNAH17	113.0
DNAH2	140.5
DNAH3	139.25
DNAH5	1.0
DNAH6	42.75
DNAH7	162.25
DNAH8	9.75
DNAH9	123.25
DNAI2	13.0
DNAJA1	8079.25
DNAJA1P2	6.5
DNAJA1P3	3.25
DNAJA2	3502.75
DNAJA3	1906.75
DNAJA4	870.25
DNAJB1	1673.75
DNAJB11	3701.75
DNAJB12	618.5
DNAJB13	95.25
DNAJB14	1481.25
DNAJB1P1	0.25
DNAJB2	688.0
DNAJB4	135.0
DNAJB5	100.25
DNAJB6	1928.75
DNAJB7	126.0
DNAJB8	5.0
DNAJB9	528.75
DNAJC1	304.0
DNAJC10	3276.25
DNAJC11	1574.5
DNAJC12	51.75
DNAJC13	1504.25
DNAJC14	1179.5
DNAJC15	749.75
DNAJC16	1002.5
DNAJC17	326.0
DNAJC18	481.25
DNAJC19	2170.5
DNAJC19P5	103.5
DNAJC19P6	22.75
DNAJC19P7	2.25
DNAJC2	2493.75
DNAJC21	1596.25
DNAJC22	331.0
DNAJC24	618.5
DNAJC25	158.75
DNAJC25-GNG10	168.25
DNAJC27	103.25
DNAJC28	54.75
DNAJC3	2460.5
DNAJC30	208.0
DNAJC4	560.25
DNAJC5	914.75
DNAJC5B	156.75
DNAJC5G	15.0
DNAJC6	113.25
DNAJC7	4776.5
DNAJC8	1235.0
DNAJC9	735.0
DNAL1	1423.0
DNAL4	33.5
DNALI1	34.0
DNASE1	1416.0
DNASE1L1	183.0
DNASE1L2	0.5
DNASE1L3	73.25
DNASE2	209.5
DND1	31.5
DND1P1	9.0
DNER	0.0
DNHD1	1387.0
DNLZ	143.5
DNM1	288.25
DNM1L	2107.5
DNM1P34	19.5
DNM1P46	100.5
DNM1P47	26.75
DNM1P51	56.75
DNM2	2362.25
DNM3	76.0
DNMBP	149.5
DNMT1	4462.0
DNMT3A	6340.0
DNMT3B	39.75
DNMT3L	4.5
DNPEP	1176.75
DNPH1	456.75
DNTTIP1	305.25
DNTTIP2	1413.25
DOC2A	227.25
DOC2B	80.0
DOC2GP	54.0
DOCK1	55.0
DOCK10	15149.5
DOCK11	729.25
DOCK2	1554.75
DOCK3	139.25
DOCK4	66.75
DOCK5	2971.25
DOCK6	114.75
DOCK7	3283.5
DOCK8	5536.5
DOCK8-AS1	217.75
DOCK9	1854.25
DOHH	122.25
DOK1	231.25
DOK2	416.0
DOK3	78.0
DOK4	84.0
DOK5	16.75
DOK6	643.25
DOK7	8.5
DOLK	175.5
DOLPP1	169.5
DONSON	445.25
DOP1A	619.25
DOP1B	930.0
DOT1L	1136.25
DPAGT1	885.5
DPCD	59.5
DPEP2	938.5
DPEP2NB	0.0
DPEP3	27.0
DPF1	185.75
DPF2	1346.0
DPF3	22.0
DPH1	2045.5
DPH2	838.25
DPH3	261.25
DPH5	500.0
DPH6	265.75
DPH7	315.75
DPM1	169.0
DPM2	834.5
DPM3	54.0
DPP10	25.0
DPP3	891.5
DPP4	1362.5
DPP6	31.25
DPP7	686.25
DPP8	1535.0
DPP9	1581.5
DPPA2	0.0
DPPA2P1	2.5
DPPA3	1.0
DPPA3P2	0.0
DPPA4	456.25
DPPA5P1	2.25
DPPA5P4	0.0
DPRX	3.0
DPRXP1	13.75
DPRXP2	66.0
DPRXP3	16.5
DPRXP4	3.25
DPY19L1	287.5
DPY19L1P1	147.0
DPY19L2	71.0
DPY19L2P1	38.25
DPY19L2P2	1153.75
DPY19L2P3	3.75
DPY19L2P4	1.25
DPY19L3	1581.5
DPY19L4	775.75
DPY30	378.0
DPYD	1425.75
DPYSL2	1706.5
DPYSL4	54.5
DPYSL5	90.0
DQX1	132.0
DR1	6756.75
DRAM1	288.5
DRAM2	133.75
DRAP1	114.25
DRAXIN	333.75
DRC3	99.75
DRC7	0.0
DRD3	4.0
DRD4	3.0
DRG1	1079.5
DRG1P1	24.0
DRG2	541.75
DRICH1	20.25
DROSHA	1463.0
DRP2	6.0
DSC1	64.0
DSC2	218.25
DSC3	30.75
DSCAML1	3.0
DSCC1	156.5
DSE	98.25
DSEL	143.25
DSG2	70.5
DSG3	212.75
DSN1	272.25
DSP	10.25
DST	1579.5
DSTN	405.75
DSTNP1	25.0
DSTNP2	60.5
DSTYK	1225.0
DTD1	1409.5
DTD2	1155.0
DTHD1	63.75
DTL	1775.25
DTNA	168.75
DTNB	264.75
DTNBP1	546.5
DTWD1	390.75
DTWD2	668.5
DTX1	269.25
DTX2	382.75
DTX2P1	392.0
DTX3	284.75
DTX3L	2780.75
DTX4	9.75
DTYMK	701.75
DUOX1	660.5
DUOX2	4.0
DUOXA2	0.0
DUS1L	1405.5
DUS2	261.5
DUS3L	513.0
DUS4L	140.5
DUSP1	1953.5
DUSP10	378.0
DUSP11	1756.5
DUSP12	219.75
DUSP14	180.5
DUSP16	5347.0
DUSP18	399.0
DUSP19	674.5
DUSP2	1454.5
DUSP22	574.25
DUSP23	72.25
DUSP26	0.0
DUSP28	751.5
DUSP3	676.25
DUSP4	2892.75
DUSP5	378.75
DUSP6	774.75
DUSP7	1593.75
DUSP8	246.5
DUSP8P5	168.75
DUSP9	5.25
DUT	496.75
DUTP1	4.25
DUTP2	9.75
DUTP6	6.5
DUTP7	2.5
DUTP8	0.0
DUX4	36.25
DUX4L27	1.25
DUX4L37	1.5
DUX4L50	2.0
DUXA	18.0
DUXAP1	3.0
DUXAP7	51.0
DUXAP9	68.25
DUXB	20.5
DVL1	270.75
DVL2	369.5
DVL3	1144.75
DXO	360.75
DYDC1	157.75
DYDC2	63.75
DYM	1243.75
DYNAP	81.5
DYNC1H1	13358.0
DYNC1I1	22.75
DYNC1I2	1718.25
DYNC1LI1	1063.75
DYNC1LI2	1093.25
DYNC2H1	40.0
DYNC2LI1	563.25
DYNLL1	990.75
DYNLL1P4	0.5
DYNLL2	3559.75
DYNLRB1	546.25
DYNLRB2	0.0
DYNLT1	1252.5
DYNLT3	554.25
DYNLT3P2	0.25
DYRK1A	6252.5
DYRK1B	80.25
DYRK2	7836.5
DYRK3	69.25
DYRK4	163.0
DYSF	4.0
DZANK1	450.75
DZIP1	35.75
DZIP3	305.75
E2F1	459.25
E2F2	277.25
E2F3	758.25
E2F3P1	78.5
E2F3P2	991.5
E2F4	1767.25
E2F5	696.25
E2F6	325.25
E2F7	53.0
E2F8	31.5
E4F1	314.25
EAF1	1139.5
EAF2	54.25
EAPP	634.75
EARS2	469.75
EBAG9	509.75
EBAG9P1	13.75
EBF1	1.0
EBF2	66.25
EBF4	12.5
EBI3	37.75
EBLN2	991.25
EBNA1BP2	4075.5
EBP	230.75
EBPL	1684.5
ECD	1433.5
ECE1	2962.75
ECEL1	0.0
ECH1	2171.25
ECHDC1	1326.75
ECHDC2	2270.75
ECHDC3	11.0
ECHS1	257.0
ECI1	113.0
ECI2	393.25
ECM1	14.5
ECM2	190.75
ECPAS	2389.25
ECRG4	12.75
ECSCR	8.75
ECSIT	202.75
ECT2	612.25
ECT2L	12.5
EDA	60.25
EDA2R	5.25
EDAR	198.75
EDARADD	108.0
EDC3	960.5
EDC4	1553.0
EDDM13	29.75
EDDM3CP	17.25
EDEM1	4571.25
EDEM2	198.0
EDEM3	1530.5
EDF1	1314.5
EDN1	7.0
EDN3	11.5
EDNRB	5.25
EDRF1	835.75
EEA1	913.5
EED	2945.5
EEF1A1	112645.25
EEF1A1P1	2.0
EEF1A1P10	31.75
EEF1A1P11	30.25
EEF1A1P12	40.0
EEF1A1P13	33.75
EEF1A1P14	58.25
EEF1A1P15	1.75
EEF1A1P16	6.5
EEF1A1P17	3.5
EEF1A1P19	30.0
EEF1A1P2	1.0
EEF1A1P20	0.0
EEF1A1P21	1.0
EEF1A1P22	10.5
EEF1A1P24	13.0
EEF1A1P25	13.25
EEF1A1P26	2.25
EEF1A1P27	0.5
EEF1A1P28	5.5
EEF1A1P29	3.75
EEF1A1P3	53.0
