GeneName	CD4_mean
HYI	197.25
HYKK	911.0
HYLS1	190.5
HYOU1	4651.5
HYPK	1402.75
IAH1	1289.25
IAPP	2149.0
IARS1	5071.0
IARS2	1076.75
IARS2P1	114.25
IBA57	1215.25
IBTK	1320.0
ICA1	131.75
ICA1L	745.75
ICAM1	1371.5
ICAM2	754.5
ICAM3	1490.0
ICAM4	134.25
ICAM5	9.25
ICE1	2394.5
ICE2	4137.5
ICMT	2376.75
ICOS	8707.0
ICOSLG	551.0
ID1	0.0
ID2	2022.0
ID3	72.5
IDE	1525.5
IDH1	158.5
IDH2	791.75
IDH3A	1218.0
IDH3B	1330.75
IDH3G	891.5
IDI1	4110.75
IDI2	33.75
IDNK	264.5
IDO1	21.0
IDO2	333.75
IDS	3286.75
IDSP1	0.0
IDUA	288.0
IER2	963.75
IER3	7668.5
IER3IP1	474.0
IER5	502.5
IER5L	7.0
IFFO1	505.25
IFFO2	1806.5
IFI16	3264.25
IFI27	73.5
IFI27L1	35.75
IFI27L2	78.75
IFI30	220.0
IFI35	305.25
IFI44	231.0
IFI44L	229.25
IFI6	281.25
IFIH1	549.75
IFIT1	190.25
IFIT1B	3.0
IFIT1P1	12.0
IFIT2	82.75
IFIT3	405.75
IFIT5	258.5
IFIT6P	1.0
IFITM1	1011.75
IFITM10	1.25
IFITM2	4432.0
IFITM3	160.0
IFITM3P1	0.25
IFITM3P2	1.75
IFITM3P3	26.0
IFITM3P5	17.25
IFITM3P6	234.5
IFITM3P7	0.0
IFITM3P8	3.0
IFITM3P9	3.25
IFITM4P	1.75
IFITM5	17.0
IFITM9P	4.0
IFNA20P	4.75
IFNAR1	1078.5
IFNAR2	1407.25
IFNB1	0.0
IFNG	2266.0
IFNGR1	315.25
IFNGR2	224.5
IFNL1	0.5
IFNL3P1	4.75
IFNLR1	210.0
IFNW1	3.5
IFRD1	867.5
IFRD2	712.75
IFT122	597.25
IFT140	90.75
IFT172	515.0
IFT20	832.5
IFT22	1307.0
IFT27	250.75
IFT43	104.5
IFT46	320.5
IFT52	127.0
IFT57	327.5
IFT74	411.0
IFT80	1029.5
IFT81	477.5
IFT88	379.0
IFTAP	25.75
IGBP1	655.5
IGBP1P1	11.0
IGDCC3	59.75
IGDCC4	32.75
IGF1	226.0
IGF1R	498.0
IGF2	1435.0
IGF2BP1	75.5
IGF2BP2	52.25
IGF2BP3	218.0
IGF2R	2390.5
IGFALS	3.25
IGFBP2	103.75
IGFBP3	21.5
IGFBP4	316.0
IGFBP6	0.0
IGFBP7	8.5
IGFL2	40.0
IGFL4	115.5
IGFLR1	326.5
IGHA1	2622.75
IGHA2	156.75
IGHD	13.75
IGHE	8.0
IGHEP2	106.0
IGHG1	59.5
IGHG2	174.5
IGHG3	34.5
IGHG4	4.75
IGHGP	2.25
IGHJ1	0.0
IGHJ2	0.75
IGHJ3	2.0
IGHJ4	2.5
IGHJ5	2.0
IGHJ6	2.0
IGHM	308.0
IGHMBP2	308.0
IGHV1-12	0.0
IGHV1-18	10.0
IGHV1-2	9.0
IGHV1-24	3.0
IGHV1-3	40.25
IGHV1-45	0.25
IGHV1-46	6.25
IGHV1-69	5.25
IGHV1-69-2	0.25
IGHV1-69D	0.5
IGHV1OR15-1	49.25
IGHV1OR16-1	0.0
IGHV1OR16-3	0.25
IGHV2-5	9.0
IGHV2-70	2.5
IGHV2-70D	0.5
IGHV3-11	2.75
IGHV3-13	1.0
IGHV3-15	2.5
IGHV3-19	0.25
IGHV3-20	0.0
IGHV3-21	7.25
IGHV3-23	11.25
IGHV3-25	0.0
IGHV3-30	1.25
IGHV3-33	3.75
IGHV3-35	2.75
IGHV3-36	10.5
IGHV3-37	9.0
IGHV3-41	0.0
IGHV3-42	2.5
IGHV3-43	0.25
IGHV3-48	4.75
IGHV3-49	2.75
IGHV3-53	1.5
IGHV3-6	0.0
IGHV3-60	0.0
IGHV3-62	0.25
IGHV3-63	3.5
IGHV3-64	2.25
IGHV3-64D	0.5
IGHV3-66	0.0
IGHV3-69-1	3.25
IGHV3-7	4.5
IGHV3-71	0.25
IGHV3-72	1.25
IGHV3-73	3.5
IGHV3-74	24.75
IGHV3OR16-10	0.25
IGHV3OR16-13	0.25
IGHV3OR16-6	0.0
IGHV3OR16-9	0.0
IGHV4-28	1.5
IGHV4-31	0.75
IGHV4-34	15.75
IGHV4-39	0.25
IGHV4-4	1.25
IGHV4-55	0.5
IGHV4-59	14.25
IGHV4-61	2.5
IGHV5-10-1	6.25
IGHV5-51	9.75
IGHV6-1	1.5
IGHV7-27	0.25
IGHV7-4-1	2.0
IGHVII-44-2	0.0
IGHVIII-11-1	2.25
IGHVIII-67-4	0.0
IGIP	176.0
IGKC	585.0
IGKV1-12	4.75
IGKV1-16	2.75
IGKV1-17	6.0
IGKV1-27	2.25
IGKV1-37	0.0
IGKV1-39	20.0
IGKV1-5	25.0
IGKV1-6	4.5
IGKV1-9	4.25
IGKV1D-13	1.0
IGKV1D-17	0.25
IGKV1D-33	5.25
IGKV1D-35	0.0
IGKV1D-37	0.25
IGKV1D-39	4.0
IGKV1D-8	0.0
IGKV1OR2-108	0.0
IGKV1OR2-9	0.0
IGKV1OR22-5	0.0
IGKV2-18	0.0
IGKV2-24	1.0
IGKV2-30	3.5
IGKV2D-28	9.25
IGKV2D-29	0.25
IGKV2D-30	3.75
IGKV2D-40	0.0
IGKV3-11	19.75
IGKV3-15	21.75
IGKV3-20	63.75
IGKV3-7	3.5
IGKV3D-11	8.75
IGKV3D-15	2.25
IGKV3D-20	7.75
IGKV3D-7	7.75
IGKV3OR2-268	1.5
IGKV4-1	17.75
IGKV6-21	0.5
IGKV6D-21	0.0
IGKV7-3	0.0
IGLC1	17.5
IGLC2	539.0
IGLC3	195.25
IGLC6	0.0
IGLC7	5.75
IGLJ2	0.5
IGLJ3	0.5
IGLL3P	1.0
IGLL5	314.5
IGLON5	4.5
IGLV1-36	0.75
IGLV1-40	37.5
IGLV1-41	0.5
IGLV1-44	21.0
IGLV1-47	12.0
IGLV1-50	2.75
IGLV1-51	5.75
IGLV10-54	0.25
IGLV2-11	25.5
IGLV2-14	59.5
IGLV2-18	5.75
IGLV2-23	24.0
IGLV2-33	0.0
IGLV2-5	0.25
IGLV2-8	34.0
IGLV3-1	10.0
IGLV3-10	5.75
IGLV3-12	1.0
IGLV3-16	0.0
IGLV3-19	10.25
IGLV3-21	9.5
IGLV3-25	2.75
IGLV3-27	0.75
IGLV3-9	3.75
IGLV4-60	1.25
IGLV4-69	2.0
IGLV5-37	1.0
IGLV5-45	0.25
IGLV5-48	1.75
IGLV5-52	40.0
IGLV6-57	19.75
IGLV7-43	8.25
IGLV7-46	0.25
IGLV8-61	7.75
IGLV9-49	0.75
IGLVI-70	0.0
IGSF1	30.75
IGSF10	34.0
IGSF11	41.75
IGSF22	9.75
IGSF3	164.0
IGSF5	8.75
IGSF6	317.5
IGSF8	504.75
IGSF9	3.0
IGSF9B	475.0
IHH	2.75
IK	4050.5
IKBIP	791.5
IKBKB	2406.25
IKBKE	998.75
IKBKG	248.25
IKZF1	16666.5
IKZF2	1921.5
IKZF3	16682.0
IKZF4	861.75
IKZF5	1169.75
IL10	3311.25
IL10RA	5342.25
IL10RB	579.5
IL11	197.75
IL11RA	1224.75
IL12A	17.0
IL12B	10.0
IL12RB1	1028.75
IL12RB2	3683.25
IL13	383.25
IL13RA1	55.0
IL15	567.25
IL15RA	685.5
IL16	3291.25
IL17A	47.5
IL17B	27.25
IL17C	3.25
IL17D	50.75
IL17F	89.25
IL17RA	4278.25
IL17RB	141.25
IL17RC	83.25
IL17RD	214.0
IL17RE	101.0
IL18	73.25
IL18BP	1701.0
IL18R1	444.25
IL18RAP	141.25
IL19	2.5
IL1A	84.75
IL1B	19.0
IL1R1	1477.5
IL1R2	157.75
IL1RAP	641.0
IL1RL1	53.25
IL1RL2	10.5
IL1RN	66.0
IL2	4143.5
IL20RB	72.5
IL21	7.25
IL21R	2002.5
IL22	81.0
IL22RA2	0.0
IL23A	100.75
IL23R	329.5
IL24	626.5
IL26	15.75
IL27	4.25
IL27RA	2039.75
IL2RA	17695.5
IL2RB	6636.75
IL2RG	12054.5
IL3	152.75
IL31	16.75
IL31RA	1.5
IL32	5018.25
IL33	2.75
IL34	2.5
IL36A	1.25
IL36G	0.0
IL3RA	159.5
IL4	62.0
IL4I1	341.75
IL4R	4200.0
IL5	401.0
IL5RA	72.5
IL6	23.25
IL6R	2886.5
IL6ST	16351.75
IL7	15.25
IL7R	9067.5
IL9	1497.0
IL9R	24.5
IL9RP3	37.75
ILDR1	19.0
ILDR2	613.0
ILF2	3438.5
ILF3	13214.0
ILK	618.5
ILKAP	1032.5
ILRUN	1901.25
ILVBL	433.5
IMMP1L	377.0
IMMP1LP1	2.5
IMMP1LP2	2.5
IMMP2L	235.5
IMMT	2603.75
IMP3	441.0
IMP4	2040.5
IMPA1	368.25
IMPA2	352.25
IMPACT	232.5
IMPAD1	1740.75
IMPDH1	446.5
IMPDH1P10	1.0
IMPDH1P8	7.25
IMPDH2	1599.25
IMPG2	138.25
INA	3.75
INAFM1	52.75
INAFM2	118.5
INAVA	230.75
INCA1	98.5
INCENP	374.25
INF2	810.5
ING1	389.0
ING2	131.0
ING3	426.25
ING4	111.0
ING5	1053.25
INGX	98.5
INHBA	32.0
INHBC	9.25
INHBE	75.0
INHCAP	2.0
INIP	843.75
INKA1	12.5
INKA2	125.5
INMT	234.75
INMT-MINDY4	2.75
INO80	1902.0
INO80B	898.75
INO80B-WBP1	147.5
INO80C	682.25
INO80D	2564.5
INO80E	289.75
INPP1	102.75
INPP4A	3424.25
INPP4B	11354.25
INPP5A	163.0
INPP5B	1096.75
INPP5D	2483.25
INPP5E	414.5
INPP5F	1103.25
INPP5K	769.75
INPPL1	1656.75
INSC	16.25
INSIG1	732.75
INSIG2	323.0
INSL3	62.0
INSL4	3.5
INSL6	134.5
INSM1	157.0
INSR	212.25
INSYN1	105.75
INSYN2A	0.25
INSYN2B	125.25
INTS1	902.5
INTS10	1294.0
INTS11	1444.0
INTS12	238.25
INTS13	455.75
INTS14	606.0
INTS2	1402.0
INTS3	2168.5
INTS4	2707.25
INTS4P1	30.75
INTS4P2	140.25
INTS5	175.5
INTS6	7115.5
INTS6L	484.5
INTS7	691.75
INTS8	1556.5
INTS9	550.0
INTU	1613.25
INVS	355.0
IP6K1	1242.75
IP6K2	1027.25
IPCEF1	1450.25
IPMK	412.25
IPO11	1394.25
IPO13	479.5
IPO4	3227.0
IPO5	7057.75
IPO5P1	203.25
IPO7	5647.75
IPO8	2067.75
IPO8P1	39.75
IPO9	3597.25
IPP	380.5
IPPK	694.25
IQANK1	266.75
IQCA1	2.75
IQCB1	785.25
IQCC	239.5
IQCD	4.25
IQCE	446.0
IQCF1	6.0
IQCF2	2.5
IQCF3	0.0
IQCG	243.75
IQCH	65.5
IQCJ-SCHIP1	4.25
IQCK	131.5
IQCM	158.0
IQCN	203.5
IQGAP1	8474.0
IQGAP2	3172.5
IQGAP3	2.25
IQSEC1	1849.0
IQSEC2	105.75
IQSEC3	182.75
IQUB	6.5
IRAK1	1180.5
IRAK1BP1	685.75
IRAK2	187.0
IRAK3	71.5
IRAK4	1392.0
IREB2	2955.0
IRF1	6132.0
IRF2	1552.75
IRF2BP1	61.0
IRF2BP2	7140.25
IRF2BPL	231.0
IRF3	1797.0
IRF4	37983.0
IRF5	257.75
IRF6	101.5
IRF7	207.0
IRF8	7023.75
IRF9	2225.0
IRGM	87.75
IRGQ	2301.0
IRS1	318.0
IRS2	561.0
IRS3P	248.75
IRX2	3.75
ISCA1	764.5
ISCA2	728.25
ISCA2P1	1.0
ISCU	619.75
ISG15	77.75
ISG20	802.5
ISG20L2	3316.5
ISL1	2.25
ISLR2	82.5
ISM1	70.25
ISM2	0.0
ISOC1	429.0
ISOC2	112.25
IST1	2320.5
ISY1	1490.5
ISY1-RAB43	0.0
ISYNA1	147.25
ITCH	1912.5
ITFG1	464.25
ITFG2	1984.25
ITGA1	369.5
ITGA10	523.25
ITGA11	258.25
ITGA2	268.0
ITGA2B	47.5
ITGA3	544.25
ITGA4	3865.75
ITGA5	740.0
ITGA6	2997.25
ITGA7	6.0
ITGA8	32.25
ITGA9	52.5
ITGAD	22.0
ITGAE	172.25
ITGAL	9171.0
ITGAM	206.5
ITGAV	184.5
ITGAX	201.5
ITGB1	2912.0
ITGB1BP1	442.75
ITGB1BP2	80.5
ITGB2	2657.0
ITGB3	4.0
ITGB3BP	141.0
ITGB4	20.0
ITGB5	141.5
ITGB6	0.25
ITGB7	3692.25
ITGB8	659.25
ITGBL1	9.25
ITIH1	24.75
ITIH2	18.5
ITIH3	11.5
ITIH4	163.25
ITIH5	328.75
ITIH6	0.75
ITK	8149.25
ITLN1	0.0
ITM2A	1199.5
ITM2B	2571.5
ITM2BP1	3.75
ITM2C	242.0
ITPA	672.5
ITPK1	867.25
ITPKB	1561.75
ITPKC	67.5
ITPR1	3258.75
ITPR2	3720.0
ITPR3	1954.0
ITPRID1	10.0
ITPRID2	780.5
ITPRIP	481.5
ITPRIPL1	825.0
ITPRIPL2	340.0
ITSN1	313.75
ITSN2	5048.0
IVD	886.0
IVNS1ABP	2903.5
IWS1	1568.0
IYD	426.75
IZUMO1	200.75
IZUMO2	235.5
IZUMO4	28.5
JADE1	1824.5
JADE2	1986.5
JADE3	30.25
JAG1	74.75
JAG2	110.25
JAGN1	115.75
JAK1	7274.5
JAK2	702.5
JAK3	4314.0
JAKMIP1	99.25
JAKMIP2	245.25
JAKMIP3	20.5
JAM2	176.25
JAM3	623.5
JAML	2395.5
JARID2	2191.75
JAZF1	414.75
JCAD	35.25
JCHAIN	148.5
JDP2	40.25
JHY	202.0
JKAMP	1601.75
JMJD1C	2153.25
JMJD4	161.0
JMJD6	1169.75
JMJD7	89.0
JMJD7-PLA2G4B	748.25
JMJD8	218.75
JMY	1253.75
JOSD1	2062.5
JOSD2	194.0
JPH1	0.5
JPH3	22.0
JPH4	13.0
JPT1	477.75
JPT2	1577.0
JRK	984.25
JRKL	196.5
JSRP1	0.75
JTB	716.0
JTBP1	19.25
JUN	1192.75
JUNB	11853.75
JUND	1886.75
JUP	57.0
KALRN	330.5
KANK1	502.25
KANK2	394.25
KANK3	32.25
KANK4	0.0
KANSL1	9039.5
KANSL1L	407.5
KANSL2	1026.25
KANSL3	1813.5
KANTR	638.5
KARS1	4155.75
KARS1P1	81.5
KARS1P3	0.75
KAT14	499.25
KAT2A	987.0
KAT2B	1057.5
KAT5	541.75
KAT6A	7691.0
KAT6B	5321.5
KAT7	3177.5
KAT8	329.75
KATNA1	440.0
KATNAL1	551.75
KATNAL2	170.25
KATNB1	176.75
KATNBL1	808.5
KATNBL1P3	2.75
KATNBL1P6	3.25
KAZALD1	2.75
KAZN	130.5
KBTBD11	203.25
KBTBD12	154.5
KBTBD2	1741.5
KBTBD3	12.5
KBTBD4	338.5
KBTBD6	419.5
KBTBD7	85.75
KBTBD8	247.0
KC877373.1	0.0
KCMF1	1712.0
KCNA1	4.5
KCNA2	104.75
KCNA3	1603.25
KCNA6	5.25
KCNA7	166.75
KCNAB1	101.5
KCNAB2	1447.5
KCNAB3	1085.0
KCNB1	1072.0
KCNC1	110.25
KCNC2	45.5
KCNC3	174.0
KCNC4	1512.0
KCND1	47.75
KCND3	92.5
KCNE1	138.5
KCNE2	0.0
KCNE3	109.5
KCNE4	188.0
KCNE5	11.25
KCNG1	125.25
KCNG3	12.75
KCNG4	130.25
KCNH2	46.75
KCNH3	62.5
KCNH4	63.5
KCNH5	9.5
KCNH6	34.75
KCNH8	2.5
KCNIP2	42.25
KCNIP3	2.5
KCNIP4	54.0
KCNJ1	53.75
KCNJ10	70.25
KCNJ11	64.75
KCNJ13	184.75
KCNJ14	105.25
KCNJ15	175.0
KCNJ16	316.5
KCNJ2	24.0
KCNJ3	275.25
KCNJ5	134.5
KCNJ6	174.0
KCNJ9	150.25
KCNK1	15.0
KCNK10	214.25
KCNK12	53.25
KCNK15	20.5
KCNK17	3.25
KCNK2	17.25
KCNK3	109.75
KCNK5	193.5
KCNK6	1198.0
KCNK7	3.0
KCNMA1	35.25
KCNMB1	216.25
KCNMB2	3.0
KCNMB3	105.0
KCNMB4	80.25
KCNN1	124.0
KCNN2	377.5
KCNN3	110.25
KCNN4	377.75
KCNQ1	215.5
KCNQ3	66.0
KCNQ4	24.25
KCNQ5	259.0
KCNRG	248.5
KCNS1	66.75
KCNT1	45.75
KCNV1	172.5
KCNV2	10.0
KCP	150.75
KCTD1	121.5
KCTD10	1948.5
KCTD11	63.0
KCTD12	723.5
KCTD13	1536.75
KCTD14	4.25
KCTD15	365.75
KCTD16	0.0
KCTD17	291.0
KCTD18	596.0
KCTD19	209.0
KCTD2	341.0
KCTD20	2186.25
KCTD21	368.0
KCTD3	77.25
KCTD4	43.75
KCTD5	502.25
KCTD6	368.75
KCTD7	555.75
KCTD9	1024.5
KCTD9P1	1.5
KCTD9P4	7.25
KCTD9P5	21.25
KDELC1P1	21.0
KDELR1	745.0
KDELR2	1692.25
KDELR3	103.75
KDF1	12.25
KDM1A	1257.5
KDM1B	626.75
KDM2A	4071.75
KDM2B	1205.75
KDM3A	3063.5
KDM3B	2265.5
KDM4A	599.5
KDM4B	773.5
KDM4C	1742.5
KDM4D	24.0
KDM4E	0.25
KDM5A	3785.25
KDM5B	3724.25
KDM5C	4458.75
KDM5D	796.75
KDM6A	1204.75
KDM6B	6937.25
KDM7A	2446.5
KDM8	156.0
KDR	0.0
KDSR	916.5
KEAP1	541.75
KEL	6.0
KF455155.1	2.75
KHDC1	338.75
KHDC4	756.25
KHDRBS1	5001.0
KHDRBS2	1.0
KHDRBS3	17.25
KHK	29.25
KHNYN	2428.25
KHSRP	2310.25
KIAA0040	1007.75
KIAA0100	5130.0
KIAA0232	858.25
KIAA0319	15.75
KIAA0319L	2312.25
KIAA0355	1552.75
KIAA0408	9.25
KIAA0513	555.5
KIAA0556	470.25
KIAA0586	759.0
KIAA0753	468.0
KIAA0825	183.0
KIAA0895	137.75
KIAA0895L	695.25
KIAA0930	1221.5
KIAA1109	2243.0
KIAA1143	1531.75
KIAA1143P1	56.5
KIAA1191	1996.0
KIAA1210	27.75
KIAA1211L	2.0
KIAA1217	97.0
KIAA1257	518.0
KIAA1324	734.25
KIAA1324L	104.75
KIAA1328	16559.5
KIAA1522	55.5
KIAA1549	104.0
KIAA1549L	8.75
KIAA1586	189.5
KIAA1614	346.5
KIAA1671	448.5
KIAA1755	18.25
KIAA1841	550.5
KIAA1958	695.75
KIAA2012	382.75
KIAA2013	431.25
KIAA2026	1448.0
KIDINS220	2484.5
KIF11	299.25
KIF13A	103.75
KIF13B	637.5
KIF14	97.25
KIF15	227.25
KIF16B	608.0
KIF17	12.5
KIF18A	156.25
KIF18B	281.25
KIF19	23.0
KIF1A	119.0
KIF1B	1902.25
KIF1C	1525.75
KIF20A	21.0
KIF20B	820.0
KIF21A	1971.0
KIF21B	2732.5
KIF22	1358.0
KIF23	252.75
KIF24	175.25
KIF25	29.75
KIF26B	31.25
KIF27	234.25
KIF28P	14.75
KIF2A	3356.75
KIF2C	51.0
KIF3A	549.75
KIF3B	2614.25
KIF3C	551.5
KIF4A	94.5
KIF4B	3.5
KIF4CP	15.25
KIF5A	53.0
KIF5B	2186.25
KIF5C	932.0
KIF6	377.75
KIF7	11.25
KIF9	52.25
KIFAP3	276.5
KIFBP	465.5
KIFC1	177.25
KIFC2	72.75
KIFC3	106.25
KIN	548.25
KIR2DL3	1.0
KIR2DL4	0.25
KIR2DS4	0.0
KIR3DL1	1.5
KIR3DL2	42.0
KIR3DS1	0.0
KIR3DX1	807.75
KIRREL2	8.25
KIRREL3	155.75
KISS1R	18.0
KIT	25.5
KIZ	288.25
KL	7.5
KLB	270.25
KLC1	3643.0
KLC2	370.25
KLC3	195.0
KLC4	415.75
KLF1	2.5
KLF10	407.0
KLF11	272.0
KLF12	1957.0
KLF13	1704.75
KLF16	485.5
KLF17	21.25
KLF17P1	1.25
KLF2	3434.5
KLF2P2	2.25
KLF2P4	38.25
KLF3	3958.5
KLF3P1	28.25
KLF4	7.75
KLF4P1	25.5
KLF5	450.75
KLF6	2558.75
KLF7	2662.75
KLF7P1	9.0
KLF8	671.25
KLF9	953.75
KLHDC1	264.0
KLHDC10	842.75
KLHDC2	1233.25
KLHDC3	217.5
KLHDC4	2207.75
KLHDC7B	557.25
KLHDC8A	5.0
KLHDC8B	11.25
KLHDC9	15.0
KLHL10	39.0
KLHL11	898.75
KLHL12	407.25
KLHL13	2.0
KLHL15	818.0
KLHL17	166.75
KLHL18	402.0
KLHL2	786.5
KLHL20	575.0
KLHL21	2300.75
KLHL22	364.0
KLHL23	150.75
KLHL24	1586.5
KLHL25	122.0
KLHL26	343.5
KLHL28	641.5
KLHL29	330.0
KLHL2P1	1.25
KLHL3	895.0
KLHL30	45.5
KLHL31	10.5
KLHL32	36.0
KLHL33	211.25
KLHL34	30.25
KLHL35	300.75
KLHL36	1540.0
KLHL4	2.75
KLHL41	2.5
KLHL42	1389.5
KLHL5	576.0
KLHL6	3796.25
KLHL7	645.5
KLHL8	2172.75
KLHL9	453.75
KLK1	14.75
KLK10	375.75
KLK11	137.75
KLK13	0.0
KLK14	12.5
KLK2	17.75
KLK4	5.25
KLK7	63.75
KLK8	0.0
KLKB1	39.75
KLKP1	2.75
KLLN	136.5
KLRA1P	44.75
KLRB1	365.0
KLRC1	64.5
KLRC2	5.0
KLRC3	4.25
KLRC4	4.5
KLRC4-KLRK1	49.75
KLRD1	701.75
KLRF1	3.0
KLRF2	0.0
KLRG1	686.0
KLRG2	4.0
KLRK1	527.25
KMO	58.25
KMT2A	17277.0
KMT2B	1186.75
KMT2C	7443.75
KMT2D	6442.75
KMT2E	4852.75
KMT5A	1270.75
KMT5B	3435.5
KMT5C	255.75
KNG1	1.0
KNL1	488.0
KNOP1	1002.0
KNOP1P2	169.75
KNOP1P4	40.0
KNSTRN	330.25
KNTC1	1792.0
KPNA1	1435.25
KPNA2	873.0
KPNA2P3	44.0
KPNA3	1706.0
KPNA4	6467.75
KPNA5	3651.75
KPNA6	2428.75
KPNB1	6644.0
KPTN	75.25
KRAS	1088.0
KRBA1	185.0
KRBA2	167.75
KRBOX1	2.25
KRBOX4	263.75
KRCC1	369.25
KREMEN1	406.5
KREMEN2	9.25
KRI1	2673.5
KRIT1	1127.0
KRR1	840.0
KRR1P1	17.0
KRT1	25.25
KRT10	42.75
KRT13	0.0
KRT15	82.5
KRT16	0.0
KRT17P5	3.75
KRT17P8	41.25
KRT18	100.25
KRT18P14	5.25
KRT18P15	48.75
KRT18P18	0.0
KRT18P19	3.5
KRT18P26	0.75
KRT18P31	57.0
KRT18P34	3.75
KRT18P37	9.5
KRT18P39	176.75
KRT18P4	28.0
KRT18P5	17.75
KRT18P51	2.25
KRT18P52	10.5
KRT18P55	2.0
KRT18P57	294.75
KRT18P59	38.0
KRT18P61	4.0
KRT18P63	9.75
KRT18P7	22.0
KRT19	0.0
KRT2	7.25
KRT4	0.0
KRT42P	100.5
KRT6A	0.0
KRT7	0.25
KRT72	21.0
KRT73	41.75
KRT78	0.0
KRT8	248.25
KRT80	4.0
KRT81	0.0
KRT83	0.0
KRT85	0.0
KRT86	0.0
KRT89P	0.0
KRT8P12	37.0
KRT8P15	2.25
KRT8P18	0.0
KRT8P21	1.75
KRT8P26	1.25
KRT8P29	11.5
KRT8P33	132.0
KRT8P34	42.25
KRT8P39	29.5
KRT8P41	2.5
KRT8P44	2.5
KRT8P46	42.0
KRT8P48	0.0
KRT8P50	10.5
KRT8P52	4.25
KRTAP16-1	26.75
KRTAP5-11	11.5
KRTAP5-2	6.5
KRTAP9-6	134.25
KRTCAP2	728.5
KRTCAP2P1	0.0
KRTCAP3	22.25
KSR1	1962.0
KSR2	170.75
KTI12	104.5
KTN1	2801.75
KXD1	2011.75
KY	12.25
KYAT1	68.5
KYAT3	205.25
KYNU	1285.25
KYNUP1	33.75
KYNUP3	23.25
L1CAM	8.5
L1TD1	58.75
L2HGDH	2042.75
L3HYPDH	167.0
L3MBTL1	744.0
L3MBTL2	809.5
L3MBTL3	1070.75
L3MBTL4	105.75
LACC1	32.25
LACTB	604.5
LACTB2	215.5
LAG3	1320.25
LAGE3	120.25
LAGE3P1	10.75
LAIR1	1322.5
LAIR2	100.25
LAMA1	26.5
LAMA2	42.5
LAMA3	5.0
LAMA4	71.5
LAMA5	41.0
LAMB1	82.25
LAMB2	2.5
LAMB3	17.5
LAMB4	51.0
LAMC1	11.5
LAMC2	62.25
LAMC3	63.25
LAMP1	2324.5
LAMP2	2459.5
LAMP3	1125.75
LAMP5	0.0
LAMTOR1	403.0
LAMTOR2	113.75
LAMTOR3	360.0
LAMTOR3P2	1.75
LAMTOR4	587.5
LAMTOR5	960.75
LAMTOR5P1	5.5
LANCL1	609.75
LANCL2	705.25
LANCL3	23.5
LAP3	1522.5
LAP3P2	3.5
LAPTM4A	1343.0
LAPTM4B	517.0
LAPTM5	10701.0
LARGE1	126.5
LARGE2	34.75
LARP1	34401.75
LARP1B	917.0
LARP4	3060.75
LARP4B	4177.5
LARP4P	21.25
LARP6	36.0
LARP7	414.5
LARS1	4727.0
LARS2	1016.5
LAS1L	2726.0
LASP1	3886.5
LAT	6193.75
LAT2	386.25
LATS1	3162.5
LATS2	52.25
LAX1	549.5
LAYN	60.75
LBH	2133.25
LBHD1	598.5
LBR	3157.5
LBX2	86.5
LCA5	3.5
LCA5L	176.75
LCAT	192.75
LCK	2352.75
LCLAT1	1837.75
LCMT1	381.5
LCMT2	746.75
LCN10	6.5
LCN12	32.25
LCN15	94.5
LCN2	0.0
LCNL1	6.5
LCOR	2990.0
LCORL	925.0
LCP1	21299.0
LCP2	11966.0
LCT	23.75
LCTL	302.75
LDAH	393.5
LDB1	2303.25
LDB2	1.75
LDB3	156.0
LDC1P	3.0
LDHA	23208.25
LDHAL6A	166.0
LDHAL6CP	101.0
LDHAL6FP	7.0
LDHAP2	35.75
LDHAP3	15.5
LDHAP4	116.25
LDHAP7	46.75
LDHB	8066.25
LDHBP1	261.75
LDHBP2	1.75
LDHC	6.25
LDHD	9.25
LDLR	1873.0
LDLRAD1	104.5
LDLRAD2	1.25
LDLRAD3	147.25
LDLRAD4	948.75
LDLRAP1	2029.75
LDOC1	159.5
LEAP2	275.75
LECT2	9.5
LEF1	13621.25
LEFTY1	9.25
LEKR1	17.0
LEMD2	891.25
LEMD3	1772.25
LENEP	9.0
LENG1	257.75
LENG8	28353.75
LENG9	337.5
LEO1	2863.5
LEP	41.0
LEPR	459.0
LEPROT	920.25
LEPROTL1	2763.25
LETM1	2278.25
LETM2	297.5
LETMD1	1162.25
LEXM	4.5
LFNG	441.75
LGALS1	64.75
LGALS12	1.0
LGALS14	8.5
LGALS2	5.0
LGALS3	96.25
LGALS3BP	350.5
LGALS4	124.25
LGALS8	5378.75
LGALS9	1011.0
LGALS9B	5.75
LGALS9C	0.75
LGALSL	21.25
LGI1	167.75
LGI4	7.75
LGMN	931.0
LGMNP1	7.0
LGR4	18.5
LGR6	13.5
LGSN	135.25
LHB	2.5
LHFPL1	4.25
LHFPL2	82.5
LHFPL4	29.25
LHFPL5	154.5
LHFPL6	88.0
LHPP	227.0
LHX3	2.5
LHX4	771.25
LIAS	2503.25
LIF	4233.25
LIFR	16.75
LIG1	1020.25
LIG3	3011.0
LIG4	310.5
LILRA1	0.0
LILRA2	171.5
LILRA4	363.0
LILRA5	44.25
LILRA6	138.25
LILRB1	94.0
LILRB2	46.5
LILRB3	92.75
LILRB4	18.0
LILRB5	121.5
LILRP1	0.0
LILRP2	0.0
LIMA1	1104.0
LIMCH1	1.5
